Player Name,Club Name,SCA,SCA Types,GCA,GCA Types,,Player,Nation,Pos,Age,90s,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA90
Trey Nyoni,Liverpool,,MF,,0.1,,,,,,,,Matches,,,,,,
Owen Beck,Liverpool,0,DF,0,0.1,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Thiago Alcántara,Liverpool,0,MF,0,0.1,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Waldemar Anton,Stuttgart,1,DF,0,36.1,39,1.22,33,0,0,4,1,Matches,0.28,8,0,0,1,0
Alexander Nübel,Stuttgart,0,GK,0,34.0,3,0.10,3,0,0,0,0,Matches,0.03,1,0,0,0,0
Atakan Karazor,Stuttgart,1,MF,0,33.1,57,1.96,49,0,0,2,5,Matches,0.17,5,0,0,0,0
Angelo Stiller,Stuttgart,1,MF,0,32.9,114,3.81,86,22,0,2,3,Matches,0.33,8,1,0,0,1
Chris Führich,Stuttgart,2,"FW,MF",0,32.2,137,4.80,93,17,15,9,1,Matches,0.60,14,1,2,0,0
Hiroki Ito,Stuttgart,0,DF,0,27.8,35,1.41,30,0,1,4,0,Matches,0.32,7,0,0,1,0
Enzo Millot,Stuttgart,4,"MF,FW",1,27.5,82,3.29,63,1,8,5,1,Matches,0.44,7,0,2,1,0
Serhou Guirassy,Stuttgart,4,FW,2,26.4,90,3.67,72,0,8,6,0,Matches,0.53,6,0,4,1,0
Deniz Undav,Stuttgart,6,"FW,MF",0,25.9,103,4.44,79,0,10,6,2,Matches,0.73,15,0,1,1,0
Maximilian Mittelstädt,Stuttgart,0,DF,0,25.3,62,2.65,53,5,0,3,1,Matches,0.34,8,0,0,0,0
Dan-Axel Zagadou,Stuttgart,0,DF,0,19.1,10,0.62,8,0,1,1,0,Matches,0.06,0,0,0,1,0
Jamie Leweling,Stuttgart,1,"FW,MF",0,18.3,61,3.61,39,1,9,9,2,Matches,0.47,6,0,1,1,0
Josha Vagnoman,Stuttgart,1,DF,0,15.0,21,1.60,15,1,0,3,1,Matches,0.30,4,0,0,0,0
Pascal Stenzel,Stuttgart,2,DF,0,13.5,38,3.22,31,1,2,1,1,Matches,0.85,9,0,1,0,0
Anthony Rouault,Stuttgart,0,DF,0,12.4,18,1.60,18,0,0,0,0,Matches,0.36,4,0,0,0,0
Silas Katompa,Stuttgart,4,"FW,MF",1,11.2,42,4.20,25,0,11,2,0,Matches,0.70,2,0,3,1,0
Jeong Woo-yeong,Stuttgart,0,"MF,FW",0,8.1,20,2.83,18,1,0,1,0,Matches,0.43,2,0,0,1,0
Leonidas Stergiou,Stuttgart,0,DF,0,7.1,7,1.06,7,0,0,0,0,Matches,0.15,1,0,0,0,0
Fabian Bredlow,Stuttgart,0,GK,0,4.0,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Mahmoud Dahoud,Stuttgart,0,MF,0,2.7,11,4.36,10,1,0,0,0,Matches,0.40,1,0,0,0,0
Lilian Egloff,Stuttgart,0,"MF,DF",0,1.3,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Wataru Endo,Stuttgart,,MF,,1.0,,,,,,,,Matches,,,,,,
Roberto Massimo,Stuttgart,0,"FW,DF",0,1.0,1,1.07,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Borna Sosa,Stuttgart,0,"FW,DF",0,0.5,5,9.78,3,2,0,0,0,Matches,0.00,0,0,0,0,0
Jovan Milošević,Stuttgart,0,"FW,MF",0,0.5,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Luca Raimund,Stuttgart,0,"FW,MF",0,0.3,3,9.00,1,0,0,2,0,Matches,0.00,0,0,0,0,0
Genki Haraguchi,Stuttgart,0,MF,0,0.3,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Samuele Di Benedetto,Stuttgart,0,MF,0,0.1,1,12.86,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Paulo Gazzaniga,Girona,0,GK,0,38.0,11,0.29,8,3,0,0,0,Matches,0.03,1,0,0,0,0
Miguel Gutiérrez,Girona,0,DF,0,37.4,80,2.37,70,1,2,6,1,Matches,0.39,13,0,0,0,0
Aleix García,Girona,4,MF,0,36.9,129,3.63,82,40,1,1,1,Matches,0.59,16,5,0,0,0
Sávio,Girona,10,"FW,MF",2,35.9,118,3.57,85,1,15,7,0,Matches,0.76,19,0,4,0,0
Daley Blind,Girona,0,DF,0,35.7,48,1.45,41,2,3,1,1,Matches,0.15,4,0,0,0,1
Iván Martín,Girona,3,MF,0,32.4,71,2.34,60,0,3,2,3,Matches,0.43,9,0,2,2,0
Eric García,Girona,1,DF,0,29.7,42,1.43,39,0,0,2,0,Matches,0.20,6,0,0,0,0
Artem Dovbyk,Girona,2,FW,0,29.6,57,1.98,41,0,6,8,0,Matches,0.45,9,0,1,3,0
Yan Couto,Girona,4,"DF,FW",3,27.6,56,2.24,44,1,5,2,0,Matches,0.56,9,0,1,1,0
Viktor Tsyhankov,Girona,1,"MF,FW",0,25.0,73,3.21,52,10,3,4,3,Matches,0.57,11,2,0,0,0
Yangel Herrera,Girona,7,MF,1,24.6,48,2.05,37,0,1,3,0,Matches,0.17,3,0,0,0,0
David López,Girona,0,DF,0,21.8,13,0.60,8,1,1,3,0,Matches,0.05,1,0,0,0,0
Arnau Martinez,Girona,0,DF,0,17.4,24,1.74,23,1,0,0,0,Matches,0.15,2,0,0,0,0
Portu,Girona,2,"MF,FW",1,17.2,29,2.20,22,1,2,2,0,Matches,0.68,7,0,1,0,0
Cristhian Stuani,Girona,0,FW,0,13.8,16,1.79,11,0,1,3,1,Matches,0.34,2,0,0,1,0
Juanpe,Girona,0,DF,0,11.8,2,0.24,2,0,0,0,0,Matches,0.00,0,0,0,0,0
Valery Fernández,Girona,1,"MF,FW",1,9.3,14,2.49,10,1,2,0,0,Matches,0.53,1,0,1,0,0
Pablo Torre,Girona,0,"MF,FW",0,9.1,24,3.07,24,0,0,0,0,Matches,0.77,6,0,0,0,0
Jhon Solis,Girona,0,MF,0,7.8,14,3.29,13,0,0,1,0,Matches,0.00,0,0,0,0,0
Juan Carlos,Girona,,GK,,3.0,,,,,,,,Matches,,,,,,
Antal Yaakobishvili,Girona,0,DF,0,2.2,1,1.48,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Bernardo Espinosa,Girona,0,DF,0,2.0,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Toni Fuidias,Girona,,GK,,2.0,,,,,,,,Matches,,,,,,
Ibrahima Kebe,Girona,0,MF,0,1.4,1,10.00,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Iker Almena,Girona,,FW,,0.6,,,,,,,,Matches,,,,,,
Jastin García,Girona,1,FW,0,0.4,1,2.81,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Toni Villa,Girona,0,FW,0,0.1,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Silvi Clúa,Girona,0,MF,0,0.1,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Harry Kane,Bayern Munich,10,FW,1,43.6,113,2.61,74,2,7,19,1,Matches,0.42,13,1,0,3,0
Joshua Kimmich,Bayern Munich,1,"MF,DF",0,38.7,170,4.70,102,61,2,3,1,Matches,0.41,8,5,1,1,0
Leroy Sané,Bayern Munich,6,FW,1,35.7,184,5.41,127,22,17,10,2,Matches,0.71,15,3,2,2,1
Leon Goretzka,Bayern Munich,1,"MF,DF",0,34.5,95,2.85,82,2,2,5,3,Matches,0.45,15,0,0,0,0
Alphonso Davies,Bayern Munich,2,DF,1,33.5,88,2.86,75,1,7,1,2,Matches,0.45,10,1,2,0,0
Manuel Neuer,Bayern Munich,0,GK,0,32.8,6,0.19,6,0,0,0,0,Matches,0.00,0,0,0,0,0
Jamal Musiala,Bayern Munich,8,"MF,FW",2,31.6,147,5.03,103,0,17,15,4,Matches,0.82,16,0,5,1,0
Kim Min-jae,Bayern Munich,0,DF,0,30.7,30,1.03,27,1,0,1,1,Matches,0.10,3,0,0,0,0
Konrad Laimer,Bayern Munich,2,"MF,DF",0,30.2,81,2.86,70,3,3,2,1,Matches,0.35,8,0,1,1,0
Dayot Upamecano,Bayern Munich,1,DF,0,26.1,30,1.19,28,1,0,0,0,Matches,0.12,3,0,0,0,0
Thomas Müller,Bayern Munich,6,MF,1,24.1,121,5.24,103,0,2,8,2,Matches,0.74,15,0,0,0,1
Noussair Mazraoui,Bayern Munich,0,DF,0,22.0,54,2.64,46,1,3,1,3,Matches,0.44,9,0,0,0,0
Matthijs de Ligt,Bayern Munich,1,DF,0,21.4,17,0.82,13,0,0,3,0,Matches,0.10,1,0,0,1,0
Kingsley Coman,Bayern Munich,4,FW,0,19.2,78,4.50,62,0,7,5,0,Matches,0.40,6,0,0,1,0
Eric Dier,Bayern Munich,0,DF,0,18.0,14,0.78,12,1,0,1,0,Matches,0.28,4,0,0,1,0
Raphaël Guerreiro,Bayern Munich,0,"DF,FW",0,17.9,58,3.31,48,6,1,2,1,Matches,0.51,8,0,0,1,0
Mathys Tel,Bayern Munich,3,"FW,MF",1,16.0,55,4.15,31,0,10,11,0,Matches,1.06,9,0,3,1,0
Aleksandar Pavlovic,Bayern Munich,2,MF,1,15.9,44,2.76,33,7,1,0,1,Matches,0.38,3,1,0,0,1
Sven Ulreich,Bayern Munich,0,GK,0,15.0,2,0.14,2,0,0,0,0,Matches,0.00,0,0,0,0,0
Eric Maxim Choupo-Moting,Bayern Munich,1,"FW,MF",0,10.4,36,4.25,27,0,3,5,0,Matches,0.59,3,0,0,2,0
Serge Gnabry,Bayern Munich,1,FW,1,8.5,22,3.13,15,0,1,5,0,Matches,0.28,1,0,0,0,0
Bouna Sarr,Bayern Munich,0,DF,0,2.3,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Frans Krätzig,Bayern Munich,0,DF,0,2.2,2,2.90,1,0,0,1,0,Matches,0.00,0,0,0,0,0
Bryan Zaragoza,Bayern Munich,0,MF,0,2.0,7,3.44,5,0,2,0,0,Matches,0.00,0,0,0,0,0
Lovro Zvonarek,Bayern Munich,0,"FW,MF",0,1.8,3,1.66,3,0,0,0,0,Matches,0.55,1,0,0,0,0
Sacha Boey,Bayern Munich,0,DF,0,1.2,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Daniel Peretz,Bayern Munich,0,GK,0,1.2,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Benjamin Pavard,Bayern Munich,,DF,,0.5,,,,,,,,Matches,,,,,,
Taichi Fukui,Bayern Munich,,MF,,0.3,,,,,,,,Matches,,,,,,
Matteo Perez Vinlöf,Bayern Munich,0,FW,0,0.2,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Ryan Gravenberch,Bayern Munich,0,FW,0,0.1,3,27.00,2,0,1,0,0,Matches,0.00,0,0,0,0,0
Jonathan Asp Jensen,Bayern Munich,0,FW,0,0.0,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Jan Oblak,Atlético Madrid,0,GK,0,55.0,4,0.08,3,1,0,0,0,Matches,0.00,0,0,0,0,0
Axel Witsel,Atlético Madrid,0,"DF,MF",0,46.4,22,0.54,17,1,0,2,2,Matches,0.05,2,0,0,0,0
Antoine Griezmann,Atlético Madrid,3,"FW,MF",0,43.4,156,4.06,102,33,5,11,2,Matches,0.39,13,0,0,2,0
Mario Hermoso,Atlético Madrid,1,DF,1,42.2,55,1.48,47,4,1,2,0,Matches,0.22,5,1,0,1,0
Koke,Atlético Madrid,0,MF,0,42.0,81,2.25,74,3,0,2,2,Matches,0.42,14,0,0,1,0
Marcos Llorente,Atlético Madrid,4,"MF,DF",0,39.9,72,2.02,60,0,6,2,0,Matches,0.31,9,0,1,1,0
Rodrigo De Paul,Atlético Madrid,5,MF,0,35.5,105,3.52,91,4,2,3,0,Matches,0.40,10,0,0,2,0
Nahuel Molina,Atlético Madrid,3,DF,0,33.5,73,2.49,61,7,1,0,1,Matches,0.27,8,0,0,0,0
Samuel Lino,Atlético Madrid,9,DF,1,33.1,94,3.27,67,1,9,6,2,Matches,0.56,11,0,1,3,0
Álvaro Morata,Atlético Madrid,6,FW,1,32.9,46,1.61,29,0,6,5,0,Matches,0.39,6,0,4,0,0
Stefan Savić,Atlético Madrid,0,DF,0,26.1,14,0.63,12,0,0,1,1,Matches,0.18,3,0,0,1,0
José María Giménez,Atlético Madrid,0,DF,0,24.7,9,0.45,8,0,0,0,1,Matches,0.10,2,0,0,0,0
Saúl Ñíguez,Atlético Madrid,0,MF,0,23.1,37,1.86,33,0,2,2,0,Matches,0.30,6,0,0,0,0
Ángel Correa,Atlético Madrid,2,"FW,MF",0,22.5,92,4.54,66,2,14,6,2,Matches,0.64,8,0,2,2,1
Rodrigo Riquelme,Atlético Madrid,1,DF,1,22.3,78,3.87,58,7,8,3,1,Matches,0.59,6,3,2,0,0
Pablo Barrios,Atlético Madrid,0,MF,0,22.0,48,2.42,40,1,2,3,2,Matches,0.15,3,0,0,0,0
César Azpilicueta,Atlético Madrid,0,DF,0,20.3,35,1.86,33,2,0,0,0,Matches,0.21,4,0,0,0,0
Memphis,Atlético Madrid,4,FW,1,13.5,44,4.10,25,3,7,5,0,Matches,0.28,2,0,0,0,0
Reinildo Mandava,Atlético Madrid,0,DF,0,9.3,12,1.43,8,1,3,0,0,Matches,0.24,1,0,1,0,0
Gabriel Paulista,Atlético Madrid,0,DF,0,4.5,3,0.67,2,0,0,0,1,Matches,0.00,0,0,0,0,0
Javi Galán,Atlético Madrid,0,DF,0,3.0,6,3.31,4,1,1,0,0,Matches,0.00,0,0,0,0,0
Yannick Carrasco,Atlético Madrid,1,DF,0,2.5,7,2.85,4,1,1,0,0,Matches,0.41,1,0,0,0,0
Çağlar Söyüncü,Atlético Madrid,0,DF,0,2.4,3,1.56,3,0,0,0,0,Matches,0.52,1,0,0,0,0
Thomas Lemar,Atlético Madrid,0,MF,0,1.8,3,1.66,2,1,0,0,0,Matches,0.00,0,0,0,0,0
Arthur Vermeeren,Atlético Madrid,0,MF,0,1.8,4,2.24,4,0,0,0,0,Matches,0.00,0,0,0,0,0
Salim El Jebari,Atlético Madrid,0,MF,0,0.1,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Abdellah Raihani,Atlético Madrid,0,FW,0,0.1,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Ilias Kostis,Atlético Madrid,0,FW,0,0.0,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Theo Hernández,Milan,6,DF,1,45.0,164,3.81,116,19,10,12,1,Matches,0.44,17,0,0,1,0
Tijjani Reijnders,Milan,2,MF,0,42.9,167,4.05,119,17,19,7,3,Matches,0.51,19,0,2,0,0
Mike Maignan,Milan,0,GK,0,41.1,15,0.37,13,2,0,0,0,Matches,0.02,1,0,0,0,0
Christian Pulisic,Milan,7,FW,1,39.9,129,3.34,86,14,10,9,3,Matches,0.49,15,0,2,0,1
Rafael Leão,Milan,12,FW,1,39.2,174,4.57,120,5,29,8,0,Matches,0.87,21,0,8,3,0
Olivier Giroud,Milan,2,FW,0,37.0,67,1.82,49,0,2,13,1,Matches,0.41,10,0,0,5,0
Davide Calabria,Milan,2,DF,0,32.9,53,1.68,49,1,0,0,1,Matches,0.22,7,0,0,0,0
Ruben Loftus-Cheek,Milan,4,MF,1,31.6,83,2.70,66,0,5,8,0,Matches,0.23,4,0,1,1,0
Fikayo Tomori,Milan,0,DF,0,31.6,23,0.73,20,0,0,3,0,Matches,0.06,1,0,0,1,0
Yunus Musah,Milan,3,MF,0,24.9,54,2.26,37,0,9,4,1,Matches,0.08,2,0,0,0,0
Malick Thiaw,Milan,0,DF,0,24.0,27,1.12,23,0,0,4,0,Matches,0.08,2,0,0,0,0
Alessandro Florenzi,Milan,1,DF,0,23.8,101,4.30,57,33,0,8,2,Matches,0.43,3,6,0,1,0
Yacine Adli,Milan,0,MF,0,20.7,74,3.80,50,19,3,2,0,Matches,0.41,4,3,1,0,0
Matteo Gabbia,Milan,0,DF,0,20.1,15,0.76,10,1,0,3,1,Matches,0.05,0,0,0,1,0
Simon Kjær,Milan,1,DF,0,16.3,13,0.83,10,0,0,2,0,Matches,0.13,1,0,0,1,0
Samuel Chukwueze,Milan,2,FW,0,15.4,66,4.58,46,0,11,7,0,Matches,0.56,5,0,2,1,0
Ismaël Bennacer,Milan,1,MF,0,14.8,42,2.83,31,4,3,2,1,Matches,0.20,3,0,0,0,0
Luka Jović,Milan,0,"FW,MF",0,13.9,29,2.43,24,0,0,5,0,Matches,0.25,3,0,0,0,0
Noah Okafor,Milan,0,FW,0,11.4,22,1.93,14,0,5,2,1,Matches,0.44,4,0,0,1,0
Rade Krunić,Milan,0,"MF,DF",0,10.0,22,2.20,16,5,0,1,0,Matches,0.00,0,0,0,0,0
Marco Sportiello,Milan,0,GK,0,7.9,3,0.38,3,0,0,0,0,Matches,0.13,1,0,0,0,0
Pierre Kalulu,Milan,0,DF,0,5.7,7,1.24,6,0,0,1,0,Matches,0.00,0,0,0,0,0
Tommaso Pobega,Milan,0,MF,0,5.2,9,1.73,5,0,0,4,0,Matches,0.00,0,0,0,0,0
Antonio Mirante,Milan,0,GK,0,3.0,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Jan-Carlo Simic,Milan,0,DF,0,3.0,2,1.23,2,0,0,0,0,Matches,0.00,0,0,0,0,0
Alejandro Jiménez,Milan,0,DF,0,2.3,2,2.65,2,0,0,0,0,Matches,0.00,0,0,0,0,0
Luka Romero,Milan,2,"FW,MF",0,1.8,2,2.02,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Filippo Terracciano,Milan,0,"DF,FW",0,1.4,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Chaka Traorè,Milan,0,MF,0,1.1,1,2.65,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Davide Bartesaghi,Milan,0,FW,0,1.0,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Marco Pellegrino,Milan,0,DF,0,0.8,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Kevin Zeroli,Milan,0,MF,0,0.4,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Mattia Caldara,Milan,0,DF,0,0.4,1,2.73,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Francesco Camarda,Milan,0,FW,0,0.2,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Lapo Nava,Milan,0,GK,0,0.0,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Youssouf Fofana,Monaco,2,MF,0,33.3,100,3.34,79,3,2,11,3,Matches,0.33,6,0,0,4,0
Wissam Ben Yedder,Monaco,1,FW,0,28.1,74,2.88,62,0,3,7,1,Matches,0.31,8,0,0,0,0
Denis Zakaria,Monaco,0,"MF,DF",0,26.7,36,1.52,26,0,3,4,3,Matches,0.13,2,0,1,0,0
Aleksandr Golovin,Monaco,3,"MF,FW",0,25.8,102,4.28,62,29,3,3,2,Matches,0.29,6,0,0,1,0
Wilfried Singo,Monaco,1,DF,0,24.3,36,1.48,31,1,0,2,1,Matches,0.08,2,0,0,0,0
Takumi Minamino,Monaco,6,MF,1,24.2,74,3.15,56,3,2,5,2,Matches,0.51,10,0,0,1,0
Philipp Köhn,Monaco,0,GK,0,22.0,3,0.14,2,0,0,0,1,Matches,0.00,0,0,0,0,0
Guillermo Maripán,Monaco,0,DF,0,22.0,9,0.46,7,0,0,2,0,Matches,0.00,0,0,0,0,0
Vanderson,Monaco,0,DF,0,21.6,42,2.30,32,3,2,4,1,Matches,0.22,3,0,0,1,0
Folarin Balogun,Monaco,5,FW,1,21.5,61,3.24,40,0,6,10,0,Matches,0.43,4,0,2,1,0
Maghnes Akliouche,Monaco,4,"MF,FW",0,19.5,88,4.91,59,11,6,3,5,Matches,0.50,7,0,0,0,2
Thilo Kehrer,Monaco,0,DF,0,18.0,19,1.29,13,1,0,5,0,Matches,0.27,3,0,0,1,0
Ismail Jakobs,Monaco,2,DF,0,16.9,50,3.07,32,9,1,4,2,Matches,0.49,6,1,0,1,0
Soungoutou Magassa,Monaco,0,"DF,MF",0,16.3,13,0.87,11,0,0,1,1,Matches,0.07,1,0,0,0,0
Radosław Majecki,Monaco,0,GK,0,15.3,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Krépin Diatta,Monaco,1,"DF,FW",0,13.4,41,3.06,34,4,2,0,0,Matches,0.60,7,0,1,0,0
Mohammed Salisu,Monaco,0,DF,0,12.5,10,0.87,9,0,0,0,1,Matches,0.17,2,0,0,0,0
Mohamed Camara,Monaco,1,MF,0,11.5,41,3.57,37,0,1,1,1,Matches,0.61,7,0,0,0,0
Kassoum Ouattara,Monaco,0,"DF,FW",0,9.7,14,1.98,10,1,1,1,1,Matches,0.14,0,0,1,0,0
Caio Henrique Oliveira Silva,Monaco,0,DF,0,6.9,25,3.61,14,8,2,0,1,Matches,0.72,2,3,0,0,0
Eliesse Ben Seghir,Monaco,5,"MF,FW",2,5.1,20,4.21,12,0,2,1,0,Matches,1.05,2,0,1,0,0
Chrislain Matsima,Monaco,0,DF,0,4.3,7,2.11,7,0,0,0,0,Matches,0.30,1,0,0,0,0
Edan Diop,Monaco,0,"MF,DF",0,2.9,1,0.55,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Breel Embolo,Monaco,0,FW,0,2.0,10,4.95,8,0,2,0,0,Matches,0.49,1,0,0,0,0
Myron Boadu,Monaco,1,FW,0,1.5,1,1.06,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Mamadou Coulibaly,Monaco,0,MF,0,1.3,5,3.81,4,0,0,1,0,Matches,0.00,0,0,0,0,0
Eliot Matazo,Monaco,0,MF,0,1.1,2,1.78,2,0,0,0,0,Matches,0.89,1,0,0,0,0
Saïmon Bouabré,Monaco,0,MF,0,0.5,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Antonin Cartillier,Monaco,0,DF,0,0.1,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Lucas Michal,Monaco,0,FW,0,0.1,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
David Raum,RB Leipzig,1,DF,0,39.4,127,3.39,72,47,6,1,0,Matches,0.43,7,7,2,0,0
Xavi Simons,RB Leipzig,13,"MF,FW",2,38.2,219,6.07,140,33,21,12,0,Matches,0.66,19,0,1,2,0
Loïs Openda,RB Leipzig,10,FW,1,38.0,101,2.80,64,0,13,13,1,Matches,0.44,11,0,3,1,0
Xaver Schlager,RB Leipzig,3,MF,0,36.5,106,3.08,99,0,2,1,1,Matches,0.44,12,0,1,1,1
Benjamin Henrichs,RB Leipzig,2,"DF,MF",1,36.5,106,3.16,84,4,6,5,5,Matches,0.48,12,0,0,2,1
Castello Lukeba,RB Leipzig,0,DF,0,33.0,14,0.45,13,0,0,1,0,Matches,0.03,1,0,0,0,0
Mohamed Simakan,RB Leipzig,3,DF,0,31.7,54,1.78,42,1,1,6,1,Matches,0.16,4,0,0,1,0
Janis Blaswich,RB Leipzig,0,GK,0,27.0,4,0.15,4,0,0,0,0,Matches,0.04,1,0,0,0,0
Benjamin Šeško,RB Leipzig,2,FW,0,22.9,47,2.19,33,0,7,5,0,Matches,0.42,7,0,2,0,0
Lukas Klostermann,RB Leipzig,0,DF,0,22.0,16,0.80,15,0,0,1,0,Matches,0.00,0,0,0,0,0
Amadou Haidara,RB Leipzig,2,"MF,DF",1,20.8,50,2.51,43,1,2,1,1,Matches,0.35,5,0,1,0,0
Willi Orban,RB Leipzig,0,DF,0,20.6,24,1.23,24,0,0,0,0,Matches,0.20,4,0,0,0,0
Kevin Kampl,RB Leipzig,2,MF,0,19.5,52,2.84,43,0,4,1,2,Matches,0.33,5,0,1,0,0
Dani Olmo,RB Leipzig,3,MF,0,19.0,72,3.98,50,1,5,11,2,Matches,0.50,8,1,0,0,0
Yussuf Poulsen,RB Leipzig,4,"FW,MF",0,18.9,47,2.73,33,0,4,6,0,Matches,0.41,5,0,1,1,0
Péter Gulácsi,RB Leipzig,0,GK,0,18.0,1,0.06,1,0,0,0,0,Matches,0.06,1,0,0,0,0
Christoph Baumgartner,RB Leipzig,6,MF,1,14.5,50,3.53,34,0,3,6,1,Matches,0.42,3,0,0,2,0
Nicolas Seiwald,RB Leipzig,0,MF,0,12.7,13,1.18,11,0,1,0,1,Matches,0.27,3,0,0,0,0
Emil Forsberg,RB Leipzig,0,"MF,FW",0,10.6,29,3.00,23,2,1,3,0,Matches,0.52,4,0,0,1,0
Timo Werner,RB Leipzig,0,"FW,MF",0,4.4,8,2.79,7,0,1,0,0,Matches,0.35,0,0,1,0,0
Fabio Carvalho,RB Leipzig,1,MF,0,4.1,7,2.19,4,0,0,2,0,Matches,0.00,0,0,0,0,0
Elif Elmas,RB Leipzig,0,MF,0,3.2,8,2.50,6,0,2,0,0,Matches,0.31,1,0,0,0,0
Christopher Lenz,RB Leipzig,0,DF,0,2.6,2,1.29,2,0,0,0,0,Matches,0.00,0,0,0,0,0
El Chadaille Bitshiabu,RB Leipzig,0,DF,0,0.4,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Jonathan Norbye,RB Leipzig,0,MF,0,0.0,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Nuha Jatta,RB Leipzig,0,MF,0,0.0,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Gleison Bremer,Juventus,0,DF,0,39.9,24,0.67,19,0,0,3,2,Matches,0.08,2,0,0,1,0
Manuel Locatelli,Juventus,1,MF,0,37.1,80,2.39,73,2,1,2,1,Matches,0.21,7,0,0,0,0
Wojciech Szczęsny,Juventus,0,GK,0,35.0,2,0.06,2,0,0,0,0,Matches,0.00,0,0,0,0,0
Adrien Rabiot,Juventus,4,MF,0,33.5,64,2.17,54,0,2,4,0,Matches,0.17,4,0,1,0,0
Federico Gatti,Juventus,1,DF,0,33.3,29,0.99,23,0,2,2,1,Matches,0.07,1,0,0,1,0
Weston McKennie,Juventus,3,"MF,DF",0,32.7,82,2.84,64,9,2,2,2,Matches,0.31,8,0,0,1,0
Danilo,Juventus,0,DF,0,32.2,48,1.76,41,1,1,2,3,Matches,0.11,1,0,0,1,1
Andrea Cambiaso,Juventus,3,"DF,FW",0,30.0,78,2.96,62,5,4,3,1,Matches,0.19,5,0,0,0,0
Dušan Vlahović,Juventus,2,FW,0,28.8,73,2.85,49,1,5,15,1,Matches,0.35,6,0,0,3,0
Federico Chiesa,Juventus,8,FW,2,27.8,117,4.79,70,17,14,7,1,Matches,0.37,5,0,2,0,0
Filip Kostić,Juventus,0,DF,0,23.2,71,3.52,42,22,0,7,0,Matches,0.25,2,2,0,1,0
Timothy Weah,Juventus,2,"DF,FW",0,15.5,30,2.15,25,1,0,2,0,Matches,0.14,2,0,0,0,0
Daniele Rugani,Juventus,0,DF,0,14.2,12,0.91,9,0,0,2,1,Matches,0.15,1,0,0,1,0
Fabio Miretti,Juventus,4,MF,2,14.1,53,4.33,31,7,6,2,3,Matches,0.33,2,0,0,0,0
Kenan Yıldız,Juventus,3,"FW,MF",1,12.2,39,3.69,26,2,5,2,1,Matches,0.38,0,0,1,1,1
Arkadiusz Milik,Juventus,4,FW,0,11.9,37,3.62,24,0,1,7,1,Matches,0.59,2,0,0,3,1
Samuel Iling-Junior,Juventus,1,"DF,MF",0,11.0,32,3.55,20,9,2,0,0,Matches,0.55,3,2,0,0,0
Alex Sandro,Juventus,1,DF,1,9.0,14,1.75,9,0,0,2,2,Matches,0.12,0,0,0,0,0
