Player Name,Club Name,Pass Types,Corner Kicks,Outcomes,,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out
Caoimhín Kelleher,Liverpool,ie IRL,GK,24,26.7,814,735,76,18,0,1,0,0,0,0,0,0,668,3,0,Matches
Andrew Robertson,Liverpool,sct SCO,DF,29,24.4,1901,1622,268,47,1,7,218,125,96,36,56,0,1563,11,30,Matches
Curtis Jones,Liverpool,eng ENG,MF,22,22.6,1060,1018,40,11,6,3,12,25,2,0,1,0,963,2,8,Matches
Ryan Gravenberch,Liverpool,nl NED,MF,21,20.4,674,658,11,4,7,3,8,5,0,0,0,0,553,5,15,Matches
Diogo Jota,Liverpool,pt POR,FW,26,19.0,452,448,4,0,5,1,13,3,0,0,0,0,329,0,23,Matches
Conor Bradley,Liverpool,nir NIR,DF,20,16.7,712,597,113,15,3,1,43,98,0,0,0,0,576,2,21,Matches
Kostas Tsimikas,Liverpool,gr GRE,DF,27,16.3,874,698,174,25,0,4,150,106,43,13,30,0,694,2,13,Matches
Joël Matip,Liverpool,cm CMR,DF,31,11.8,747,740,6,5,0,1,0,1,0,0,0,0,665,1,5,Matches
Bobby Clark,Liverpool,eng ENG,MF,18,4.0,123,122,1,0,0,0,2,1,0,0,0,0,105,0,5,Matches
Ben Doak,Liverpool,sct SCO,FW,17,2.7,49,47,2,0,0,1,1,1,0,0,0,0,38,0,0,Matches
James McConnell,Liverpool,eng ENG,MF,18,2.7,52,51,1,1,0,0,3,0,0,0,0,0,46,0,3,Matches
Luke Chambers,Liverpool,eng ENG,DF,19,1.5,105,79,26,4,0,0,2,22,0,0,0,0,84,0,1,Matches
Stefan Bajcetic,Liverpool,es ESP,MF,18,1.1,61,54,7,1,0,1,2,5,1,1,0,0,50,0,2,Matches
Jayden Danns,Liverpool,eng ENG,FW,17,0.9,9,9,0,0,1,0,0,0,0,0,0,0,7,0,0,Matches
Kaide Gordon,Liverpool,eng ENG,FW,18,0.8,17,17,0,0,0,0,0,0,0,0,0,0,13,0,0,Matches
Lewis Koumas,Liverpool,wls WAL,MF,17,0.7,,,,,,,0,,,,,,,,,Matches
Calum Scanlon,Liverpool,eng ENG,MF,18,0.6,32,27,5,1,0,0,0,4,0,0,0,0,28,0,0,Matches
Mateusz Musialowski,Liverpool,pl POL,MF,19,0.2,15,15,0,0,0,0,1,0,0,0,0,0,12,0,0,Matches
Trey Nyoni,Liverpool,eng ENG,MF,16,0.1,,,,,,,0,,,,,,,,,Matches
Owen Beck,Liverpool,wls WAL,DF,20,0.1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
Thiago Alcántara,Liverpool,es ESP,MF,32,0.1,10,9,1,1,0,0,0,0,0,0,0,0,7,0,0,Matches
Waldemar Anton,Stuttgart,de GER,DF,27,36.1,2624,2511,109,51,6,9,16,29,0,0,0,0,2330,4,16,Matches
Alexander Nübel,Stuttgart,de GER,GK,26,34.0,1218,1056,159,47,0,1,0,0,0,0,0,0,998,3,0,Matches
Atakan Karazor,Stuttgart,de GER,MF,26,33.1,1900,1820,75,73,5,2,5,2,0,0,0,0,1698,5,34,Matches
Angelo Stiller,Stuttgart,de GER,MF,22,32.9,2637,2448,188,91,12,9,83,8,66,32,15,0,2346,1,19,Matches
Chris Führich,Stuttgart,de GER,"FW,MF",25,32.2,1370,1235,131,29,7,10,113,41,61,31,7,0,1112,4,34,Matches
Hiroki Ito,Stuttgart,jp JPN,DF,24,27.8,2066,1926,135,28,3,9,30,70,0,0,0,0,1833,5,15,Matches
Enzo Millot,Stuttgart,fr FRA,"MF,FW",21,27.5,1456,1408,47,12,12,3,42,7,13,5,3,0,1238,1,38,Matches
Serhou Guirassy,Stuttgart,gn GUI,FW,27,26.4,777,752,21,1,9,1,1,3,0,0,0,0,629,4,17,Matches
Deniz Undav,Stuttgart,de GER,"FW,MF",27,25.9,799,758,32,2,18,3,8,12,0,0,0,0,595,9,43,Matches
Maximilian Mittelstädt,Stuttgart,de GER,DF,26,25.3,1708,1520,184,15,3,4,110,155,14,4,5,0,1447,4,32,Matches
Dan-Axel Zagadou,Stuttgart,fr FRA,DF,24,19.1,1361,1320,40,20,1,4,0,2,0,0,0,0,1179,1,1,Matches
Jamie Leweling,Stuttgart,de GER,"FW,MF",22,18.3,599,580,19,1,2,2,52,16,1,0,0,0,470,0,22,Matches
Josha Vagnoman,Stuttgart,de GER,DF,22,15.0,615,526,87,5,0,3,24,82,0,0,0,0,516,2,13,Matches
Pascal Stenzel,Stuttgart,de GER,DF,27,13.5,824,694,128,23,2,17,29,103,2,0,2,0,715,2,13,Matches
Anthony Rouault,Stuttgart,fr FRA,DF,22,12.4,931,881,49,17,2,5,4,28,0,0,0,0,824,1,12,Matches
Silas Katompa,Stuttgart,cd COD,"FW,MF",24,11.2,279,276,3,1,5,1,29,2,0,0,0,0,210,0,18,Matches
Jeong Woo-yeong,Stuttgart,kr KOR,"MF,FW",23,8.1,326,320,5,0,0,2,10,1,4,1,0,0,275,1,7,Matches
Leonidas Stergiou,Stuttgart,ch SUI,DF,21,7.1,364,319,43,3,0,2,14,40,0,0,0,0,308,2,4,Matches
Fabian Bredlow,Stuttgart,de GER,GK,28,4.0,179,158,21,10,0,0,0,0,0,0,0,0,136,0,0,Matches
Mahmoud Dahoud,Stuttgart,de GER,MF,27,2.7,235,229,5,3,1,2,7,0,2,1,1,0,205,1,3,Matches
Lilian Egloff,Stuttgart,de GER,"MF,DF",20,1.3,41,40,1,0,0,0,1,0,0,0,0,0,32,0,1,Matches
Wataru Endo,Stuttgart,jp JPN,MF,30,1.0,,,,,,,0,,,,,,,,,Matches
Roberto Massimo,Stuttgart,de GER,"FW,DF",22,1.0,39,34,5,0,0,0,0,5,0,0,0,0,30,0,5,Matches
Borna Sosa,Stuttgart,hr CRO,"FW,DF",25,0.5,43,37,6,2,0,1,12,1,3,2,1,0,27,0,2,Matches
Jovan Milošević,Stuttgart,rs SRB,"FW,MF",18,0.5,13,12,1,0,0,0,0,1,0,0,0,0,8,0,1,Matches
Luca Raimund,Stuttgart,de GER,"FW,MF",18,0.3,23,23,0,0,0,0,1,0,0,0,0,0,16,0,0,Matches
Genki Haraguchi,Stuttgart,jp JPN,MF,32,0.3,18,18,0,0,0,0,0,0,0,0,0,0,14,0,0,Matches
Samuele Di Benedetto,Stuttgart,de GER,MF,18,0.1,11,11,0,0,0,0,0,0,0,0,0,0,10,0,0,Matches
Paulo Gazzaniga,Girona,ar ARG,GK,31,38.0,1391,1065,321,75,1,5,0,0,0,0,0,0,1094,5,1,Matches
Miguel Gutiérrez,Girona,es ESP,DF,22,37.4,1855,1586,263,28,9,3,107,235,0,0,0,0,1595,6,33,Matches
Aleix García,Girona,es ESP,MF,26,36.9,2935,2673,254,119,5,87,198,11,122,50,52,1,2567,8,24,Matches
Sávio,Girona,br BRA,"FW,MF",19,35.9,1064,1042,17,2,1,9,142,11,4,3,0,0,812,5,42,Matches
Daley Blind,Girona,nl NED,DF,33,35.7,2585,2465,97,69,0,18,25,21,2,0,1,0,2304,23,27,Matches
Iván Martín,Girona,es ESP,MF,24,32.4,1628,1583,37,20,2,4,12,6,0,0,0,0,1487,8,19,Matches
Eric García,Girona,es ESP,DF,22,29.7,2306,2123,175,71,7,18,10,95,0,0,0,0,2064,8,20,Matches
Artem Dovbyk,Girona,ua UKR,FW,26,29.6,392,359,28,0,2,2,1,0,0,0,0,0,277,5,16,Matches
Yan Couto,Girona,br BRA,"DF,FW",21,27.6,1354,1181,170,24,5,4,136,145,1,0,0,0,1057,3,47,Matches
Viktor Tsyhankov,Girona,ua UKR,"MF,FW",25,25.0,920,861,50,15,5,3,82,8,27,8,11,0,726,9,25,Matches
Yangel Herrera,Girona,ve VEN,MF,25,24.6,1137,1110,22,7,1,6,30,2,0,0,0,0,972,5,14,Matches
David López,Girona,es ESP,DF,33,21.8,1582,1499,81,33,0,3,0,2,0,0,0,0,1468,2,4,Matches
Arnau Martinez,Girona,es ESP,DF,20,17.4,834,731,101,25,2,3,11,76,0,0,0,0,751,2,8,Matches
Portu,Girona,es ESP,"MF,FW",31,17.2,308,291,14,1,4,0,25,0,2,0,2,0,232,3,15,Matches
Cristhian Stuani,Girona,uy URU,FW,36,13.8,115,101,14,1,1,0,1,0,0,0,0,0,84,0,2,Matches
Juanpe,Girona,es ESP,DF,32,11.8,550,528,22,15,0,4,2,1,0,0,0,0,500,0,1,Matches
Valery Fernández,Girona,es ESP,"MF,FW",23,9.3,221,211,10,0,1,0,19,10,0,0,0,0,188,0,4,Matches
Pablo Torre,Girona,es ESP,"MF,FW",20,9.1,429,416,11,5,8,3,19,0,1,0,1,0,356,2,8,Matches
Jhon Solis,Girona,co COL,MF,18,7.8,225,222,3,2,2,0,0,1,0,0,0,0,191,0,3,Matches
Juan Carlos,Girona,es ESP,GK,35,3.0,,,,,,,0,,,,,,,,,Matches
Antal Yaakobishvili,Girona,hu HUN,DF,19,2.2,42,42,0,0,0,0,0,0,0,0,0,0,37,0,0,Matches
Bernardo Espinosa,Girona,co COL,DF,34,2.0,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
Toni Fuidias,Girona,es ESP,GK,22,2.0,,,,,,,0,,,,,,,,,Matches
Ibrahima Kebe,Girona,ml MLI,MF,22,1.4,8,7,1,1,0,0,0,0,0,0,0,0,5,0,0,Matches
Iker Almena,Girona,es ESP,FW,19,0.6,,,,,,,3,,,,,,,,,Matches
Jastin García,Girona,es ESP,FW,19,0.4,11,11,0,0,0,0,1,0,0,0,0,0,7,0,1,Matches
Toni Villa,Girona,es ESP,FW,28,0.1,9,7,1,1,0,0,0,0,0,0,0,0,7,1,0,Matches
Silvi Clúa,Girona,es ESP,MF,18,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
Harry Kane,Bayern Munich,eng ENG,FW,30,43.6,889,837,47,11,21,17,35,10,2,1,0,0,627,5,39,Matches
Joshua Kimmich,Bayern Munich,de GER,"MF,DF",28,38.7,3218,2810,391,110,17,22,291,108,173,62,82,4,2769,17,30,Matches
Leroy Sané,Bayern Munich,de GER,FW,27,35.7,1438,1312,120,14,9,6,115,11,72,33,30,0,1148,6,42,Matches
Leon Goretzka,Bayern Munich,de GER,"MF,DF",28,34.5,2288,2224,60,43,12,13,10,11,0,0,0,0,2055,4,29,Matches
Alphonso Davies,Bayern Munich,ca CAN,DF,22,33.5,2113,1858,254,40,4,3,40,213,1,1,0,0,1846,1,38,Matches
Manuel Neuer,Bayern Munich,de GER,GK,37,32.8,1222,1056,166,37,0,4,0,1,0,0,0,0,1051,0,0,Matches
Jamal Musiala,Bayern Munich,de GER,"MF,FW",20,31.6,1130,1095,29,3,16,3,16,11,1,0,0,0,934,6,50,Matches
Kim Min-jae,Bayern Munich,kr KOR,DF,26,30.7,2748,2654,89,27,4,18,2,9,0,0,0,0,2549,5,12,Matches
Konrad Laimer,Bayern Munich,at AUT,"MF,DF",26,30.2,1915,1754,155,32,7,5,41,116,4,0,0,0,1687,6,37,Matches
Dayot Upamecano,Bayern Munich,fr FRA,DF,24,26.1,2355,2315,38,25,1,12,3,12,0,0,0,0,2183,2,21,Matches
Thomas Müller,Bayern Munich,de GER,MF,33,24.1,987,939,46,3,9,4,68,37,0,0,0,0,739,2,32,Matches
Noussair Mazraoui,Bayern Munich,ma MAR,DF,25,22.0,1406,1245,158,19,2,0,29,139,0,0,0,0,1236,3,28,Matches
Matthijs de Ligt,Bayern Munich,nl NED,DF,23,21.4,1503,1472,29,23,0,4,3,2,0,0,0,0,1400,2,7,Matches
Kingsley Coman,Bayern Munich,fr FRA,FW,27,19.2,883,859,19,2,1,10,96,8,4,0,0,0,714,5,23,Matches
Eric Dier,Bayern Munich,eng ENG,DF,29,18.0,1541,1462,75,29,0,17,7,3,0,0,0,0,1400,4,6,Matches
Raphaël Guerreiro,Bayern Munich,pt POR,"DF,FW",29,17.9,1294,1203,89,13,1,0,52,60,16,3,10,0,1116,2,24,Matches
Mathys Tel,Bayern Munich,fr FRA,"FW,MF",18,16.0,479,455,21,1,2,2,23,12,2,0,0,0,395,3,15,Matches
Aleksandar Pavlovic,Bayern Munich,de GER,MF,19,15.9,1154,1113,35,19,0,9,19,2,14,3,9,0,1067,6,4,Matches
Sven Ulreich,Bayern Munich,de GER,GK,34,15.0,532,450,82,16,0,1,0,0,0,0,0,0,442,0,0,Matches
Eric Maxim Choupo-Moting,Bayern Munich,cm CMR,"FW,MF",34,10.4,299,288,11,0,3,0,12,0,0,0,0,0,246,0,14,Matches
Serge Gnabry,Bayern Munich,de GER,FW,28,8.5,277,267,9,0,4,1,17,6,1,1,0,0,228,1,6,Matches
Bouna Sarr,Bayern Munich,sn SEN,DF,31,2.3,111,99,12,1,0,0,4,11,0,0,0,0,99,0,1,Matches
Frans Krätzig,Bayern Munich,de GER,DF,20,2.2,59,53,6,0,1,1,1,6,0,0,0,0,53,0,0,Matches
Bryan Zaragoza,Bayern Munich,es ESP,MF,22,2.0,82,78,4,0,0,2,10,1,2,0,1,0,60,0,6,Matches
Lovro Zvonarek,Bayern Munich,hr CRO,"FW,MF",18,1.8,60,59,1,0,1,0,1,0,0,0,0,0,50,0,2,Matches
Sacha Boey,Bayern Munich,fr FRA,DF,22,1.2,69,52,17,2,0,0,0,15,0,0,0,0,58,0,2,Matches
Daniel Peretz,Bayern Munich,il ISR,GK,23,1.2,17,15,2,0,0,0,0,0,0,0,0,0,12,0,0,Matches
Benjamin Pavard,Bayern Munich,fr FRA,DF,27,0.5,,,,,,,3,,,,,,,,,Matches
Taichi Fukui,Bayern Munich,jp JPN,MF,19,0.3,,,,,,,2,,,,,,,,,Matches
Matteo Perez Vinlöf,Bayern Munich,se SWE,FW,17,0.2,13,10,3,1,0,0,1,2,0,0,0,0,11,0,0,Matches
Ryan Gravenberch,Bayern Munich,nl NED,FW,21,0.1,7,7,0,0,0,0,0,0,0,0,0,0,5,0,1,Matches
Jonathan Asp Jensen,Bayern Munich,dk DEN,FW,17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jan Oblak,Atlético Madrid,si SVN,GK,30,55.0,1304,873,428,81,1,0,0,0,0,0,0,0,975,3,0,Matches
Axel Witsel,Atlético Madrid,be BEL,"DF,MF",34,46.4,2399,2314,80,66,0,5,5,8,0,0,0,0,2223,5,11,Matches
Antoine Griezmann,Atlético Madrid,fr FRA,"FW,MF",32,43.4,1895,1662,222,46,17,22,192,4,128,40,56,1,1475,11,43,Matches
Mario Hermoso,Atlético Madrid,es ESP,DF,28,42.2,2679,2413,258,78,3,64,61,174,0,0,0,0,2298,8,29,Matches
Koke,Atlético Madrid,es ESP,MF,31,42.0,2935,2836,85,78,18,36,20,2,5,0,1,0,2636,14,25,Matches
Marcos Llorente,Atlético Madrid,es ESP,"MF,DF",28,39.9,1548,1449,95,1,3,4,103,94,0,0,0,0,1242,4,52,Matches
Rodrigo De Paul,Atlético Madrid,ar ARG,MF,29,35.5,1960,1854,88,60,27,19,76,13,15,4,5,0,1621,18,31,Matches
Nahuel Molina,Atlético Madrid,ar ARG,DF,25,33.5,1931,1622,297,20,1,17,144,258,19,7,12,0,1421,12,58,Matches
Samuel Lino,Atlético Madrid,br BRA,DF,23,33.1,1271,1204,61,6,5,10,63,52,3,0,0,0,1041,6,41,Matches
Álvaro Morata,Atlético Madrid,es ESP,FW,30,32.9,542,507,32,0,0,6,16,0,0,0,0,0,382,3,22,Matches
Stefan Savić,Atlético Madrid,me MNE,DF,32,26.1,1278,1228,41,34,3,9,4,7,0,0,0,0,1077,9,11,Matches
José María Giménez,Atlético Madrid,uy URU,DF,28,24.7,908,870,35,28,0,20,1,0,0,0,0,0,786,3,8,Matches
Saúl Ñíguez,Atlético Madrid,es ESP,MF,28,23.1,902,879,18,11,2,3,26,4,0,0,0,0,725,5,16,Matches
Ángel Correa,Atlético Madrid,ar ARG,"FW,MF",28,22.5,636,589,39,3,1,2,47,0,23,12,8,0,476,8,14,Matches
Rodrigo Riquelme,Atlético Madrid,es ESP,DF,23,22.3,835,766,67,17,1,6,86,34,15,8,4,0,634,2,33,Matches
Pablo Barrios,Atlético Madrid,es ESP,MF,20,22.0,1054,1027,16,11,3,7,21,4,1,0,0,0,887,11,12,Matches
César Azpilicueta,Atlético Madrid,es ESP,DF,33,20.3,1209,1063,140,21,1,3,13,118,0,0,0,0,1021,6,9,Matches
Memphis,Atlético Madrid,nl NED,FW,29,13.5,314,286,24,4,4,4,15,2,7,2,3,0,237,4,11,Matches
Reinildo Mandava,Atlético Madrid,mz MOZ,DF,29,9.3,430,375,54,7,0,2,7,47,0,0,0,0,365,1,7,Matches
Gabriel Paulista,Atlético Madrid,br BRA,DF,32,4.5,274,268,5,4,0,1,0,0,0,0,0,0,240,1,0,Matches
Javi Galán,Atlético Madrid,es ESP,DF,28,3.0,93,75,18,0,0,0,12,16,2,0,1,0,71,0,3,Matches
Yannick Carrasco,Atlético Madrid,be BEL,DF,29,2.5,88,77,10,3,0,1,8,4,3,0,2,0,65,1,2,Matches
Çağlar Söyüncü,Atlético Madrid,tr TUR,DF,27,2.4,136,133,3,2,0,0,0,0,0,0,0,0,123,0,0,Matches
Thomas Lemar,Atlético Madrid,fr FRA,MF,27,1.8,84,81,3,0,1,0,6,1,2,2,0,0,71,0,0,Matches
Arthur Vermeeren,Atlético Madrid,be BEL,MF,18,1.8,91,89,0,0,1,0,0,0,0,0,0,0,75,2,1,Matches
Salim El Jebari,Atlético Madrid,ma MAR,MF,19,0.1,4,4,0,0,0,0,1,0,0,0,0,0,3,0,0,Matches
Abdellah Raihani,Atlético Madrid,ma MAR,FW,19,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Ilias Kostis,Atlético Madrid,gr GRE,FW,20,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Theo Hernández,Milan,fr FRA,DF,25,45.0,2652,2292,356,103,7,19,110,208,37,12,14,0,2262,4,63,Matches
Tijjani Reijnders,Milan,nl NED,MF,25,42.9,2175,2080,91,42,9,2,53,14,32,15,8,1,1964,4,24,Matches
Mike Maignan,Milan,fr FRA,GK,28,41.1,1584,1302,270,58,0,3,0,0,0,0,0,0,1333,12,2,Matches
Christian Pulisic,Milan,us USA,FW,24,39.9,1443,1375,65,5,3,3,147,20,40,6,27,0,1120,3,58,Matches
Rafael Leão,Milan,pt POR,FW,24,39.2,1324,1259,58,7,7,9,140,35,14,0,0,0,981,7,36,Matches
Olivier Giroud,Milan,fr FRA,FW,36,37.0,662,579,80,2,3,3,3,3,0,0,0,0,454,3,11,Matches
Davide Calabria,Milan,it ITA,DF,26,32.9,1935,1625,304,53,1,6,53,251,0,0,0,0,1651,6,20,Matches
Ruben Loftus-Cheek,Milan,eng ENG,MF,27,31.6,954,940,11,2,1,2,22,3,0,0,0,0,799,3,14,Matches
Fikayo Tomori,Milan,eng ENG,DF,25,31.6,2102,1977,121,44,0,3,4,13,0,0,0,0,1906,4,11,Matches
Yunus Musah,Milan,us USA,MF,20,24.9,925,881,43,2,1,3,38,41,0,0,0,0,789,1,22,Matches
Malick Thiaw,Milan,de GER,DF,21,24.0,1498,1452,44,24,2,3,0,4,0,0,0,0,1377,2,7,Matches
Alessandro Florenzi,Milan,it ITA,DF,32,23.8,1581,1300,276,60,1,23,151,140,76,37,32,0,1297,5,18,Matches
Yacine Adli,Milan,fr FRA,MF,23,20.7,1610,1506,102,46,4,20,76,10,46,16,18,0,1393,2,14,Matches
Matteo Gabbia,Milan,it ITA,DF,23,20.1,1337,1277,59,26,0,3,1,6,0,0,0,0,1217,1,9,Matches
Simon Kjær,Milan,dk DEN,DF,34,16.3,1064,1031,32,26,0,6,2,2,0,0,0,0,944,1,2,Matches
Samuel Chukwueze,Milan,ng NGA,FW,24,15.4,529,516,12,0,7,1,35,9,3,2,0,0,405,1,15,Matches
Ismaël Bennacer,Milan,dz ALG,MF,25,14.8,944,897,44,22,7,3,33,5,17,4,8,0,827,3,13,Matches
Luka Jović,Milan,rs SRB,"FW,MF",25,13.9,231,198,30,2,1,0,3,1,1,0,0,0,173,3,7,Matches
Noah Okafor,Milan,ch SUI,FW,23,11.4,220,211,6,0,1,1,24,2,0,0,0,0,139,3,6,Matches
Rade Krunić,Milan,ba BIH,"MF,DF",29,10.0,567,523,44,36,1,3,10,4,4,2,2,0,510,0,3,Matches
Marco Sportiello,Milan,it ITA,GK,31,7.9,269,235,34,10,0,0,0,0,0,0,0,0,231,0,0,Matches
Pierre Kalulu,Milan,fr FRA,DF,23,5.7,325,298,27,10,1,0,5,17,0,0,0,0,287,0,9,Matches
Tommaso Pobega,Milan,it ITA,MF,24,5.2,172,170,2,1,1,0,0,1,0,0,0,0,129,0,6,Matches
Antonio Mirante,Milan,it ITA,GK,40,3.0,54,45,9,1,0,0,0,0,0,0,0,0,41,0,0,Matches
Jan-Carlo Simic,Milan,rs SRB,DF,18,3.0,64,62,2,2,0,0,0,0,0,0,0,0,59,0,0,Matches
Alejandro Jiménez,Milan,es ESP,DF,18,2.3,43,35,8,0,0,0,4,8,0,0,0,0,39,0,1,Matches
Luka Romero,Milan,ar ARG,"FW,MF",18,1.8,39,37,2,0,0,0,6,1,1,1,0,0,33,0,1,Matches
Filippo Terracciano,Milan,it ITA,"DF,FW",20,1.4,52,47,5,0,0,0,1,5,0,0,0,0,48,0,0,Matches
Chaka Traorè,Milan,ci CIV,MF,18,1.1,18,18,0,0,0,0,1,0,0,0,0,0,15,0,0,Matches
Davide Bartesaghi,Milan,it ITA,FW,17,1.0,37,30,7,0,0,0,0,7,0,0,0,0,30,0,2,Matches
Marco Pellegrino,Milan,,DF,,0.8,48,46,2,0,0,0,0,0,0,0,0,0,43,0,1,Matches
Kevin Zeroli,Milan,it ITA,MF,18,0.4,6,6,0,0,0,0,1,0,0,0,0,0,2,0,1,Matches
Mattia Caldara,Milan,it ITA,DF,29,0.4,24,24,0,0,0,0,0,0,0,0,0,0,20,0,0,Matches
Francesco Camarda,Milan,it ITA,FW,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Lapo Nava,Milan,it ITA,GK,19,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Youssouf Fofana,Monaco,fr FRA,MF,24,33.3,1789,1693,83,77,13,4,14,6,0,0,0,0,1453,13,30,Matches
Wissam Ben Yedder,Monaco,fr FRA,FW,32,28.1,752,698,51,3,12,2,9,3,0,0,0,0,555,3,25,Matches
Denis Zakaria,Monaco,ch SUI,"MF,DF",26,26.7,1184,1159,25,22,2,3,9,3,0,0,0,0,1081,0,14,Matches
Aleksandr Golovin,Monaco,ru RUS,"MF,FW",27,25.8,1236,1096,129,34,14,11,123,13,82,26,46,0,935,11,27,Matches
Wilfried Singo,Monaco,ci CIV,DF,22,24.3,1490,1411,76,42,2,4,21,34,0,0,0,0,1282,3,11,Matches
Takumi Minamino,Monaco,jp JPN,MF,28,24.2,885,846,32,7,12,2,32,13,9,1,2,0,646,7,37,Matches
Philipp Köhn,Monaco,ch SUI,GK,25,22.0,667,484,182,52,0,0,0,0,0,0,0,0,479,1,0,Matches
Guillermo Maripán,Monaco,cl CHI,DF,29,22.0,1054,1010,42,36,0,2,0,4,0,0,0,0,934,2,9,Matches
Vanderson,Monaco,br BRA,DF,22,21.6,992,841,149,15,2,7,58,132,2,0,1,0,734,2,25,Matches
Folarin Balogun,Monaco,us USA,FW,22,21.5,365,333,25,1,3,1,8,0,0,0,0,0,263,7,15,Matches
Maghnes Akliouche,Monaco,fr FRA,"MF,FW",21,19.5,833,773,54,12,8,2,59,3,37,14,8,0,645,6,24,Matches
Thilo Kehrer,Monaco,de GER,DF,26,18.0,966,900,66,32,1,2,4,19,0,0,0,0,859,0,11,Matches
Ismail Jakobs,Monaco,sn SEN,DF,23,16.9,874,718,152,14,1,0,77,120,18,5,7,0,626,4,23,Matches
Soungoutou Magassa,Monaco,fr FRA,"DF,MF",19,16.3,998,977,21,18,1,21,3,3,0,0,0,0,871,0,14,Matches
Radosław Majecki,Monaco,pl POL,GK,23,15.3,376,271,105,25,0,0,0,0,0,0,0,0,277,0,0,Matches
Krépin Diatta,Monaco,sn SEN,"DF,FW",24,13.4,787,629,152,16,0,5,39,126,10,4,4,0,602,6,13,Matches
Mohammed Salisu,Monaco,gh GHA,DF,24,12.5,778,751,27,19,0,0,1,7,0,0,0,0,657,0,9,Matches
Mohamed Camara,Monaco,ml MLI,MF,23,11.5,769,749,18,17,1,3,1,0,1,0,0,0,707,2,13,Matches
Kassoum Ouattara,Monaco,fr FRA,"DF,FW",18,9.7,329,266,61,2,0,0,44,59,0,0,0,0,213,2,11,Matches
Caio Henrique Oliveira Silva,Monaco,br BRA,DF,26,6.9,464,369,94,15,2,0,36,56,23,4,13,0,376,1,13,Matches
Eliesse Ben Seghir,Monaco,ma MAR,"MF,FW",18,5.1,215,206,8,2,2,2,13,4,1,0,1,0,174,1,4,Matches
Chrislain Matsima,Monaco,fr FRA,DF,21,4.3,231,224,6,2,0,0,0,3,0,0,0,0,215,1,0,Matches
Edan Diop,Monaco,fr FRA,"MF,DF",18,2.9,97,86,10,1,0,0,3,9,0,0,0,0,71,1,3,Matches
Breel Embolo,Monaco,ch SUI,FW,26,2.0,46,46,0,0,0,0,1,0,0,0,0,0,37,0,2,Matches
Myron Boadu,Monaco,nl NED,FW,22,1.5,15,15,0,0,0,0,0,0,0,0,0,0,10,0,0,Matches
Mamadou Coulibaly,Monaco,fr FRA,MF,19,1.3,70,69,1,0,0,0,1,1,0,0,0,0,56,0,1,Matches
Eliot Matazo,Monaco,be BEL,MF,21,1.1,63,61,2,1,0,1,1,1,0,0,0,0,50,0,0,Matches
Saïmon Bouabré,Monaco,fr FRA,MF,17,0.5,17,17,0,0,0,0,0,0,0,0,0,0,15,0,1,Matches
Antonin Cartillier,Monaco,fr FRA,DF,19,0.1,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,Matches
Lucas Michal,Monaco,fr FRA,FW,18,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
David Raum,RB Leipzig,de GER,DF,25,39.4,2576,2005,558,72,2,14,394,326,160,56,69,2,1884,13,74,Matches
Xavi Simons,RB Leipzig,nl NED,"MF,FW",20,38.2,1733,1559,160,37,21,13,99,11,73,23,30,2,1369,14,49,Matches
Loïs Openda,RB Leipzig,be BEL,FW,23,38.0,625,592,32,1,5,3,39,11,0,0,0,0,417,1,38,Matches
Xaver Schlager,RB Leipzig,at AUT,MF,25,36.5,2148,2064,74,63,10,18,18,11,0,0,0,0,1881,10,27,Matches
Benjamin Henrichs,RB Leipzig,de GER,"DF,MF",26,36.5,2006,1702,294,28,18,8,78,266,0,0,0,0,1571,10,53,Matches
Castello Lukeba,RB Leipzig,fr FRA,DF,20,33.0,2287,2229,56,44,1,11,6,5,0,0,0,0,2088,2,17,Matches
Mohamed Simakan,RB Leipzig,fr FRA,DF,23,31.7,1894,1749,143,67,5,14,24,76,0,0,0,0,1609,2,15,Matches
Janis Blaswich,RB Leipzig,de GER,GK,32,27.0,1198,971,226,51,0,1,0,0,0,0,0,0,1047,1,1,Matches
Benjamin Šeško,RB Leipzig,si SVN,FW,20,22.9,418,397,19,0,4,0,6,1,0,0,0,0,278,2,15,Matches
Lukas Klostermann,RB Leipzig,de GER,DF,27,22.0,1356,1318,35,21,3,6,8,14,0,0,0,0,1225,3,9,Matches
Amadou Haidara,RB Leipzig,ml MLI,"MF,DF",25,20.8,978,957,20,14,3,7,5,6,0,0,0,0,828,1,17,Matches
Willi Orban,RB Leipzig,hu HUN,DF,30,20.6,1544,1495,47,43,1,4,2,3,0,0,0,0,1387,2,9,Matches
