Player Name,Club Name,FoulsDrawnLeadingToShotAttempt,Position,FoulsDrawnLeadingToGoal,ActionsLeadingToShots,ShotCreatingActionsPer90Min,InPlayPassesThatLeadToShotAttempt,SetpiecesLeadingToShotAttempt,SuccessfulTakeOnsLeadingToShotAttempt,ShotsThatLeadToShotAttempt,DefensiveActionsLeadingToShotAttempt,GoalCreationAccuracy,InPlayPassesLeadingToGoal,SetpiecesLeadingToGoal,FoulsDrawnLeadingToGoal,ShotsAttemptLeadingToGoal,DefensiveActionsLeadingToGoal,DefensiveErrors,TacklesAttempted,TackleWon,TacklesinDef3rd,TacklesinMid3rd,TacklesinAtt3rd,DribblesStopped,PassesBlocked,DribblesWinningPerc,DribblesNotStopped,TotalBlocks,ShotsBlocked,PassesBlocked,Tackles+Interception,Clearances,Goals,Shots,ShotsOnTarget,ShotsOnTarget%,Shots/90min,ShotsOnTarget/90min,Goals/Shot,Goals/ShotOnTarget,AverageShotDistance,ShotsfromFreeKicks,PKMade,TotalPK,ExpectedGoal,NonPenaltyExpectedGoals,NonPenaltyExpectedGoals/shot,Goals-XG,NonPenaltyGoals-NonPenaltyXG,Miscontrols,Receiving,Touches,TouchesInDefensivePenaltyArea,TouchesInDefensive1/3rd,TouchesInMid1/3rd,TouchesInAtt1/3rd,TouchesInAttackingPenaltyArea,TakeOnsAttempted,SucessfulTakeOns,SucessfulTakeOns%,TimesTackledByADefDuringTakeOn,TimesTackledByADefDuringTakeOn%,NumberOfCarries,DistanceTravelledInCarries(Yards),DistanceTravelledInCarries(Yards)TowardsOpponentGoal,CarriesThatReachesCloseToOpponentGoal(DistTravelled>10Yards),CarriesInFinalThird,CarriesInPenaltyArea,PassesRecieved,DisPossesed,ProgressivePassesRecieved,ShortPassesCompleted%,TotalPassingDistance,PassesAttempted,ProgressivePassingDistance,ShortPassesCompleted,ShortPassesAttempted,ShortPassesCompleted%,MediumPassesCompleted,PassesIntoPenaltyArea,CrossesIntoPenaltyArea,ProgressivePasses,LongPassesAttempted,LongPassesCompleted%,YellowCards,RedCards,2ndYellowCard,FoulsCommited,FoulsDrawn,Offsides,Crosses,Interceptions,TacklesWon,PenaltyKicksWon,PenaltyKicksConceeded,OwnGoals,BallsRecovered,AerialDuelWon,AerialDuelLost,AerialDuelWinningPercentage,"PassesCompleted	",InGamePasses,SetPiecesPasses,FreeKickPasses,ThroughBalls,Switches,Crosses,ThrowInsTaken,CornersTaken,InswingingCorners,OutswingingCorners,StraightCorners,PassesCompleted,PassesOffside
Joselu,Real Madrid,0,FW,0,36,1.64,27,0,1,8,0,0.23,3,0,0,2,0,0,7,3,2,4,1,0,10,0,7,11,1,7,13,15,18,98,40,40.8,4.16,1.7,0.17,0.43,11.9,0,1,3,17,15.4,0.17,-2,-0.4,35,23.6,642,17,54,279,312,132,14,6,42.9,7,50,372,1214,406,17,9,14,15,495,111,33,3937,442,572,208,274,75.9,74,4,0,22,12,75,1,0,0,14,19,20,8,7,3,0,0,0,41,58,40,59.2,442,421,18,0,2,1,8,3,0,0,0,0,321,3
Brahim Díaz,Real Madrid,4,"MF,FW",0,96,4.7,63,2,18,8,1,1.08,13,1,8,0,0,0,37,25,6,20,11,7,15,46.7,8,17,2,6,42,2,12,55,23,41.8,2.39,1,0.22,0.52,15.8,0,0,0,7.2,7.2,0.15,2.8,2.8,57,23,1185,8,67,491,651,117,137,67,48.9,63,46,851,5512,2940,93,71,38,58,961,195,23,9395,888,2209,509,553,92,159,44,9,93,50,56,2,0,0,29,58,6,50,6,25,0,0,0,88,3,13,18.8,888,846,35,9,8,3,50,6,8,3,2,0,740,7
Lucas Vázquez,Real Madrid,4,DF,1,79,4.01,66,1,4,3,1,0.71,11,0,1,1,0,0,42,30,24,17,1,19,24,61.3,12,29,5,13,55,39,3,15,8,53.3,0.75,0.4,0.2,0.38,14.8,0,0,0,1.3,1.2,0.08,1.7,1.8,23,19.9,1638,62,404,645,594,80,53,26,49.1,21,39.6,964,4028,1874,41,31,20,16,1188,205,32,17445,1412,4254,717,777,92.3,413,38,11,72,98,46.9,2,0,0,29,28,5,67,13,30,1,2,0,100,4,8,33.3,1412,1246,164,13,5,8,67,149,2,0,1,0,1210,2
Kepa Arrizabalaga,Real Madrid,0,GK,0,1,0.06,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,19.6,623,543,620,3,0,0,0,0,,0,,421,1700,1106,0,0,0,0,385,0,28,11971,598,7857,120,121,99.2,294,0,0,0,180,55.6,2,0,0,0,3,0,0,0,1,0,0,0,23,4,0,100,598,490,108,19,0,1,0,0,0,0,0,0,514,0
Fran Garcia,Real Madrid,0,DF,0,40,2.27,38,0,2,0,0,0.34,6,0,0,0,0,1,26,20,12,12,2,14,14,40,21,17,3,21,46,34,1,9,1,11.1,0.48,0.05,0.11,1,20.9,0,0,0,0.5,0.5,0.06,0.5,0.5,26,18.8,1350,45,350,567,445,28,19,9,47.4,9,47.4,838,4483,2429,69,35,6,11,894,163,23,14461,1181,4026,620,660,93.9,333,17,8,70,73,45.2,2,0,0,10,16,10,76,21,20,0,0,0,114,8,16,33.3,1181,1033,145,7,2,4,76,138,0,0,0,0,1006,3
David Alaba,Real Madrid,0,DF,0,21,1.35,15,5,0,1,0,0.13,1,1,0,0,0,1,14,10,7,6,1,5,3,55.6,4,11,8,18,32,43,0,18,3,16.7,1.15,0.19,0,0,18.8,7,0,0,1.3,1.3,0.08,-1.3,-1.3,7,15.6,1242,143,568,560,121,19,4,1,25,3,75,881,4365,2371,11,11,0,1,922,22,31,15984,1116,5921,547,565,96.8,374,8,2,57,105,56.2,3,0,0,5,0,0,24,18,10,0,0,1,70,12,10,54.5,1116,1036,76,24,4,8,24,12,15,9,3,0,1000,4
Dani Ceballos,Real Madrid,2,MF,0,32,3.85,27,1,2,0,0,0.24,2,0,0,0,0,1,13,7,5,6,2,6,8,33.3,12,10,2,5,16,6,1,10,2,20,1.03,0.21,0.1,0.5,17.1,1,0,0,0.5,0.5,0.06,0.5,0.5,13,9.7,772,11,112,419,248,19,20,8,40,9,45,555,3014,1371,20,21,3,17,635,29,26,8926,685,2127,378,400,94.5,173,9,1,57,51,74.5,2,0,0,8,22,0,21,5,7,0,0,0,45,2,6,25,685,660,24,12,5,6,21,6,6,1,2,0,613,1
Éder Militão,Real Madrid,0,DF,0,2,0.36,2,0,0,0,0,0.18,1,0,0,0,0,1,8,4,5,3,0,6,1,66.7,3,4,3,4,12,23,0,2,2,100,0.35,0.35,0,0,22.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,3,5.7,387,65,214,156,20,3,1,0,0,0,0,246,1148,609,7,4,0,1,277,2,25,5616,334,1964,112,116,96.6,158,0,0,15,41,68.3,0,0,0,6,5,2,1,4,4,0,0,0,19,13,13,50,334,312,21,10,0,8,1,2,0,0,0,0,301,1
Arda Güler,Real Madrid,2,MF,0,18,4.3,11,1,2,2,0,0.48,1,0,1,0,0,0,6,4,1,3,2,5,0,62.5,3,0,0,3,8,5,6,18,7,38.9,3.65,1.42,0.33,0.86,21.9,1,0,0,1.4,1.4,0.1,4.6,4.6,7,4.9,273,7,39,114,125,19,22,11,50,9,40.9,172,1034,609,16,6,6,5,205,25,18,2640,218,611,115,121,95,50,6,0,17,21,47.6,1,0,0,11,9,2,17,3,4,1,0,0,21,0,0,,218,205,13,4,0,3,17,2,6,5,0,0,183,0
Thibaut Courtois,Real Madrid,0,GK,0,1,0.21,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,4.7,161,142,161,0,0,0,0,0,,0,,104,546,358,0,0,0,0,87,0,31,3004,146,2066,30,30,100,76,0,0,0,39,64.1,0,0,0,0,1,0,0,0,0,0,0,0,7,2,0,100,146,123,23,3,0,1,0,0,0,0,0,0,132,0
Nicolás Paz,Real Madrid,0,MF,0,1,1.41,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,6,50,1,6,0,1,3,1,1,5,1,20,3.38,0.68,0.2,1,27.5,0,0,0,0.1,0.1,0.03,0.9,0.9,3,1.5,72,1,9,36,28,1,10,5,50,5,50,51,363,222,5,7,0,1,50,5,18,511,50,123,25,29,86.2,12,1,0,8,3,33.3,0,0,0,2,1,0,2,1,2,0,0,0,6,2,1,66.7,50,47,2,0,0,0,2,0,2,2,0,0,40,1
Álvaro Carrillo,Real Madrid,,DF,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,0,,0,0,0,,0,0,,,,,0,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,0,0,0,0,1,0,1,2,2,,,0,,,,,,,,,,,1,,,,,,,
Vinicius Tobias,Real Madrid,,DF,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,0,1,1,100,1.14,1.14,0,0,,,0,0,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,0,0,0,1,3,0,2,0,1,,,0,,,,,,,,,,,2,,,,,,,
Mario Martín,Real Madrid,0,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,3,3,1,75,1,2,1,0,5,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2,0.4,25,2,9,13,4,0,0,0,,0,,12,64,18,0,0,0,0,15,1,19,175,15,42,5,5,100,6,0,0,0,0,,0,0,0,2,1,0,0,0,1,0,0,0,2,0,0,,15,14,1,1,0,0,0,0,0,0,0,0,12,0
Gonzalo García,Real Madrid,0,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,100,4.74,4.74,0,0,19.1,0,0,0,0,0,0.03,0,0,0,0.2,11,0,2,4,5,1,1,0,0,1,100,8,56,20,1,1,1,0,7,3,19,35,7,7,4,6,66.7,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,7,7,0,0,0,0,0,0,0,0,0,0,4,0
Álvaro Muñoz,Real Madrid,0,FW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,0,0,7.5,0,0,,,0,0,0,0,0,,0,0,1,0.1,3,1,2,1,0,0,2,2,100,0,0,1,28,0,0,1,0,1,2,0,19,0,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yann Sommer,Inter,0,GK,0,6,0.15,6,0,0,0,0,0.05,2,0,0,0,0,1,2,1,2,0,0,2,1,100,0,1,0,0,2,9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1,43.3,1629,1366,1625,4,0,0,0,0,,0,,1000,4172,2370,0,0,0,0,1032,0,34,30525,1556,19149,367,368,99.7,702,0,0,0,466,58.4,1,0,0,1,1,0,0,0,1,0,1,0,58,4,2,66.7,1556,1265,289,49,0,1,0,0,0,0,0,0,1348,2
Henrikh Mkhitaryan,Inter,6,MF,1,130,3.54,113,1,3,3,4,0.52,17,0,0,0,1,0,72,40,23,40,9,27,26,47.4,30,33,7,39,109,53,2,48,6,12.5,1.23,0.15,0.04,0.33,19.9,0,0,0,3.9,3.9,0.09,-1.9,-1.9,45,38.9,2296,64,375,1255,696,70,50,28,56,18,36,1342,7553,4033,105,85,15,23,1676,141,34,25699,1936,6632,921,1014,90.8,563,51,1,218,164,72,6,0,0,42,42,4,36,39,40,1,0,0,224,19,18,51.4,1936,1907,25,17,8,16,36,8,0,0,0,0,1670,4
Nicolò Barella,Inter,3,MF,1,164,4.45,146,2,4,8,1,0.62,15,0,2,5,0,1,62,49,23,27,12,24,34,32.9,49,37,3,17,77,17,2,50,15,30,1.29,0.39,0.04,0.13,18,0,0,0,5.9,5.9,0.13,-3.9,-3.9,49,38.8,2839,52,500,1503,858,71,64,30,46.9,28,43.8,1771,8437,3991,78,83,10,31,2244,168,26,34654,2511,11033,1118,1226,91.2,765,94,16,324,279,64.5,10,0,0,38,36,6,71,17,49,1,0,0,199,30,18,62.5,2511,2452,47,21,15,30,71,24,2,0,1,0,2115,12
Lautaro Martínez,Inter,7,FW,2,113,3.22,76,0,6,20,4,0.51,8,0,1,4,3,0,27,18,5,16,6,5,35,20.8,19,36,1,24,48,13,27,148,58,39.2,3.86,1.51,0.16,0.41,14.1,0,3,5,22.8,19.6,0.14,3.2,3.4,87,38.3,1374,16,108,622,655,216,81,23,28.4,47,58,847,3888,1832,65,33,33,54,1019,210,25,9993,891,2383,375,447,83.9,220,24,2,98,66,68.2,8,0,0,56,75,13,20,24,18,2,1,0,109,50,39,56.2,891,836,49,4,13,4,20,1,0,0,0,0,685,6
Marcus Thuram,Inter,16,FW,6,103,2.95,65,0,8,12,2,0.52,10,0,2,0,0,0,27,18,10,10,7,5,25,35.7,9,28,3,5,32,22,15,95,34,35.8,2.56,0.92,0.16,0.44,12.2,0,0,0,15.7,15.7,0.18,-1.7,-1.7,96,37.2,1127,29,101,508,540,197,76,45,59.2,21,27.6,632,4323,2209,85,43,45,44,868,218,25,6505,757,1287,360,461,78.1,118,22,4,59,27,66.7,3,0,0,41,59,24,24,5,18,6,0,0,89,81,54,60,757,739,16,0,4,4,24,1,0,0,0,0,547,2
Hakan Çalhanoğlu,Inter,0,MF,0,129,3.82,75,47,0,6,1,0.3,7,3,0,0,0,0,76,41,36,31,9,36,22,58.1,26,37,15,31,106,26,15,69,18,26.1,1.92,0.5,0.04,0.17,29.4,14,12,12,11.3,2.6,0.04,2.7,0.4,37,35.9,3079,102,772,1649,677,28,17,8,47.1,8,47.1,1867,9119,4620,54,73,1,12,2232,45,29,44228,2753,13257,1053,1116,94.4,1018,48,15,217,426,70,9,0,0,54,30,0,186,31,41,0,0,0,204,29,20,59.2,2753,2485,258,123,6,42,186,8,126,56,52,1,2421,10
Matteo Darmian,Inter,2,"DF,FW",1,65,2.1,52,7,1,3,0,0.1,2,0,0,0,0,0,56,29,26,19,11,25,23,40.3,37,36,13,19,71,65,2,16,6,37.5,0.46,0.17,0.13,0.33,16.2,0,0,0,1.3,1.3,0.11,0.7,0.7,19,34.6,1887,133,640,892,361,33,26,9,34.6,15,57.7,963,3647,1787,23,19,4,1,1285,108,33,23975,1650,7881,605,669,90.4,651,17,9,84,179,59.2,3,0,0,32,19,1,35,19,29,1,2,0,85,25,19,56.8,1650,1465,182,21,5,12,35,161,0,0,0,0,1392,3
Francesco Acerbi,Inter,0,DF,0,24,0.78,21,0,0,3,0,0.06,2,0,0,0,0,1,25,16,18,6,1,13,8,68.4,6,21,13,41,62,92,3,16,6,37.5,0.46,0.17,0.19,0.5,12,0,0,0,1.8,1.8,0.11,1.2,1.2,6,34.6,2314,254,1093,1103,127,31,4,3,75,1,25,1382,6625,3577,26,13,0,1,1673,29,35,33966,2085,10527,702,763,92,990,6,3,109,208,73.6,2,0,0,26,33,4,15,41,16,0,0,0,127,82,42,66.1,2085,2007,76,53,0,13,15,9,0,0,0,0,1876,2
Alessandro Bastoni,Inter,3,DF,0,76,2.47,67,1,0,4,1,0.26,8,0,0,0,0,2,51,34,34,14,3,27,19,62.8,16,31,12,30,80,63,1,19,6,31.6,0.59,0.19,0.05,0.17,13.8,0,0,0,1.5,1.5,0.09,-0.5,-0.5,15,32.3,2584,260,977,1183,443,40,25,13,52,10,40,1691,8550,5013,69,73,6,10,1930,86,24,38698,2336,12356,788,840,93.8,938,40,17,165,385,67.3,5,0,0,39,39,0,93,30,34,0,0,0,151,46,32,59,2336,2146,178,75,3,32,93,91,0,0,0,0,2010,12
Federico Dimarco,Inter,1,DF,0,117,4.31,85,22,2,6,1,0.52,10,2,0,2,0,1,42,26,19,14,9,17,20,42.5,23,24,4,13,54,38,6,62,23,37.1,2.1,0.78,0.1,0.26,20.7,4,0,0,3.4,3.2,0.06,2.6,2.8,32,29.5,1786,45,411,662,731,84,22,7,31.8,15,68.2,969,4145,2323,65,44,11,7,1231,231,25,20667,1548,6504,572,631,90.6,457,65,35,112,240,54.2,0,0,0,15,29,6,251,13,26,0,0,0,123,7,12,36.8,1548,1304,237,32,1,8,251,141,64,23,30,0,1190,7
Benjamin Pavard,Inter,2,DF,0,36,1.53,33,0,0,1,0,0.08,2,0,0,0,0,2,41,27,25,14,2,23,13,79.3,6,31,18,42,82,69,0,20,6,30,0.76,0.23,0,0,18.5,0,0,0,0.7,0.7,0.04,-0.7,-0.7,7,26.3,1896,195,818,861,224,34,9,3,33.3,2,22.2,1147,5531,2789,30,29,2,2,1402,59,27,26406,1679,8455,640,675,94.8,706,14,3,109,197,66.5,7,0,0,28,19,2,31,42,27,0,0,0,87,48,31,60.8,1679,1599,77,40,0,3,31,37,0,0,0,0,1501,3
Carlos Augusto,Inter,1,"DF,FW",0,42,1.72,32,6,1,1,1,0.25,4,1,1,0,0,0,39,28,26,13,0,20,16,62.5,12,26,10,17,55,67,1,32,9,28.1,1.23,0.34,0.03,0.11,16.7,0,0,0,1.4,1.4,0.05,-1.4,-1.4,30,26.1,1619,110,561,686,385,61,27,13,48.1,11,40.7,896,4753,2348,55,39,12,15,1076,108,24,18096,1373,5927,579,645,89.8,438,17,10,69,129,62,2,0,0,26,7,3,64,17,28,0,0,0,100,70,35,66.7,1373,1213,150,16,0,4,64,127,1,1,0,0,1124,10
Stefan de Vrij,Inter,0,DF,0,13,0.57,11,0,0,1,1,0.04,1,0,0,0,0,0,27,18,19,7,1,12,15,52.2,11,28,13,30,56,85,1,10,3,30,0.42,0.12,0.1,0.33,12.3,0,0,0,0.6,0.6,0.06,0.4,0.4,8,24.1,1640,175,828,782,35,18,4,3,75,1,25,889,4097,2181,12,6,0,0,1120,4,31,23534,1432,7525,486,513,94.7,754,5,0,57,92,72.8,1,0,0,12,6,0,0,30,18,0,0,0,118,56,34,62.2,1432,1404,27,21,1,0,0,1,0,0,0,0,1327,1
Denzel Dumfries,Inter,3,DF,2,54,2.48,42,4,3,2,0,0.41,6,0,1,0,0,1,25,15,10,13,2,10,12,41.7,14,19,7,12,37,36,4,31,8,25.8,1.42,0.37,0.13,0.5,11.9,0,0,0,3.2,3.2,0.1,0.8,0.8,39,21.8,1140,37,263,454,431,86,42,18,42.9,17,40.5,577,3039,1325,60,23,14,12,725,169,27,11286,926,3175,326,398,81.9,308,33,15,55,80,53.8,3,1,0,32,18,5,57,12,15,0,0,0,69,40,23,63.5,926,753,168,5,0,2,57,163,0,0,0,0,701,5
Davide Frattesi,Inter,5,MF,2,41,2.68,31,0,0,5,0,0.59,5,0,0,2,0,0,20,15,8,12,0,8,9,42.1,11,13,4,8,28,27,8,46,17,37,2.62,0.97,0.17,0.47,11.6,0,0,0,8,8,0.19,-1,-1,24,17.6,612,41,145,265,209,74,29,8,27.6,19,65.5,363,2391,1118,38,25,13,20,431,61,23,5042,432,1512,182,221,82.4,120,18,3,56,25,72,3,0,0,21,32,2,17,8,15,2,0,0,61,18,22,45,432,420,11,9,3,2,17,2,0,0,0,0,336,1
Yann Aurel Bisseck,Inter,4,DF,0,19,1.64,10,0,2,3,0,0.09,0,0,0,1,0,0,15,6,11,3,1,6,4,60,4,13,9,7,21,31,2,14,5,35.7,1.08,0.39,0.14,0.4,13.4,0,0,0,0.9,0.9,0.07,1.1,1.1,11,13,915,105,434,382,102,21,16,6,37.5,7,43.8,630,3612,1928,29,29,1,4,720,25,22,12659,800,3652,308,326,94.5,360,7,4,42,68,83.8,3,0,0,11,14,2,8,7,6,0,0,0,43,21,18,53.8,800,769,31,23,1,4,8,8,0,0,0,0,737,0
Alexis Sánchez,Inter,4,FW,0,48,4,35,5,1,2,1,0.67,6,2,0,0,0,0,12,10,1,9,2,4,3,44.4,5,4,1,4,15,3,4,19,7,36.8,1.52,0.56,0.11,0.29,17.1,3,2,2,4.5,2.9,0.15,-0.5,-0.9,33,12.5,591,1,42,253,301,48,27,14,51.9,9,33.3,368,1766,689,17,21,5,25,444,78,34,5979,472,1691,173,208,83.2,106,28,4,67,76,65.8,0,0,0,16,30,11,47,4,10,0,0,0,35,12,23,34.3,472,426,43,7,5,7,47,0,28,12,11,0,348,3
Marko Arnautović,Inter,1,FW,0,25,2.27,23,0,0,1,0,0.27,3,0,0,0,0,0,10,4,3,5,2,4,8,57.1,3,9,1,6,16,7,7,30,13,43.3,2.47,1.07,0.23,0.54,10.8,0,0,0,7.9,7.9,0.33,-0.9,-0.9,26,12.1,413,10,30,193,192,49,10,3,30,6,60,235,989,326,15,9,4,12,320,95,34,3039,306,556,137,172,79.7,65,11,1,21,11,72.7,0,0,0,13,21,11,11,6,4,0,0,0,21,8,12,40,306,296,8,0,3,1,11,0,0,0,0,0,226,2
Kristjan Asllani,Inter,0,MF,0,24,2.18,15,5,3,1,0,0.45,4,1,0,0,0,0,9,3,4,5,0,2,8,15.4,11,12,4,14,21,11,1,22,7,31.8,1.83,0.58,0.05,0.14,28.2,1,0,0,0.7,0.6,0.03,0.3,0.4,10,12,990,25,239,597,158,3,9,6,66.7,3,33.3,660,2998,1256,5,11,0,5,773,12,21,14881,900,3692,343,356,96.3,362,5,1,46,141,66.7,3,0,0,8,22,0,50,14,3,0,0,0,70,4,8,33.3,900,830,66,30,2,9,50,1,35,13,12,0,803,4
Emil Audero,Inter,0,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,6.1,237,205,237,0,0,0,0,0,,0,,172,744,429,0,0,0,0,160,0,26,4288,234,2712,50,51,98,117,0,0,0,59,55.9,0,0,0,0,2,0,0,0,0,0,0,0,5,1,0,100,234,204,28,3,0,0,0,0,0,0,0,0,201,2
Juan Cuadrado,Inter,0,"DF,FW",0,15,3.55,13,1,0,1,0,0.71,3,0,0,0,0,0,4,3,2,2,0,3,6,60,2,7,1,2,6,3,0,6,0,0,1.42,0,0,,20.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,7,4.2,283,5,51,132,102,14,11,3,27.3,4,36.4,182,1055,622,19,13,7,3,216,44,35,3586,241,890,94,100,94,79,5,2,15,35,60,2,0,0,6,12,1,22,2,3,0,0,0,13,0,0,,241,211,30,4,1,8,22,26,0,0,0,0,202,0
Davy Klaassen,Inter,0,"MF,FW",0,7,2.25,7,0,0,0,0,0.96,3,0,0,0,0,0,5,3,0,4,1,1,4,20,4,5,1,3,8,4,0,2,1,50,0.5,0.25,0,0,20.2,0,0,0,0.1,0.1,0.09,-0.1,-0.1,5,4,157,5,33,83,42,5,1,1,100,0,0,68,271,58,2,0,1,2,93,6,30,1661,130,341,58,65,89.2,37,1,0,10,10,80,1,0,0,3,1,1,0,3,3,0,0,0,13,4,2,66.7,130,128,2,1,0,1,0,1,0,0,0,0,111,0
Tajon Buchanan,Inter,0,"DF,FW",0,6,3.35,4,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,50,1,1,0,0,1,4,1,4,1,25,2.24,0.56,0.25,1,18.9,0,0,0,0.2,0.2,0.05,0.8,0.8,6,1.8,100,5,14,23,65,9,11,4,36.4,4,36.4,74,545,336,12,4,3,1,76,22,24,787,72,103,36,39,92.3,16,1,1,4,6,50,0,0,0,1,6,1,11,0,1,0,0,0,6,0,3,0,72,70,2,0,0,0,11,2,0,0,0,0,58,0
Stefano Sensi,Inter,0,MF,0,4,7.66,2,1,0,1,0,1.91,1,0,0,0,0,0,1,1,0,1,0,1,1,33.3,2,1,0,2,2,0,0,3,0,0,3.21,0,0,,28.5,1,0,0,0.1,0.1,0.04,-0.1,-0.1,1,0.9,58,1,8,39,11,0,1,1,100,0,0,33,203,101,3,2,0,1,45,4,27,962,52,198,17,17,100,20,0,0,3,9,100,0,0,0,0,2,0,1,2,1,0,0,0,3,0,0,,52,49,3,1,1,1,1,0,2,0,1,0,47,0
Raffaele Di Gennaro,Inter,0,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0.3,19,16,18,1,0,0,0,0,,0,,18,72,57,0,0,0,0,13,0,29,324,17,175,5,5,100,8,0,0,0,3,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,17,15,1,0,0,0,0,0,0,0,0,0,15,1
Ebenezer Akinsanmiro,Inter,0,MF,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1,0.2,9,0,3,6,1,0,0,0,,0,,9,83,11,0,1,0,1,10,0,18,83,8,45,6,6,100,1,1,0,2,0,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,8,7,1,1,0,0,0,0,0,0,0,0,7,0
Lucien Agoume,Inter,0,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0.1,6,0,1,4,1,0,1,0,0,1,100,2,7,5,0,1,0,0,4,0,21,75,5,7,3,3,100,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,5,5,0,0,0,0,0,0,0,0,0,0,5,0
Rodri,Manchester City,8,MF,2,204,5.11,172,2,10,6,6,0.73,21,0,3,2,1,5,84,63,31,40,13,38,26,52.1,35,34,8,34,116,47,9,84,27,32.1,1.81,0.58,0.11,0.33,20.3,0,0,0,4.9,4.9,0.07,4.1,4.1,27,46.3,4977,129,794,2929,1286,105,78,52,66.7,18,23.1,3136,15174,8644,115,122,19,37,4105,76,27,72768,4588,19753,2027,2154,94.1,1679,76,1,495,500,84.8,10,1,0,60,49,6,23,34,63,2,0,0,287,59,27,68.6,4588,4492,89,79,17,46,23,6,3,0,0,0,4216,7
Phil Foden,Manchester City,8,"FW,MF",3,182,4.67,142,9,13,9,1,0.8,24,1,3,0,0,1,32,26,11,10,11,13,35,39.4,20,35,0,18,47,21,26,154,66,42.9,3.37,1.44,0.17,0.39,18.5,6,0,0,13.6,13.6,0.1,10.4,10.4,82,45.7,2682,23,194,976,1540,237,118,58,49.2,51,43.2,1769,8395,4177,116,92,63,59,2203,358,23,25726,2222,4849,1251,1329,94.1,502,80,8,221,161,50.3,3,0,0,20,77,8,134,18,26,0,1,0,153,11,21,34.4,2222,2127,91,21,21,7,134,4,55,28,17,0,1909,4
Kyle Walker,Manchester City,2,DF,0,73,2.03,66,1,1,3,0,0.31,9,0,1,1,0,1,45,29,21,21,3,25,14,54.3,21,20,6,34,76,44,0,24,6,25,0.55,0.14,0,0,28.6,2,0,0,0.6,0.6,0.03,-0.6,-0.6,27,43.3,3150,85,623,1689,860,45,36,22,61.1,11,30.6,1799,8750,4687,82,77,8,14,2336,190,33,44094,2920,10308,1201,1276,94.1,1142,35,14,191,298,69.8,2,0,0,32,24,8,82,34,29,0,0,0,181,31,17,64.6,2920,2628,291,41,6,23,82,250,0,0,0,0,2593,1
Manuel Akanji,Manchester City,3,"DF,MF",0,66,1.87,54,1,0,4,4,0.11,4,0,0,0,0,3,54,38,21,22,11,26,18,56.5,20,32,14,32,79,81,4,24,7,29.2,0.57,0.17,0.17,0.57,16.2,0,0,0,2.8,2.8,0.14,1.2,1.2,16,42,3232,195,967,1785,497,38,6,3,50,3,50,2062,10513,6179,61,64,3,15,2541,49,28,45530,2986,12409,1415,1470,96.3,1176,21,2,195,202,78.2,7,1,1,26,33,0,15,32,38,0,0,0,171,32,31,50.8,2986,2880,103,53,5,18,15,37,0,0,0,0,2798,3
