Player Name,Club Name,Country,Position,Age,90s,YellowCards,RedCards,2ndYellowCard,FoulsCommited,FoulsDrawn,Offsides,Crosses,Interceptions,TacklesWon,PenaltyKicksWon,PenaltyKicksConceeded,OwnGoals,BallsRecovered,AerialDuelWon,AerialDuelLost,AerialDuelWinningPercentage,Recov
Dominik Szoboszlai,Liverpool,HUN,MF,22,30.0,1,0,0,36,34,3,141,23,23,2,0,0,193,14,23,37.8,Matches
Trent Alexander-Arnold,Liverpool,ENG,DF,24,29.0,7,0,0,11,12,2,202,37,31,0,0,0,205,11,6,64.7,Matches
Ibrahima Konaté,Liverpool,FRA,DF,24,28.7,7,1,1,41,29,0,2,41,33,0,0,0,138,99,42,70.2,Matches
Jarell Quansah,Liverpool,ENG,DF,20,27.7,2,0,0,22,7,2,0,35,37,0,1,0,95,60,31,65.9,Matches
Caoimhín Kelleher,Liverpool,IRL,GK,24,26.7,2,0,0,0,1,0,0,0,0,0,0,0,26,6,0,100.0,Matches
Andrew Robertson,Liverpool,SCO,DF,29,24.4,2,0,0,12,5,3,218,17,29,0,0,0,119,14,12,53.8,Matches
Curtis Jones,Liverpool,ENG,MF,22,22.6,3,1,0,22,24,5,12,14,21,0,0,0,104,12,17,41.4,Matches
Ryan Gravenberch,Liverpool,NED,MF,21,20.4,1,0,0,35,29,1,8,24,24,0,0,0,99,10,17,37.0,Matches
Diogo Jota,Liverpool,POR,FW,26,19.0,3,1,1,34,33,3,13,11,17,2,0,0,54,22,47,31.9,Matches
Conor Bradley,Liverpool,NIR,DF,20,16.7,4,0,0,18,21,2,43,14,42,0,0,2,62,14,7,66.7,Matches
Kostas Tsimikas,Liverpool,GRE,DF,27,16.3,0,0,0,24,12,2,150,21,27,0,0,0,72,5,16,23.8,Matches
Joël Matip,Liverpool,CMR,DF,31,11.8,2,0,0,8,6,1,0,14,6,0,0,1,67,34,14,70.8,Matches
Bobby Clark,Liverpool,ENG,MF,18,4.0,1,0,0,11,5,0,2,3,8,0,0,0,9,0,0,,Matches
Ben Doak,Liverpool,SCO,FW,17,2.7,0,0,0,8,4,1,1,1,0,0,0,0,5,0,1,0.0,Matches
James McConnell,Liverpool,ENG,MF,18,2.7,1,0,0,7,1,0,3,3,3,0,0,0,3,0,0,,Matches
Luke Chambers,Liverpool,ENG,DF,19,1.5,0,0,0,3,2,0,2,2,1,0,0,0,4,0,1,0.0,Matches
Stefan Bajcetic,Liverpool,ESP,MF,18,1.1,1,0,0,3,3,0,2,1,2,0,0,0,11,0,2,0.0,Matches
Jayden Danns,Liverpool,ENG,FW,17,0.9,1,0,0,2,0,0,0,0,0,0,0,0,1,1,2,33.3,Matches
Kaide Gordon,Liverpool,ENG,FW,18,0.8,0,0,0,1,5,0,0,0,0,0,0,0,3,1,0,100.0,Matches
Lewis Koumas,Liverpool,WAL,MF,17,0.7,0,0,0,0,0,0,0,0,1,,,0,,,,,Matches
Calum Scanlon,Liverpool,ENG,MF,18,0.6,1,0,0,1,0,0,0,1,1,0,0,0,5,0,0,,Matches
Mateusz Musialowski,Liverpool,POL,MF,19,0.2,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,,Matches
Trey Nyoni,Liverpool,ENG,MF,16,0.1,0,0,0,0,0,0,0,0,1,,,0,,,,,Matches
Owen Beck,Liverpool,WAL,DF,20,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,Matches
Thiago Alcántara,Liverpool,ESP,MF,32,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Waldemar Anton,Stuttgart,GER,DF,27,36.1,8,0,0,30,30,0,16,49,28,1,1,1,203,79,42,65.3,Matches
Alexander Nübel,Stuttgart,GER,GK,26,34.0,1,0,0,0,4,0,0,0,2,0,0,1,65,8,1,88.9,Matches
Atakan Karazor,Stuttgart,GER,MF,26,33.1,10,0,0,33,65,0,5,29,51,0,0,0,174,44,38,53.7,Matches
Angelo Stiller,Stuttgart,GER,MF,22,32.9,5,0,0,40,38,1,83,32,37,0,0,0,196,30,30,50.0,Matches
Chris Führich,Stuttgart,GER,"FW,MF",25,32.2,2,0,0,7,14,3,113,7,21,0,0,0,119,4,14,22.2,Matches
Hiroki Ito,Stuttgart,JPN,DF,24,27.8,2,0,0,18,10,2,30,33,21,0,0,0,125,30,38,44.1,Matches
Enzo Millot,Stuttgart,FRA,"MF,FW",21,27.5,5,0,0,41,38,4,42,20,27,1,0,0,135,7,30,18.9,Matches
Serhou Guirassy,Stuttgart,GUI,FW,27,26.4,0,0,0,18,59,22,1,6,3,2,0,0,39,65,55,54.2,Matches
Deniz Undav,Stuttgart,GER,"FW,MF",27,25.9,5,0,0,30,28,6,8,7,14,2,0,0,71,17,33,34.0,Matches
Maximilian Mittelstädt,Stuttgart,GER,DF,26,25.3,6,0,0,30,33,1,110,46,54,0,0,0,140,30,20,60.0,Matches
Dan-Axel Zagadou,Stuttgart,FRA,DF,24,19.1,1,0,0,18,3,1,0,27,14,0,0,1,109,60,13,82.2,Matches
Jamie Leweling,Stuttgart,GER,"FW,MF",22,18.3,3,0,0,23,24,10,52,5,10,0,1,0,74,4,13,23.5,Matches
Josha Vagnoman,Stuttgart,GER,DF,22,15.0,2,0,0,12,9,2,24,5,20,0,0,0,58,8,15,34.8,Matches
Pascal Stenzel,Stuttgart,GER,DF,27,13.5,3,1,1,18,11,1,29,17,11,0,0,0,49,9,17,34.6,Matches
Anthony Rouault,Stuttgart,FRA,DF,22,12.4,3,0,0,12,4,1,4,13,16,0,1,0,58,19,27,41.3,Matches
Silas Katompa,Stuttgart,COD,"FW,MF",24,11.2,0,0,0,14,17,5,29,1,3,1,0,0,37,5,11,31.3,Matches
Jeong Woo-yeong,Stuttgart,KOR,"MF,FW",23,8.1,1,0,0,6,10,2,10,7,10,0,0,0,28,3,11,21.4,Matches
Leonidas Stergiou,Stuttgart,SUI,DF,21,7.1,1,0,0,6,1,0,14,5,9,0,0,0,27,4,9,30.8,Matches
Fabian Bredlow,Stuttgart,GER,GK,28,4.0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,,Matches
Mahmoud Dahoud,Stuttgart,GER,MF,27,2.7,0,0,0,1,2,0,7,0,1,0,0,0,23,2,5,28.6,Matches
Lilian Egloff,Stuttgart,GER,"MF,DF",20,1.3,1,0,0,2,2,0,1,1,1,0,0,0,8,0,0,,Matches
Wataru Endo,Stuttgart,JPN,MF,30,1.0,0,0,0,2,0,0,0,3,1,,,0,,,,,Matches
Roberto Massimo,Stuttgart,GER,"FW,DF",22,1.0,1,0,0,2,1,0,0,0,1,0,0,0,8,1,3,25.0,Matches
Borna Sosa,Stuttgart,CRO,"FW,DF",25,0.5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,,Matches
Jovan Milošević,Stuttgart,SRB,"FW,MF",18,0.5,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,0.0,Matches
Luca Raimund,Stuttgart,GER,"FW,MF",18,0.3,1,0,0,2,0,0,1,0,1,0,0,0,1,1,1,50.0,Matches
Genki Haraguchi,Stuttgart,JPN,MF,32,0.3,0,0,0,2,0,0,0,1,1,0,0,0,2,0,0,,Matches
Samuele Di Benedetto,Stuttgart,GER,MF,18,0.1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,,Matches
Paulo Gazzaniga,Girona,ARG,GK,31,38.0,2,0,0,0,8,0,0,0,2,0,0,0,46,8,0,100.0,Matches
Miguel Gutiérrez,Girona,ESP,DF,22,37.4,4,0,0,28,33,6,107,23,24,0,2,0,203,22,18,55.0,Matches
Aleix García,Girona,ESP,MF,26,36.9,4,1,0,31,39,1,198,36,31,0,0,0,208,17,23,42.5,Matches
Sávio,Girona,BRA,"FW,MF",19,35.9,6,0,0,31,73,16,142,18,31,2,0,0,171,4,13,23.5,Matches
Daley Blind,Girona,NED,DF,33,35.7,7,0,0,19,12,0,25,22,23,0,1,0,147,39,32,54.9,Matches
Iván Martín,Girona,ESP,MF,24,32.4,5,0,0,27,36,4,12,22,28,0,1,0,146,8,24,25.0,Matches
Eric García,Girona,ESP,DF,22,29.7,4,0,0,24,26,3,10,30,37,1,0,0,128,49,37,57.0,Matches
Artem Dovbyk,Girona,UKR,FW,26,29.6,2,0,0,27,13,34,1,0,3,0,0,0,24,39,40,49.4,Matches
Yan Couto,Girona,BRA,"DF,FW",21,27.6,9,0,0,39,47,7,136,12,36,2,1,0,153,4,13,23.5,Matches
Viktor Tsyhankov,Girona,UKR,"MF,FW",25,25.0,0,0,0,17,45,5,82,12,26,0,1,0,88,13,14,48.1,Matches
Yangel Herrera,Girona,VEN,MF,25,24.6,9,0,0,67,65,2,30,24,41,1,0,0,125,61,44,58.1,Matches
David López,Girona,ESP,DF,33,21.8,4,0,0,17,15,1,0,20,20,0,1,0,121,32,38,45.7,Matches
Arnau Martinez,Girona,ESP,DF,20,17.4,5,0,0,17,31,1,11,11,19,0,0,0,65,10,13,43.5,Matches
Portu,Girona,ESP,"MF,FW",31,17.2,3,0,0,20,21,10,25,5,17,1,0,0,37,7,19,26.9,Matches
Cristhian Stuani,Girona,URU,FW,36,13.8,8,0,0,34,10,10,1,5,13,0,0,0,13,25,23,52.1,Matches
Juanpe,Girona,ESP,DF,32,11.8,4,0,0,7,1,1,2,8,10,0,0,0,27,21,13,61.8,Matches
Valery Fernández,Girona,ESP,"MF,FW",23,9.3,1,0,0,7,18,4,19,3,12,0,0,0,30,2,3,40.0,Matches
Pablo Torre,Girona,ESP,"MF,FW",20,9.1,1,0,0,9,25,0,19,4,2,0,0,0,42,0,7,0.0,Matches
Jhon Solis,Girona,COL,MF,18,7.8,0,0,0,17,7,0,0,12,15,0,0,0,22,6,12,33.3,Matches
Juan Carlos,Girona,ESP,GK,35,3.0,1,0,0,0,0,0,0,0,0,,,0,,,,,Matches
Antal Yaakobishvili,Girona,HUN,DF,19,2.2,0,0,0,2,4,0,0,6,2,0,0,0,3,2,1,66.7,Matches
Bernardo Espinosa,Girona,COL,DF,34,2.0,0,0,0,2,2,0,0,1,4,0,0,0,1,1,1,50.0,Matches
Toni Fuidias,Girona,ESP,GK,22,2.0,0,0,0,0,0,0,0,0,0,,,0,,,,,Matches
Ibrahima Kebe,Girona,MLI,MF,22,1.4,1,0,0,4,5,1,0,6,7,0,0,0,5,3,2,60.0,Matches
Iker Almena,Girona,ESP,FW,19,0.6,0,0,0,1,0,0,3,0,2,,,0,,,,,Matches
Jastin García,Girona,ESP,FW,19,0.4,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,,Matches
Toni Villa,Girona,ESP,FW,28,0.1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,Matches
Silvi Clúa,Girona,ESP,MF,18,0.1,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,,Matches
Harry Kane,Bayern Munich,ENG,FW,30,43.6,3,0,0,24,64,17,35,7,16,0,0,0,85,53,53,50.0,Matches
Joshua Kimmich,Bayern Munich,GER,"MF,DF",28,38.7,3,1,0,24,37,3,291,26,52,0,1,0,198,10,21,32.3,Matches
Leroy Sané,Bayern Munich,GER,FW,27,35.7,5,0,0,37,30,14,115,10,19,1,0,0,146,3,5,37.5,Matches
Leon Goretzka,Bayern Munich,GER,"MF,DF",28,34.5,5,0,0,37,20,3,10,54,34,0,0,0,221,44,38,53.7,Matches
Alphonso Davies,Bayern Munich,CAN,DF,22,33.5,3,0,0,25,36,5,40,33,34,0,1,0,228,17,14,54.8,Matches
Manuel Neuer,Bayern Munich,GER,GK,37,32.8,1,0,0,1,4,0,0,0,1,0,1,0,38,9,3,75.0,Matches
Jamal Musiala,Bayern Munich,GER,"MF,FW",20,31.6,3,0,0,38,63,3,16,28,39,1,0,0,136,8,17,32.0,Matches
Kim Min-jae,Bayern Munich,KOR,DF,26,30.7,4,0,0,25,3,1,2,63,29,0,1,0,190,87,46,65.4,Matches
Konrad Laimer,Bayern Munich,AUT,"MF,DF",26,30.2,5,0,0,54,22,2,41,28,58,0,0,0,156,16,24,40.0,Matches
Dayot Upamecano,Bayern Munich,FRA,DF,24,26.1,4,2,1,31,11,3,3,27,33,0,2,0,190,52,31,62.7,Matches
Thomas Müller,Bayern Munich,GER,MF,33,24.1,0,0,0,15,25,18,68,4,20,1,1,0,64,30,31,49.2,Matches
Noussair Mazraoui,Bayern Munich,MAR,DF,25,22.0,4,0,0,19,14,1,29,28,34,0,0,0,94,30,27,52.6,Matches
Matthijs de Ligt,Bayern Munich,NED,DF,23,21.4,5,0,0,17,13,0,3,24,18,0,0,0,90,51,32,61.4,Matches
Kingsley Coman,Bayern Munich,FRA,FW,27,19.2,1,0,0,10,34,5,96,2,9,0,0,0,71,12,6,66.7,Matches
Eric Dier,Bayern Munich,ENG,DF,29,18.0,1,0,0,13,9,1,7,16,13,0,0,0,89,39,20,66.1,Matches
Raphaël Guerreiro,Bayern Munich,POR,"DF,FW",29,17.9,2,0,0,5,10,0,52,21,18,0,0,0,74,3,5,37.5,Matches
Mathys Tel,Bayern Munich,FRA,"FW,MF",18,16.0,2,0,0,22,20,3,23,11,7,0,0,0,53,14,14,50.0,Matches
Aleksandar Pavlovic,Bayern Munich,GER,MF,19,15.9,6,0,0,23,18,0,19,20,16,0,0,0,87,14,15,48.3,Matches
Sven Ulreich,Bayern Munich,GER,GK,34,15.0,2,0,0,0,0,0,0,0,1,0,0,0,20,2,0,100.0,Matches
Eric Maxim Choupo-Moting,Bayern Munich,CMR,"FW,MF",34,10.4,2,0,0,13,11,2,12,7,14,0,0,0,44,17,11,60.7,Matches
Serge Gnabry,Bayern Munich,GER,FW,28,8.5,0,0,0,6,5,2,17,3,8,1,0,0,36,4,3,57.1,Matches
Bouna Sarr,Bayern Munich,SEN,DF,31,2.3,0,0,0,0,2,0,4,1,1,0,0,0,5,1,1,50.0,Matches
Frans Krätzig,Bayern Munich,GER,DF,20,2.2,0,0,0,3,1,1,1,2,2,0,0,0,6,0,0,,Matches
Bryan Zaragoza,Bayern Munich,ESP,MF,22,2.0,1,0,0,2,1,1,10,2,4,0,0,0,4,1,0,100.0,Matches
Lovro Zvonarek,Bayern Munich,CRO,"FW,MF",18,1.8,0,0,0,3,0,1,1,0,0,0,0,0,6,2,5,28.6,Matches
Sacha Boey,Bayern Munich,FRA,DF,22,1.2,1,0,0,6,3,0,0,1,0,0,0,0,6,1,2,33.3,Matches
Daniel Peretz,Bayern Munich,ISR,GK,23,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Benjamin Pavard,Bayern Munich,FRA,DF,27,0.5,1,0,0,1,0,0,3,0,1,,,,,,,,Matches
Taichi Fukui,Bayern Munich,JPN,MF,19,0.3,0,0,0,0,0,0,2,1,1,,,0,,,,,Matches
Matteo Perez Vinlöf,Bayern Munich,SWE,FW,17,0.2,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,,Matches
Ryan Gravenberch,Bayern Munich,NED,FW,21,0.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
Jonathan Asp Jensen,Bayern Munich,DEN,FW,17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Jan Oblak,Atlético Madrid,SVN,GK,30,55.0,1,0,0,0,3,0,0,0,0,0,0,1,34,10,0,100.0,Matches
Axel Witsel,Atlético Madrid,BEL,"DF,MF",34,46.4,6,0,0,36,35,1,5,35,33,0,0,0,194,65,35,65.0,Matches
Antoine Griezmann,Atlético Madrid,FRA,"FW,MF",32,43.4,7,0,0,27,36,17,192,19,29,0,0,0,137,23,36,39.0,Matches
Mario Hermoso,Atlético Madrid,ESP,DF,28,42.2,15,0,0,47,28,1,61,39,38,1,0,1,211,53,38,58.2,Matches
Koke,Atlético Madrid,ESP,MF,31,42.0,9,0,0,34,32,0,20,24,67,0,0,0,245,16,26,38.1,Matches
Marcos Llorente,Atlético Madrid,ESP,"MF,DF",28,39.9,6,0,0,38,38,21,103,22,36,0,0,0,147,18,37,32.7,Matches
Rodrigo De Paul,Atlético Madrid,ARG,MF,29,35.5,11,1,1,43,88,2,76,17,32,0,0,0,190,5,4,55.6,Matches
Nahuel Molina,Atlético Madrid,ARG,DF,25,33.5,5,1,0,29,21,10,144,21,45,1,0,0,168,9,16,36.0,Matches
Samuel Lino,Atlético Madrid,BRA,DF,23,33.1,4,0,0,37,76,11,63,20,49,1,0,0,174,10,23,30.3,Matches
Álvaro Morata,Atlético Madrid,ESP,FW,30,32.9,7,1,1,64,50,46,16,2,14,2,0,0,74,56,47,54.4,Matches
Stefan Savić,Atlético Madrid,MNE,DF,32,26.1,9,1,1,32,9,1,4,42,25,0,0,0,92,53,39,57.6,Matches
José María Giménez,Atlético Madrid,URU,DF,28,24.7,8,0,0,27,6,0,1,21,15,0,0,0,67,43,35,55.1,Matches
Saúl Ñíguez,Atlético Madrid,ESP,MF,28,23.1,11,1,1,53,20,5,26,23,50,0,0,0,100,56,40,58.3,Matches
Ángel Correa,Atlético Madrid,ARG,"FW,MF",28,22.5,4,0,0,30,39,20,47,2,18,0,0,0,76,7,18,28.0,Matches
Rodrigo Riquelme,Atlético Madrid,ESP,DF,23,22.3,1,0,0,13,40,10,86,12,27,0,1,0,120,5,19,20.8,Matches
Pablo Barrios,Atlético Madrid,ESP,MF,20,22.0,5,0,0,27,28,0,21,37,30,0,0,0,112,17,23,42.5,Matches
César Azpilicueta,Atlético Madrid,ESP,DF,33,20.3,7,0,0,35,13,1,13,23,21,0,0,0,89,24,28,46.2,Matches
Memphis,Atlético Madrid,NED,FW,29,13.5,2,0,0,16,24,13,15,2,4,0,0,0,33,6,14,30.0,Matches
Reinildo Mandava,Atlético Madrid,MOZ,DF,29,9.3,3,0,0,15,8,0,7,19,23,0,0,0,56,12,10,54.5,Matches
Gabriel Paulista,Atlético Madrid,BRA,DF,32,4.5,1,0,0,4,0,0,0,4,5,0,0,0,19,13,6,68.4,Matches
Javi Galán,Atlético Madrid,ESP,DF,28,3.0,2,0,0,6,8,0,12,6,9,0,0,0,12,4,3,57.1,Matches
Yannick Carrasco,Atlético Madrid,BEL,DF,29,2.5,0,0,0,2,2,1,8,1,4,0,0,0,15,0,1,0.0,Matches
Çağlar Söyüncü,Atlético Madrid,TUR,DF,27,2.4,1,1,0,5,1,1,0,2,1,0,1,0,12,2,2,50.0,Matches
Thomas Lemar,Atlético Madrid,FRA,MF,27,1.8,0,0,0,3,2,0,6,0,1,0,0,0,5,0,2,0.0,Matches
Arthur Vermeeren,Atlético Madrid,BEL,MF,18,1.8,2,0,0,7,1,0,0,6,0,0,0,0,14,1,6,14.3,Matches
Salim El Jebari,Atlético Madrid,MAR,MF,19,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0.0,Matches
Abdellah Raihani,Atlético Madrid,MAR,FW,19,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Matches
Ilias Kostis,Atlético Madrid,GRE,FW,20,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Theo Hernández,Milan,FRA,DF,25,45.0,13,1,0,48,70,2,110,35,28,1,1,0,228,38,21,64.4,Matches
Tijjani Reijnders,Milan,NED,MF,25,42.9,9,0,0,30,26,1,53,29,32,0,0,0,170,9,23,28.1,Matches
Mike Maignan,Milan,FRA,GK,28,41.1,3,1,0,1,9,0,0,1,0,0,0,0,50,10,1,90.9,Matches
Christian Pulisic,Milan,USA,FW,24,39.9,3,0,0,27,61,7,147,10,35,1,0,0,132,19,36,34.5,Matches
Rafael Leão,Milan,POR,FW,24,39.2,8,0,0,32,70,18,140,13,14,2,1,0,103,35,26,57.4,Matches
Olivier Giroud,Milan,FRA,FW,36,37.0,2,1,0,44,36,17,3,7,14,0,1,0,40,80,70,53.3,Matches
Davide Calabria,Milan,ITA,DF,26,32.9,8,2,1,36,29,1,53,33,60,0,2,0,130,17,32,34.7,Matches
Ruben Loftus-Cheek,Milan,ENG,MF,27,31.6,6,0,0,53,59,1,22,12,23,1,0,0,120,56,34,62.2,Matches
Fikayo Tomori,Milan,ENG,DF,25,31.6,12,1,1,35,12,1,4,37,34,0,1,0,144,40,35,53.3,Matches
Yunus Musah,Milan,USA,MF,20,24.9,9,0,0,37,29,3,38,13,20,0,0,0,104,18,25,41.9,Matches
Malick Thiaw,Milan,GER,DF,21,24.0,6,1,0,42,9,0,0,18,21,0,1,1,90,46,36,56.1,Matches
Alessandro Florenzi,Milan,ITA,DF,32,23.8,8,0,0,15,12,2,151,24,28,0,0,0,121,10,18,35.7,Matches
Yacine Adli,Milan,FRA,MF,23,20.7,5,0,0,32,14,1,76,25,26,0,1,0,111,18,16,52.9,Matches
Matteo Gabbia,Milan,ITA,DF,23,20.1,7,0,0,39,8,0,1,10,26,0,0,0,86,51,26,66.2,Matches
Simon Kjær,Milan,DEN,DF,34,16.3,1,0,0,13,3,0,2,17,16,1,1,0,64,31,21,59.6,Matches
Samuel Chukwueze,Milan,NGA,FW,24,15.4,1,0,0,10,17,10,35,7,11,0,0,0,70,10,19,34.5,Matches
Ismaël Bennacer,Milan,ALG,MF,25,14.8,2,0,0,22,31,1,33,13,23,0,0,0,88,13,20,39.4,Matches
Luka Jović,Milan,SRB,"FW,MF",25,13.9,4,1,0,13,17,2,3,1,5,0,1,0,29,25,22,53.2,Matches
Noah Okafor,Milan,SUI,FW,23,11.4,1,0,0,14,11,2,24,0,4,0,0,0,30,8,13,38.1,Matches
Rade Krunić,Milan,BIH,"MF,DF",29,10.0,5,0,0,12,14,0,10,14,10,0,0,0,54,13,6,68.4,Matches
Marco Sportiello,Milan,ITA,GK,31,7.9,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,,Matches
Pierre Kalulu,Milan,FRA,DF,23,5.7,1,0,0,3,3,0,5,3,1,0,0,0,21,3,8,27.3,Matches
Tommaso Pobega,Milan,ITA,MF,24,5.2,0,0,0,10,8,0,0,7,10,0,0,0,32,6,5,54.5,Matches
Antonio Mirante,Milan,ITA,GK,40,3.0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,100.0,Matches
Jan-Carlo Simic,Milan,SRB,DF,18,3.0,0,0,0,4,0,0,0,3,1,0,0,0,4,2,2,50.0,Matches
Alejandro Jiménez,Milan,ESP,DF,18,2.3,1,0,0,5,2,0,4,0,4,0,0,0,2,0,0,,Matches
Luka Romero,Milan,ARG,"FW,MF",18,1.8,1,0,0,5,4,0,6,0,1,0,0,0,5,1,1,50.0,Matches
Filippo Terracciano,Milan,ITA,"DF,FW",20,1.4,1,0,0,3,2,0,1,0,6,0,1,0,6,1,0,100.0,Matches
Chaka Traorè,Milan,CIV,MF,18,1.1,0,0,0,3,4,1,1,0,2,0,0,0,2,0,1,0.0,Matches
Davide Bartesaghi,Milan,ITA,FW,17,1.0,0,0,0,1,1,0,0,0,1,0,0,0,2,3,1,75.0,Matches
Marco Pellegrino,Milan,,DF,,0.8,0,0,0,0,0,0,0,1,1,0,0,0,5,1,1,50.0,Matches
Kevin Zeroli,Milan,ITA,MF,18,0.4,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,50.0,Matches
Mattia Caldara,Milan,ITA,DF,29,0.4,0,0,0,0,0,0,0,1,1,0,0,0,3,2,0,100.0,Matches
Francesco Camarda,Milan,ITA,FW,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,Matches
Lapo Nava,Milan,ITA,GK,19,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Youssouf Fofana,Monaco,FRA,MF,24,33.3,3,0,0,41,34,2,14,38,41,0,1,1,230,17,16,51.5,Matches
Wissam Ben Yedder,Monaco,FRA,FW,32,28.1,3,0,0,12,21,34,9,8,4,0,0,0,72,15,28,34.9,Matches
Denis Zakaria,Monaco,SUI,"MF,DF",26,26.7,14,2,2,35,14,0,9,52,35,0,1,0,165,10,14,41.7,Matches
Aleksandr Golovin,Monaco,RUS,"MF,FW",27,25.8,8,1,0,28,40,4,123,21,33,1,0,0,133,12,18,40.0,Matches
Wilfried Singo,Monaco,CIV,DF,22,24.3,8,1,0,36,37,2,21,51,25,0,0,1,199,63,29,68.5,Matches
Takumi Minamino,Monaco,JPN,MF,28,24.2,4,0,0,31,33,5,32,11,19,2,0,0,115,6,13,31.6,Matches
Philipp Köhn,Monaco,SUI,GK,25,22.0,0,0,0,0,1,0,0,1,1,0,0,0,26,3,0,100.0,Matches
Guillermo Maripán,Monaco,CHI,DF,29,22.0,0,1,0,22,6,1,0,33,10,0,0,0,81,47,38,55.3,Matches
Vanderson,Monaco,BRA,DF,22,21.6,6,1,1,48,18,2,58,38,51,0,0,0,126,12,25,32.4,Matches
Folarin Balogun,Monaco,USA,FW,22,21.5,1,0,0,36,38,16,8,3,4,1,0,0,48,8,33,19.5,Matches
Maghnes Akliouche,Monaco,FRA,"MF,FW",21,19.5,7,0,0,37,33,2,59,9,26,0,0,0,110,4,19,17.4,Matches
Thilo Kehrer,Monaco,GER,DF,26,18.0,5,1,1,21,7,0,4,34,34,0,1,0,61,22,20,52.4,Matches
Ismail Jakobs,Monaco,SEN,DF,23,16.9,0,0,0,27,18,3,77,11,41,0,0,0,75,38,30,55.9,Matches
Soungoutou Magassa,Monaco,FRA,"DF,MF",19,16.3,7,0,0,32,14,1,3,22,28,0,1,0,112,24,17,58.5,Matches
Radosław Majecki,Monaco,POL,GK,23,15.3,2,0,0,0,3,0,0,0,0,0,0,0,16,4,1,80.0,Matches
Krépin Diatta,Monaco,SEN,"DF,FW",24,13.4,2,0,0,18,24,1,39,16,20,0,0,0,80,30,19,61.2,Matches
Mohammed Salisu,Monaco,GHA,DF,24,12.5,2,0,0,12,5,1,1,22,13,0,0,0,65,36,21,63.2,Matches
Mohamed Camara,Monaco,MLI,MF,23,11.5,4,0,0,25,23,0,1,11,21,0,0,0,85,7,8,46.7,Matches
Kassoum Ouattara,Monaco,FRA,"DF,FW",18,9.7,3,0,0,12,10,0,44,15,14,0,0,0,37,16,7,69.6,Matches
Caio Henrique Oliveira Silva,Monaco,BRA,DF,26,6.9,0,0,0,2,2,1,36,6,7,0,0,0,37,2,5,28.6,Matches
Eliesse Ben Seghir,Monaco,MAR,"MF,FW",18,5.1,0,1,0,6,19,1,13,2,6,1,0,0,19,5,8,38.5,Matches
Chrislain Matsima,Monaco,FRA,DF,21,4.3,2,0,0,10,2,0,0,7,7,0,1,0,23,10,8,55.6,Matches
Edan Diop,Monaco,FRA,"MF,DF",18,2.9,3,0,0,11,3,0,3,1,8,0,1,0,11,3,2,60.0,Matches
Breel Embolo,Monaco,SUI,FW,26,2.0,0,0,0,3,7,3,1,1,3,0,0,0,3,1,8,11.1,Matches
Myron Boadu,Monaco,NED,FW,22,1.5,0,0,0,5,3,1,0,0,2,0,0,0,3,1,6,14.3,Matches
Mamadou Coulibaly,Monaco,FRA,MF,19,1.3,0,0,0,3,2,0,1,0,4,0,0,0,3,2,0,100.0,Matches
Eliot Matazo,Monaco,BEL,MF,21,1.1,2,0,0,5,1,0,1,3,1,0,0,0,12,4,1,80.0,Matches
Saïmon Bouabré,Monaco,FRA,MF,17,0.5,0,0,0,1,2,1,0,0,2,0,0,0,0,0,0,,Matches
Antonin Cartillier,Monaco,FRA,DF,19,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,Matches
Lucas Michal,Monaco,FRA,FW,18,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Matches
David Raum,RB Leipzig,GER,DF,25,39.4,8,0,0,35,19,7,394,37,53,0,0,0,197,29,26,52.7,Matches
Xavi Simons,RB Leipzig,NED,"MF,FW",20,38.2,12,1,1,38,100,1,99,21,20,2,0,0,210,25,22,53.2,Matches
