Player Name,Club Name,Touches,Position,Miscontrols,Receiving,Touches,TouchesInDefensivePenaltyArea,TouchesInDefensive1/3rd,TouchesInMid1/3rd,TouchesInAtt1/3rd,TouchesInAttackingPenaltyArea,TakeOnsAttempted,SucessfulTakeOns,SucessfulTakeOns%,TimesTackledByADefDuringTakeOn,TimesTackledByADefDuringTakeOn%,NumberOfCarries,DistanceTravelledInCarries(Yards),DistanceTravelledInCarries(Yards)TowardsOpponentGoal,CarriesThatReachesCloseToOpponentGoal(DistTravelled>10Yards),CarriesInFinalThird,CarriesInPenaltyArea,PassesRecieved,DisPossesed,ProgressivePassesRecieved
Oriol Romeu,Barcelona,1191,MF,12,16,1191,36,191,803,200,8,9,6,66.7,2,22.2,707,3026,1614,16,29,0,11,910,10
Sergi Roberto,Barcelona,896,MF,26,14.6,896,20,139,527,233,38,7,4,57.1,1,14.3,476,2447,1192,16,24,4,7,675,42
Gavi,Barcelona,832,MF,23,13,832,33,134,484,221,25,27,15,55.6,9,33.3,534,2758,1449,32,32,3,12,596,46
Héctor Fort,Barcelona,293,DF,2,6.3,293,12,81,149,63,3,8,3,37.5,5,62.5,167,656,227,5,4,0,2,205,38
Marcos Alonso,Barcelona,359,"DF,FW",4,4.3,359,13,82,147,133,9,9,3,33.3,5,55.6,204,1061,502,12,13,2,5,228,47
Vitor Roque,Barcelona,126,FW,11,4,126,5,11,43,74,22,15,4,26.7,9,60,82,573,334,12,6,6,8,97,26
Marc Guiu,Barcelona,33,FW,4,2.1,33,3,4,13,16,8,0,0,,0,,18,58,13,1,1,1,4,22,9
Abde Ezzalzouli,Barcelona,54,"FW,MF",4,0.8,54,0,2,13,39,7,4,2,50,2,50,41,302,143,7,3,4,2,43,12
Eric García,Barcelona,53,DF,0,0.6,53,2,18,33,2,1,0,0,,0,,34,171,114,0,0,0,0,37,0
Ansu Fati,Barcelona,42,"MF,FW",1,0.6,42,0,1,16,25,5,3,1,33.3,1,33.3,32,266,157,6,4,2,1,35,5
Marc Casado,Barcelona,37,MF,0,0.4,37,3,8,22,7,0,0,0,,0,,24,102,52,1,2,0,0,28,1
Virgil van Dijk,Liverpool,3600,DF,7,45.3,3600,421,1506,1948,155,85,6,3,50,2,33.3,2224,10676,5548,33,19,0,5,2519,7
Luis Díaz,Liverpool,1696,FW,80,40,1696,11,106,639,984,246,157,75,47.8,63,40.1,1198,8696,4247,153,92,76,83,1331,349
Alexis Mac Allister,Liverpool,2667,MF,36,38.7,2669,82,473,1610,610,37,42,20,47.6,16,38.1,1593,6680,3347,48,48,4,40,1877,57
Joe Gomez,Liverpool,2119,DF,33,34.9,2119,117,531,1138,469,35,42,20,47.6,15,35.7,1229,6355,3164,52,44,4,17,1340,120
Mohamed Salah,Liverpool,1596,FW,86,34.8,1605,4,53,561,1005,285,87,29,33.3,56,64.4,1152,6003,2881,109,57,74,66,1317,399
Darwin Núñez,Liverpool,959,FW,62,33.7,961,14,46,282,648,246,66,24,36.4,31,47,587,3349,1570,69,41,43,34,714,256
Cody Gakpo,Liverpool,1123,"FW,MF",66,33.5,1123,20,88,475,578,145,76,42,55.3,26,34.2,775,4283,1998,60,43,21,50,868,191
Alisson,Liverpool,1341,GK,4,32,1341,833,1279,63,0,0,0,0,,0,,960,4201,2674,0,0,0,0,860,0
Harvey Elliott,Liverpool,1723,"MF,FW",34,31.1,1723,13,133,867,736,92,36,19,52.8,14,38.9,1135,6044,2662,70,74,15,12,1312,176
Wataru Endo,Liverpool,2028,MF,36,30.6,2028,58,404,1340,294,14,26,13,50,12,46.2,1206,4768,2079,17,28,2,27,1464,28
Dominik Szoboszlai,Liverpool,2139,MF,30,30,2139,42,268,1051,846,83,66,25,37.9,36,54.5,1279,6732,3529,86,79,23,31,1494,187
Trent Alexander-Arnold,Liverpool,2646,DF,36,29,2646,81,617,1392,669,38,64,35,54.7,25,39.1,1483,6877,3323,53,58,7,8,1734,114
Ibrahima Konaté,Liverpool,2158,DF,10,28.7,2158,131,773,1314,84,16,15,10,66.7,2,13.3,1407,7079,4160,31,20,0,6,1500,3
Jarell Quansah,Liverpool,1915,DF,5,27.7,1915,148,791,1069,64,16,13,8,61.5,5,38.5,1352,7250,3449,19,15,0,4,1442,4
Caoimhín Kelleher,Liverpool,848,GK,0,26.7,848,531,833,15,0,0,1,1,100,0,0,664,3115,2016,0,0,0,0,578,0
Andrew Robertson,Liverpool,2085,DF,21,24.4,2085,78,487,1006,603,60,17,5,29.4,12,70.6,1251,5683,3267,74,46,7,7,1467,136
Curtis Jones,Liverpool,1250,MF,22,22.6,1250,32,201,694,368,54,45,26,57.8,14,31.1,872,4540,1871,43,37,13,50,958,102
Ryan Gravenberch,Liverpool,947,MF,66,20.4,947,22,105,467,383,54,68,29,42.6,31,45.6,584,3300,1836,48,36,11,18,639,91
Diogo Jota,Liverpool,688,FW,53,19,688,8,57,276,366,125,51,19,37.3,27,52.9,416,2477,1419,62,34,28,22,501,135
Conor Bradley,Liverpool,872,DF,21,16.7,872,22,189,400,295,39,35,16,45.7,16,45.7,492,2619,1318,39,35,13,11,525,76
Kostas Tsimikas,Liverpool,1005,DF,15,16.3,1005,29,218,472,325,22,23,7,30.4,14,60.9,580,3069,1590,40,28,4,12,619,94
Joël Matip,Liverpool,865,DF,5,11.8,865,104,369,451,49,17,3,1,33.3,2,66.7,579,3056,1811,11,15,0,5,605,1
Bobby Clark,Liverpool,160,MF,7,4,160,4,16,86,59,11,6,2,33.3,3,50,101,474,243,4,3,3,6,125,15
Ben Doak,Liverpool,82,FW,11,2.7,82,1,9,28,47,9,16,8,50,6,37.5,56,271,66,4,0,4,8,62,21
James McConnell,Liverpool,64,MF,4,2.7,64,0,6,46,14,0,1,0,0,0,0,44,232,105,1,3,0,0,48,0
Luke Chambers,Liverpool,122,DF,3,1.5,122,5,31,74,17,0,3,0,0,3,100,76,335,137,2,2,0,2,79,8
Stefan Bajcetic,Liverpool,69,MF,2,1.1,69,1,14,46,9,1,2,1,50,0,0,41,182,82,0,0,0,0,47,1
Jayden Danns,Liverpool,11,FW,1,0.9,11,0,1,5,5,0,1,1,100,0,0,5,16,5,0,1,0,0,7,2
Kaide Gordon,Liverpool,22,FW,2,0.8,22,0,3,9,11,1,1,0,0,1,100,22,106,56,2,1,0,0,20,2
Lewis Koumas,Liverpool,,MF,,0.7,,,,,,,,,,,,,,,,,,,,
Calum Scanlon,Liverpool,41,MF,3,0.6,41,1,10,24,8,0,1,1,100,0,0,32,266,146,2,1,0,1,27,0
Mateusz Musialowski,Liverpool,18,MF,0,0.2,18,0,1,11,8,0,1,0,0,1,100,11,97,72,1,3,0,0,13,4
Trey Nyoni,Liverpool,,MF,,0.1,,,,,,,,,,,,,,,,,,,,
Owen Beck,Liverpool,8,DF,1,0.1,8,0,3,4,2,0,1,0,0,1,100,4,43,1,0,0,0,0,4,1
Thiago Alcántara,Liverpool,10,MF,0,0.1,10,0,4,5,1,0,0,0,,0,,9,33,15,0,0,0,0,9,0
Waldemar Anton,Stuttgart,2977,DF,28,36.1,2977,296,1245,1612,138,34,22,15,68.2,7,31.8,1847,10429,5711,38,19,5,12,2110,15
Alexander Nübel,Stuttgart,1278,GK,0,34,1278,1050,1265,13,0,0,0,0,,0,,762,3696,2160,0,0,0,0,733,0
Atakan Karazor,Stuttgart,2181,MF,23,33.1,2181,61,378,1434,382,15,27,5,18.5,14,51.9,1149,4345,1991,24,42,0,19,1574,31
Angelo Stiller,Stuttgart,2874,MF,39,32.9,2874,78,527,1844,525,29,25,17,68,6,24,1523,5831,2774,37,46,4,27,2161,71
Chris Führich,Stuttgart,1666,"FW,MF",53,32.2,1667,8,117,628,948,124,153,73,47.7,68,44.4,1070,8503,4459,153,106,56,27,1267,259
Hiroki Ito,Stuttgart,2274,DF,13,27.8,2274,175,873,1204,204,18,11,7,63.6,3,27.3,1259,5476,2647,29,26,2,5,1674,32
Enzo Millot,Stuttgart,1733,"MF,FW",69,27.5,1734,18,180,1008,569,70,88,46,52.3,37,42,972,4825,1867,46,41,14,34,1373,167
Serhou Guirassy,Stuttgart,1060,FW,71,26.4,1064,30,62,555,453,156,41,16,39,21,51.2,626,2552,950,32,19,19,38,930,183
Deniz Undav,Stuttgart,1088,"FW,MF",58,25.9,1089,9,69,492,537,147,50,27,54,20,40,674,3116,1459,45,36,20,51,889,182
Maximilian Mittelstädt,Stuttgart,2041,DF,30,25.3,2041,78,494,1098,470,35,60,36,60,19,31.7,1056,5264,2712,70,58,6,21,1337,129
Dan-Axel Zagadou,Stuttgart,1533,DF,5,19.1,1533,150,714,786,40,19,4,3,75,1,25,968,4603,2263,2,5,0,1,1089,3
Jamie Leweling,Stuttgart,829,"FW,MF",46,18.3,829,18,97,330,419,89,58,26,44.8,27,46.6,534,3571,1860,65,38,28,39,622,172
Josha Vagnoman,Stuttgart,735,DF,22,15,735,22,175,333,234,41,15,10,66.7,4,26.7,367,1596,798,19,15,7,10,480,67
Pascal Stenzel,Stuttgart,947,DF,16,13.5,947,45,217,498,237,4,8,6,75,2,25,491,2454,1346,34,31,1,6,595,46
Anthony Rouault,Stuttgart,1030,DF,7,12.4,1030,75,385,571,76,5,6,2,33.3,4,66.7,639,2713,1556,8,5,0,3,753,10
Silas Katompa,Stuttgart,424,"FW,MF",45,11.2,425,6,29,163,248,67,76,38,50,31,40.8,327,2484,1176,49,29,21,20,336,130
Jeong Woo-yeong,Stuttgart,416,"MF,FW",17,8.1,416,8,52,210,157,26,19,4,21.1,11,57.9,259,1536,789,23,11,6,7,317,54
Leonidas Stergiou,Stuttgart,420,DF,6,7.1,420,20,132,205,83,3,2,1,50,1,50,186,808,335,6,5,0,2,272,22
Fabian Bredlow,Stuttgart,190,GK,0,4,190,165,190,0,0,0,0,0,,0,,126,719,401,0,0,0,0,112,0
Mahmoud Dahoud,Stuttgart,261,MF,6,2.7,261,5,48,157,57,6,2,0,0,2,100,144,548,241,1,5,0,3,207,5
Lilian Egloff,Stuttgart,56,"MF,DF",0,1.3,56,2,20,22,14,1,2,0,0,1,50,27,182,69,2,3,0,1,32,2
Wataru Endo,Stuttgart,,MF,,1,,,,,,,,,,,,,,,,,,,,
Roberto Massimo,Stuttgart,50,"FW,DF",1,1,50,1,11,29,10,1,1,0,0,0,0,29,154,103,3,2,1,0,32,6
Borna Sosa,Stuttgart,48,"FW,DF",1,0.5,48,0,4,18,26,2,0,0,,0,,31,180,100,5,1,1,0,35,10
Jovan Milošević,Stuttgart,17,"FW,MF",3,0.5,17,0,1,9,7,1,2,2,100,0,0,13,67,29,1,2,0,0,13,3
Luca Raimund,Stuttgart,34,"FW,MF",2,0.3,34,0,5,10,20,3,0,0,,0,,18,67,27,0,0,0,2,21,2
Genki Haraguchi,Stuttgart,21,MF,0,0.3,21,2,5,14,2,1,0,0,,0,,7,47,30,1,0,0,0,16,0
Samuele Di Benedetto,Stuttgart,13,MF,0,0.1,13,0,3,8,2,1,1,0,0,0,0,9,32,28,0,0,0,1,13,1
Paulo Gazzaniga,Girona,1473,GK,2,38,1473,1247,1463,10,0,0,6,6,100,0,0,897,3989,2406,0,0,0,1,794,0
Miguel Gutiérrez,Girona,2182,DF,57,37.4,2182,116,630,933,640,61,63,25,39.7,30,47.6,1278,6954,3076,74,69,15,32,1427,184
Aleix García,Girona,3220,MF,26,36.9,3220,149,780,1809,651,18,24,15,62.5,6,25,1923,9334,4604,58,44,3,15,2403,52
Sávio,Girona,1490,"FW,MF",98,35.9,1490,17,169,486,878,158,236,104,44.1,90,38.1,1096,9821,5124,181,93,80,49,1136,372
Daley Blind,Girona,2869,DF,18,35.7,2869,229,1192,1426,271,27,26,17,65.4,9,34.6,1871,8942,4795,48,30,3,3,2186,22
Iván Martín,Girona,1895,MF,64,32.4,1895,48,327,1060,533,58,59,39,66.1,20,33.9,1267,8252,3837,84,62,13,41,1525,109
Eric García,Girona,2567,DF,17,29.7,2567,180,972,1378,227,23,9,4,44.4,4,44.4,1604,7491,4670,45,34,1,9,1900,18
Artem Dovbyk,Girona,598,FW,50,29.6,606,19,36,230,341,185,25,17,68,8,32,351,1294,449,18,7,16,39,487,118
Yan Couto,Girona,1633,"DF,FW",39,27.6,1633,50,375,633,651,79,117,48,41,50,42.7,1035,8513,4769,151,86,41,37,1086,240
Viktor Tsyhankov,Girona,1162,"MF,FW",45,25,1162,29,161,443,567,104,53,22,41.5,24,45.3,764,4554,2078,65,50,31,35,897,226
Yangel Herrera,Girona,1452,MF,48,24.6,1452,67,331,793,339,68,31,22,71,7,22.6,804,3745,1673,31,32,4,50,1027,76
David López,Girona,1770,DF,12,21.8,1770,286,946,785,48,22,9,5,55.6,2,22.2,1083,5934,3308,15,9,0,2,1281,1
Arnau Martinez,Girona,958,DF,16,17.4,958,79,347,483,131,9,7,3,42.9,4,57.1,541,2924,1608,29,14,1,9,655,16
Portu,Girona,426,"MF,FW",23,17.2,426,4,43,183,207,55,19,4,21.1,14,73.7,270,1533,809,32,30,10,15,314,96
Cristhian Stuani,Girona,218,FW,17,13.8,218,16,34,90,94,47,5,1,20,4,80,101,386,119,3,1,3,3,137,24
Juanpe,Girona,649,DF,4,11.8,649,110,389,251,12,6,2,1,50,1,50,402,2210,1141,3,2,0,1,455,0
Valery Fernández,Girona,285,"MF,FW",15,9.3,285,12,60,108,120,23,19,7,36.8,6,31.6,182,1299,590,20,10,7,8,204,54
Pablo Torre,Girona,518,"MF,FW",17,9.1,518,10,68,260,195,24,19,6,31.6,10,52.6,359,1713,909,25,18,4,13,424,40
Jhon Solis,Girona,292,MF,10,7.8,292,15,59,178,58,5,12,6,50,6,50,166,1090,509,9,8,0,11,196,13
Juan Carlos,Girona,,GK,,3,,,,,,,,,,,,,,,,,,,,
Antal Yaakobishvili,Girona,50,DF,0,2.2,50,8,31,18,1,1,0,0,,0,,26,148,54,0,0,0,1,39,0
Bernardo Espinosa,Girona,11,DF,0,2,11,4,8,3,0,0,0,0,,0,,5,11,5,0,0,0,0,6,0
Toni Fuidias,Girona,,GK,,2,,,,,,,,,,,,,,,,,,,,
Ibrahima Kebe,Girona,13,MF,0,1.4,13,0,6,6,2,1,1,0,0,0,0,6,38,1,0,0,0,2,4,1
Iker Almena,Girona,,FW,,0.6,,,,,,,,,,,,,,,,,,,,
Jastin García,Girona,18,FW,3,0.4,18,0,1,6,11,2,2,1,50,1,50,13,76,48,2,0,1,0,15,8
Toni Villa,Girona,12,FW,1,0.1,12,0,0,5,8,1,1,0,0,1,100,8,62,36,1,0,1,0,7,3
Silvi Clúa,Girona,10,MF,2,0.1,10,0,4,6,0,0,0,0,,0,,3,10,8,0,0,0,0,5,0
Harry Kane,Bayern Munich,1322,FW,64,43.6,1330,29,105,564,675,218,73,28,38.4,38,52.1,839,4174,1713,48,32,18,54,1037,194
Joshua Kimmich,Bayern Munich,3489,"MF,DF",29,38.7,3489,107,671,1810,1024,35,29,14,48.3,12,41.4,2082,11733,5084,77,85,6,18,2559,154
Leroy Sané,Bayern Munich,1850,FW,84,35.7,1850,6,136,606,1148,196,220,128,58.2,82,37.3,1254,10103,5371,169,119,61,70,1438,387
Leon Goretzka,Bayern Munich,2635,"MF,DF",19,34.5,2635,111,609,1509,543,74,29,16,55.2,10,34.5,1503,8119,4552,85,66,4,18,1975,80
Alphonso Davies,Bayern Munich,2495,DF,60,33.5,2495,72,756,1101,692,76,155,90,58.1,58,37.4,1554,9713,5551,145,112,40,34,1710,178
Manuel Neuer,Bayern Munich,1284,GK,1,32.8,1284,971,1248,35,1,1,2,2,100,0,0,794,4140,2523,0,0,0,0,826,0
Jamal Musiala,Bayern Munich,1563,"MF,FW",84,31.6,1563,8,151,661,799,176,205,119,58,76,37.1,1042,7516,4330,155,84,49,70,1235,226
Kim Min-jae,Bayern Munich,3035,DF,10,30.7,3035,371,1445,1526,78,22,2,2,100,0,0,1737,8131,4551,19,14,1,5,2217,3
Konrad Laimer,Bayern Munich,2207,"MF,DF",34,30.2,2207,53,465,1165,603,61,67,33,49.3,29,43.3,1308,6974,3964,84,80,22,26,1556,127
Dayot Upamecano,Bayern Munich,2569,DF,11,26.1,2569,184,896,1560,133,22,10,6,60,4,40,1772,9798,5978,34,33,0,4,1993,10
Thomas Müller,Bayern Munich,1173,MF,34,24.1,1173,13,84,431,666,142,24,12,50,10,41.7,647,3026,1660,49,40,12,25,935,246
Noussair Mazraoui,Bayern Munich,1615,DF,22,22,1615,54,389,811,427,46,32,18,56.3,13,40.6,898,4167,2359,51,37,11,12,1119,111
Matthijs de Ligt,Bayern Munich,1687,DF,10,21.4,1687,172,685,922,84,25,3,2,66.7,0,0,1071,5417,2934,18,16,2,2,1294,6
Kingsley Coman,Bayern Munich,1094,FW,41,19.2,1094,4,94,320,693,122,97,45,46.4,41,42.3,767,5405,2924,104,49,44,31,900,283
Eric Dier,Bayern Munich,1687,DF,3,18,1687,214,802,838,53,16,1,1,100,0,0,1038,5040,2749,13,13,0,0,1279,2
Raphaël Guerreiro,Bayern Munich,1431,"DF,FW",15,17.9,1431,24,290,635,511,52,25,14,56,10,40,764,3853,2188,40,38,7,12,1114,111
Mathys Tel,Bayern Munich,695,"FW,MF",49,16,695,8,70,251,396,95,82,48,58.5,33,40.2,497,4016,1695,54,26,34,38,526,141
Aleksandar Pavlovic,Bayern Munich,1284,MF,14,15.9,1284,31,235,851,205,10,13,7,53.8,5,38.5,826,4454,2036,17,30,3,14,989,17
Sven Ulreich,Bayern Munich,552,GK,0,15,552,431,547,5,0,0,0,0,,0,,362,1334,635,0,0,0,0,354,0
Eric Maxim Choupo-Moting,Bayern Munich,432,"FW,MF",24,10.4,432,10,59,166,214,59,41,24,58.5,14,34.1,239,1211,528,24,6,14,19,308,73
Serge Gnabry,Bayern Munich,364,FW,15,8.5,364,5,59,135,175,40,16,6,37.5,10,62.5,198,1340,671,25,9,14,3,263,69
Bouna Sarr,Bayern Munich,124,DF,2,2.3,124,3,21,84,20,2,4,1,25,2,50,64,283,142,3,2,1,0,85,4
Frans Krätzig,Bayern Munich,70,DF,1,2.2,70,6,25,25,20,1,1,0,0,1,100,45,258,137,1,2,0,2,48,8
Bryan Zaragoza,Bayern Munich,117,MF,3,2,117,0,8,46,65,15,16,8,50,8,50,78,676,469,14,11,6,4,96,28
Lovro Zvonarek,Bayern Munich,73,"FW,MF",3,1.8,73,2,9,38,26,8,3,1,33.3,2,66.7,43,207,86,7,1,4,1,55,9
Sacha Boey,Bayern Munich,85,DF,2,1.2,85,4,28,34,24,3,6,2,33.3,3,50,42,226,98,1,1,0,0,52,8
Daniel Peretz,Bayern Munich,17,GK,0,1.2,17,12,17,0,0,0,0,0,,0,,11,31,24,0,0,0,0,12,0
Benjamin Pavard,Bayern Munich,,DF,,0.5,,,,,,,,,,,,,,,,,,,,
Taichi Fukui,Bayern Munich,,MF,,0.3,,,,,,,,,,,,,,,,,,,,
Matteo Perez Vinlöf,Bayern Munich,19,FW,1,0.2,19,0,9,6,4,0,1,0,0,1,100,9,30,11,0,0,0,0,12,1
Ryan Gravenberch,Bayern Munich,7,FW,0,0.1,7,0,0,3,4,2,1,1,100,0,0,3,16,9,0,0,0,0,5,3
Jonathan Asp Jensen,Bayern Munich,1,FW,0,0,1,1,1,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0
Jan Oblak,Atlético Madrid,1391,GK,1,55,1391,1283,1390,1,0,0,1,1,100,0,0,716,3882,2377,0,0,0,1,550,0
Axel Witsel,Atlético Madrid,2748,"DF,MF",15,46.4,2748,378,1406,1239,110,27,11,6,54.5,5,45.5,1772,7885,3901,19,21,0,7,1940,8
Antoine Griezmann,Atlético Madrid,2260,"FW,MF",53,43.4,2265,50,280,1061,940,160,53,27,50.9,24,45.3,1165,5132,2681,68,49,16,34,1628,253
Mario Hermoso,Atlético Madrid,2995,DF,24,42.2,2995,195,1088,1586,343,31,29,17,58.6,9,31,1692,6815,3748,46,41,1,12,2073,76
Koke,Atlético Madrid,3209,MF,28,42,3209,104,765,2020,443,15,14,7,50,7,50,1875,7534,3550,32,37,1,24,2477,36
Marcos Llorente,Atlético Madrid,1849,"MF,DF",41,39.9,1849,54,412,764,685,102,33,15,45.5,13,39.4,1051,5107,2608,88,53,24,19,1313,230
Rodrigo De Paul,Atlético Madrid,2253,MF,42,35.5,2253,34,365,1329,586,47,67,34,50.7,25,37.3,1488,9038,4541,87,79,12,16,1764,74
Nahuel Molina,Atlético Madrid,2201,DF,46,33.5,2201,75,598,934,679,57,31,17,54.8,14,45.2,1194,4531,2468,58,54,10,18,1428,228
Samuel Lino,Atlético Madrid,1648,DF,49,33.1,1648,48,340,644,699,143,95,49,51.6,37,38.9,1080,7330,4538,157,99,55,37,1193,263
Álvaro Morata,Atlético Madrid,858,FW,51,32.9,859,39,121,349,393,161,49,20,40.8,25,51,475,2347,1078,34,17,25,40,606,127
Stefan Savić,Atlético Madrid,1493,DF,6,26.1,1493,171,783,669,45,13,8,8,100,0,0,882,4363,2712,15,7,0,0,1003,2
José María Giménez,Atlético Madrid,1133,DF,3,24.7,1133,218,686,429,23,15,3,2,66.7,1,33.3,562,2463,1129,2,0,0,0,707,3
Saúl Ñíguez,Atlético Madrid,1221,MF,37,23.1,1221,84,325,625,279,44,17,8,47.1,7,41.2,563,2518,1067,23,20,1,17,775,55
Ángel Correa,Atlético Madrid,895,"FW,MF",64,22.5,896,9,73,320,510,163,75,37,49.3,37,49.3,586,2630,1248,47,21,31,37,665,162
Rodrigo Riquelme,Atlético Madrid,1133,DF,55,22.3,1133,24,213,372,568,109,88,36,40.9,48,54.5,721,5189,2959,113,72,40,19,768,198
Pablo Barrios,Atlético Madrid,1303,MF,47,22,1303,47,292,744,282,20,54,39,72.2,12,22.2,788,4223,1885,40,41,4,26,947,68
César Azpilicueta,Atlético Madrid,1384,DF,13,20.3,1384,114,478,695,217,17,9,2,22.2,4,44.4,736,3734,2387,44,25,4,8,892,48
Memphis,Atlético Madrid,475,FW,47,13.5,475,2,32,216,237,70,44,21,47.7,19,43.2,283,1381,666,19,15,8,24,375,87
Reinildo Mandava,Atlético Madrid,536,DF,13,9.3,536,43,213,235,91,9,17,8,47.1,7,41.2,240,1110,579,11,15,1,1,279,18
Gabriel Paulista,Atlético Madrid,319,DF,0,4.5,319,47,201,116,3,3,0,0,,0,,187,1033,500,1,0,0,1,212,0
Javi Galán,Atlético Madrid,133,DF,9,3,133,3,40,38,57,6,5,3,60,0,0,80,504,245,6,5,1,4,70,21
Yannick Carrasco,Atlético Madrid,113,DF,5,2.5,113,5,29,38,49,6,6,5,83.3,1,16.7,66,450,246,9,5,2,3,63,17
Çağlar Söyüncü,Atlético Madrid,155,DF,0,2.4,155,18,80,70,6,2,1,1,100,0,0,105,490,198,2,2,1,2,117,0
Thomas Lemar,Atlético Madrid,99,MF,3,1.8,99,0,8,58,34,4,2,1,50,1,50,78,447,217,5,4,0,2,83,9
Arthur Vermeeren,Atlético Madrid,115,MF,6,1.8,115,7,25,73,20,1,1,0,0,1,100,68,332,128,2,0,0,2,75,7
Salim El Jebari,Atlético Madrid,9,MF,1,0.1,9,1,1,4,4,0,0,0,,0,,5,47,24,1,1,0,1,6,1
Abdellah Raihani,Atlético Madrid,1,FW,1,0.1,1,0,0,0,1,1,0,0,,0,,1,0,0,0,0,0,0,1,1
Ilias Kostis,Atlético Madrid,0,FW,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0
Theo Hernández,Milan,3025,DF,44,45,3027,127,769,1554,756,87,106,54,50.9,38,35.8,1981,12540,7858,151,122,17,28,2090,164
Tijjani Reijnders,Milan,2535,MF,47,42.9,2535,74,419,1463,672,70,77,50,64.9,22,28.6,1766,11834,5396,111,108,23,47,1966,113
Mike Maignan,Milan,1668,GK,2,41.1,1668,1258,1658,11,0,0,1,1,100,0,0,1138,6350,4207,0,0,0,0,917,0
Christian Pulisic,Milan,1882,FW,93,39.9,1882,19,154,775,982,169,156,61,39.1,72,46.2,1349,10089,5184,165,87,54,40,1471,398
Rafael Leão,Milan,1778,FW,95,39.2,1778,23,113,754,950,242,216,106,49.1,86,39.8,1272,10007,5352,206,127,104,53,1476,388
Olivier Giroud,Milan,974,FW,74,37,980,48,105,464,413,166,15,6,40,6,40,468,1499,573,13,10,6,24,673,129
Davide Calabria,Milan,2249,DF,22,32.9,2249,99,649,1170,438,32,29,9,31,18,62.1,1195,5645,2986,35,42,2,12,1402,87
Ruben Loftus-Cheek,Milan,1246,MF,48,31.6,1246,33,157,624,492,96,85,47,55.3,28,32.9,795,5703,3250,100,78,13,27,931,145
Fikayo Tomori,Milan,2398,DF,6,31.6,2398,283,1237,1092,75,25,4,2,50,2,50,1493,6991,3873,20,20,1,4,1685,4
Yunus Musah,Milan,1161,MF,40,24.9,1161,49,237,560,386,29,68,35,51.5,26,38.2,761,5097,2804,69,59,9,20,806,96
Malick Thiaw,Milan,1725,DF,11,24,1725,157,779,889,63,16,11,8,72.7,2,18.2,1173,6240,3355,17,10,0,6,1252,1
Alessandro Florenzi,Milan,1797,DF,21,23.8,1797,75,536,854,417,20,18,4,22.2,13,72.2,1031,5165,2819,39,35,1,5,1120,58
Yacine Adli,Milan,1785,MF,24,20.7,1785,43,303,1139,362,10,40,27,67.5,11,27.5,1145,6119,2758,38,35,3,12,1322,31
Matteo Gabbia,Milan,1514,DF,7,20.1,1514,167,706,741,74,28,2,2,100,0,0,985,4888,2583,19,10,0,2,1079,4
Simon Kjær,Milan,1225,DF,6,16.3,1225,121,613,592,24,9,0,0,,0,,823,3460,1918,4,4,0,2,884,0
Samuel Chukwueze,Milan,739,FW,40,15.4,739,9,87,281,377,82,87,32,36.8,46,52.9,526,3471,1844,68,35,35,21,559,175
Ismaël Bennacer,Milan,1080,MF,18,14.8,1081,21,169,655,270,16,31,18,58.1,10,32.3,673,3694,1558,29,28,4,20,802,40
Luka Jović,Milan,340,"FW,MF",23,13.9,340,11,30,180,136,51,17,8,47.1,9,52.9,205,1168,363,11,11,2,14,248,55
Noah Okafor,Milan,341,FW,26,11.4,341,9,38,133,178,51,37,15,40.5,21,56.8,225,1654,916,35,15,16,15,253,76
Rade Krunić,Milan,648,"MF,DF",10,10,648,34,151,423,82,6,2,2,100,0,0,390,1969,929,13,11,0,4,434,3
Marco Sportiello,Milan,287,GK,0,7.9,287,221,284,3,0,0,0,0,,0,,204,1127,721,0,0,0,0,167,0
Pierre Kalulu,Milan,368,DF,5,5.7,368,20,123,202,43,5,3,1,33.3,2,66.7,268,1423,645,7,6,0,2,274,12
Tommaso Pobega,Milan,248,MF,6,5.2,248,20,72,128,51,13,7,4,57.1,3,42.9,141,592,303,8,4,1,4,148,16
Antonio Mirante,Milan,59,GK,0,3,59,48,57,2,0,0,0,0,,0,,33,128,84,0,0,0,0,31,0
Jan-Carlo Simic,Milan,76,DF,0,3,76,9,32,40,4,2,2,1,50,0,0,43,245,125,0,0,0,0,54,0
Alejandro Jiménez,Milan,54,DF,0,2.3,54,3,17,29,8,1,1,0,0,0,0,30,185,105,2,1,0,2,35,3
Luka Romero,Milan,48,"FW,MF",3,1.8,48,1,8,23,19,2,3,1,33.3,2,66.7,37,261,103,4,2,0,2,35,7
Filippo Terracciano,Milan,63,"DF,FW",1,1.4,63,3,18,34,11,0,0,0,,0,,39,233,59,0,2,0,1,44,1
Chaka Traorè,Milan,24,MF,1,1.1,24,0,4,9,11,3,0,0,,0,,15,79,55,3,2,1,1,17,5
Davide Bartesaghi,Milan,55,FW,2,1,55,8,25,20,10,1,1,0,0,1,100,24,161,53,1,3,0,2,31,4
Marco Pellegrino,Milan,55,DF,0,0.8,55,9,33,20,2,1,1,0,0,1,100,41,228,153,1,0,0,0,39,0
