Player Name,Club Name,Country,Position,Age,YellowCards,RedCards,2ndYellowCard,FoulsCommited,FoulsDrawn,Offsides,Crosses,Interceptions,TacklesWon,PenaltyKicksWon,PenaltyKicksConceeded,OwnGoals,BallsRecovered,AerialDuelWon,AerialDuelLost,AerialDuelWinningPercentage
Enzo Millot,Stuttgart,FRA,"MF,FW",21,5,0,0,41,38,4,42,20,27,1,0,0,135,7,30,18.9
Serhou Guirassy,Stuttgart,GUI,FW,27,0,0,0,18,59,22,1,6,3,2,0,0,39,65,55,54.2
Deniz Undav,Stuttgart,GER,"FW,MF",27,5,0,0,30,28,6,8,7,14,2,0,0,71,17,33,34
Maximilian Mittelstädt,Stuttgart,GER,DF,26,6,0,0,30,33,1,110,46,54,0,0,0,140,30,20,60
Dan-Axel Zagadou,Stuttgart,FRA,DF,24,1,0,0,18,3,1,0,27,14,0,0,1,109,60,13,82.2
Jamie Leweling,Stuttgart,GER,"FW,MF",22,3,0,0,23,24,10,52,5,10,0,1,0,74,4,13,23.5
Josha Vagnoman,Stuttgart,GER,DF,22,2,0,0,12,9,2,24,5,20,0,0,0,58,8,15,34.8
Pascal Stenzel,Stuttgart,GER,DF,27,3,1,1,18,11,1,29,17,11,0,0,0,49,9,17,34.6
Anthony Rouault,Stuttgart,FRA,DF,22,3,0,0,12,4,1,4,13,16,0,1,0,58,19,27,41.3
Silas Katompa,Stuttgart,COD,"FW,MF",24,0,0,0,14,17,5,29,1,3,1,0,0,37,5,11,31.3
Jeong Woo-yeong,Stuttgart,KOR,"MF,FW",23,1,0,0,6,10,2,10,7,10,0,0,0,28,3,11,21.4
Leonidas Stergiou,Stuttgart,SUI,DF,21,1,0,0,6,1,0,14,5,9,0,0,0,27,4,9,30.8
Fabian Bredlow,Stuttgart,GER,GK,28,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,
Mahmoud Dahoud,Stuttgart,GER,MF,27,0,0,0,1,2,0,7,0,1,0,0,0,23,2,5,28.6
Lilian Egloff,Stuttgart,GER,"MF,DF",20,1,0,0,2,2,0,1,1,1,0,0,0,8,0,0,
Wataru Endo,Stuttgart,JPN,MF,30,0,0,0,2,0,0,0,3,1,,,0,,,,
Roberto Massimo,Stuttgart,GER,"FW,DF",22,1,0,0,2,1,0,0,0,1,0,0,0,8,1,3,25
Borna Sosa,Stuttgart,CRO,"FW,DF",25,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,
Jovan Milošević,Stuttgart,SRB,"FW,MF",18,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,0
Luca Raimund,Stuttgart,GER,"FW,MF",18,1,0,0,2,0,0,1,0,1,0,0,0,1,1,1,50
Genki Haraguchi,Stuttgart,JPN,MF,32,0,0,0,2,0,0,0,1,1,0,0,0,2,0,0,
Samuele Di Benedetto,Stuttgart,GER,MF,18,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,
Paulo Gazzaniga,Girona,ARG,GK,31,2,0,0,0,8,0,0,0,2,0,0,0,46,8,0,100
Miguel Gutiérrez,Girona,ESP,DF,22,4,0,0,28,33,6,107,23,24,0,2,0,203,22,18,55
Aleix García,Girona,ESP,MF,26,4,1,0,31,39,1,198,36,31,0,0,0,208,17,23,42.5
Sávio,Girona,BRA,"FW,MF",19,6,0,0,31,73,16,142,18,31,2,0,0,171,4,13,23.5
Daley Blind,Girona,NED,DF,33,7,0,0,19,12,0,25,22,23,0,1,0,147,39,32,54.9
Iván Martín,Girona,ESP,MF,24,5,0,0,27,36,4,12,22,28,0,1,0,146,8,24,25
Eric García,Girona,ESP,DF,22,4,0,0,24,26,3,10,30,37,1,0,0,128,49,37,57
Artem Dovbyk,Girona,UKR,FW,26,2,0,0,27,13,34,1,0,3,0,0,0,24,39,40,49.4
Yan Couto,Girona,BRA,"DF,FW",21,9,0,0,39,47,7,136,12,36,2,1,0,153,4,13,23.5
Viktor Tsyhankov,Girona,UKR,"MF,FW",25,0,0,0,17,45,5,82,12,26,0,1,0,88,13,14,48.1
Yangel Herrera,Girona,VEN,MF,25,9,0,0,67,65,2,30,24,41,1,0,0,125,61,44,58.1
David López,Girona,ESP,DF,33,4,0,0,17,15,1,0,20,20,0,1,0,121,32,38,45.7
Arnau Martinez,Girona,ESP,DF,20,5,0,0,17,31,1,11,11,19,0,0,0,65,10,13,43.5
Portu,Girona,ESP,"MF,FW",31,3,0,0,20,21,10,25,5,17,1,0,0,37,7,19,26.9
Cristhian Stuani,Girona,URU,FW,36,8,0,0,34,10,10,1,5,13,0,0,0,13,25,23,52.1
Juanpe,Girona,ESP,DF,32,4,0,0,7,1,1,2,8,10,0,0,0,27,21,13,61.8
Valery Fernández,Girona,ESP,"MF,FW",23,1,0,0,7,18,4,19,3,12,0,0,0,30,2,3,40
Pablo Torre,Girona,ESP,"MF,FW",20,1,0,0,9,25,0,19,4,2,0,0,0,42,0,7,0
Jhon Solis,Girona,COL,MF,18,0,0,0,17,7,0,0,12,15,0,0,0,22,6,12,33.3
Juan Carlos,Girona,ESP,GK,35,1,0,0,0,0,0,0,0,0,,,0,,,,
Antal Yaakobishvili,Girona,HUN,DF,19,0,0,0,2,4,0,0,6,2,0,0,0,3,2,1,66.7
Bernardo Espinosa,Girona,COL,DF,34,0,0,0,2,2,0,0,1,4,0,0,0,1,1,1,50
Toni Fuidias,Girona,ESP,GK,22,0,0,0,0,0,0,0,0,0,,,0,,,,
Ibrahima Kebe,Girona,MLI,MF,22,1,0,0,4,5,1,0,6,7,0,0,0,5,3,2,60
Iker Almena,Girona,ESP,FW,19,0,0,0,1,0,0,3,0,2,,,0,,,,
Jastin García,Girona,ESP,FW,19,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,
Toni Villa,Girona,ESP,FW,28,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,
Silvi Clúa,Girona,ESP,MF,18,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,
Harry Kane,Bayern Munich,ENG,FW,30,3,0,0,24,64,17,35,7,16,0,0,0,85,53,53,50
Joshua Kimmich,Bayern Munich,GER,"MF,DF",28,3,1,0,24,37,3,291,26,52,0,1,0,198,10,21,32.3
Leroy Sané,Bayern Munich,GER,FW,27,5,0,0,37,30,14,115,10,19,1,0,0,146,3,5,37.5
Leon Goretzka,Bayern Munich,GER,"MF,DF",28,5,0,0,37,20,3,10,54,34,0,0,0,221,44,38,53.7
Alphonso Davies,Bayern Munich,CAN,DF,22,3,0,0,25,36,5,40,33,34,0,1,0,228,17,14,54.8
Manuel Neuer,Bayern Munich,GER,GK,37,1,0,0,1,4,0,0,0,1,0,1,0,38,9,3,75
Jamal Musiala,Bayern Munich,GER,"MF,FW",20,3,0,0,38,63,3,16,28,39,1,0,0,136,8,17,32
Kim Min-jae,Bayern Munich,KOR,DF,26,4,0,0,25,3,1,2,63,29,0,1,0,190,87,46,65.4
Konrad Laimer,Bayern Munich,AUT,"MF,DF",26,5,0,0,54,22,2,41,28,58,0,0,0,156,16,24,40
Dayot Upamecano,Bayern Munich,FRA,DF,24,4,2,1,31,11,3,3,27,33,0,2,0,190,52,31,62.7
Thomas Müller,Bayern Munich,GER,MF,33,0,0,0,15,25,18,68,4,20,1,1,0,64,30,31,49.2
Noussair Mazraoui,Bayern Munich,MAR,DF,25,4,0,0,19,14,1,29,28,34,0,0,0,94,30,27,52.6
Matthijs de Ligt,Bayern Munich,NED,DF,23,5,0,0,17,13,0,3,24,18,0,0,0,90,51,32,61.4
Kingsley Coman,Bayern Munich,FRA,FW,27,1,0,0,10,34,5,96,2,9,0,0,0,71,12,6,66.7
Eric Dier,Bayern Munich,ENG,DF,29,1,0,0,13,9,1,7,16,13,0,0,0,89,39,20,66.1
Raphaël Guerreiro,Bayern Munich,POR,"DF,FW",29,2,0,0,5,10,0,52,21,18,0,0,0,74,3,5,37.5
Mathys Tel,Bayern Munich,FRA,"FW,MF",18,2,0,0,22,20,3,23,11,7,0,0,0,53,14,14,50
Aleksandar Pavlovic,Bayern Munich,GER,MF,19,6,0,0,23,18,0,19,20,16,0,0,0,87,14,15,48.3
Sven Ulreich,Bayern Munich,GER,GK,34,2,0,0,0,0,0,0,0,1,0,0,0,20,2,0,100
Eric Maxim Choupo-Moting,Bayern Munich,CMR,"FW,MF",34,2,0,0,13,11,2,12,7,14,0,0,0,44,17,11,60.7
Serge Gnabry,Bayern Munich,GER,FW,28,0,0,0,6,5,2,17,3,8,1,0,0,36,4,3,57.1
Bouna Sarr,Bayern Munich,SEN,DF,31,0,0,0,0,2,0,4,1,1,0,0,0,5,1,1,50
Frans Krätzig,Bayern Munich,GER,DF,20,0,0,0,3,1,1,1,2,2,0,0,0,6,0,0,
Bryan Zaragoza,Bayern Munich,ESP,MF,22,1,0,0,2,1,1,10,2,4,0,0,0,4,1,0,100
Lovro Zvonarek,Bayern Munich,CRO,"FW,MF",18,0,0,0,3,0,1,1,0,0,0,0,0,6,2,5,28.6
Sacha Boey,Bayern Munich,FRA,DF,22,1,0,0,6,3,0,0,1,0,0,0,0,6,1,2,33.3
Daniel Peretz,Bayern Munich,ISR,GK,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Benjamin Pavard,Bayern Munich,FRA,DF,27,1,0,0,1,0,0,3,0,1,,,,,,,
Taichi Fukui,Bayern Munich,JPN,MF,19,0,0,0,0,0,0,2,1,1,,,0,,,,
Matteo Perez Vinlöf,Bayern Munich,SWE,FW,17,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,
Ryan Gravenberch,Bayern Munich,NED,FW,21,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Jonathan Asp Jensen,Bayern Munich,DEN,FW,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jan Oblak,Atlético Madrid,SVN,GK,30,1,0,0,0,3,0,0,0,0,0,0,1,34,10,0,100
Axel Witsel,Atlético Madrid,BEL,"DF,MF",34,6,0,0,36,35,1,5,35,33,0,0,0,194,65,35,65
Antoine Griezmann,Atlético Madrid,FRA,"FW,MF",32,7,0,0,27,36,17,192,19,29,0,0,0,137,23,36,39
Mario Hermoso,Atlético Madrid,ESP,DF,28,15,0,0,47,28,1,61,39,38,1,0,1,211,53,38,58.2
Koke,Atlético Madrid,ESP,MF,31,9,0,0,34,32,0,20,24,67,0,0,0,245,16,26,38.1
Marcos Llorente,Atlético Madrid,ESP,"MF,DF",28,6,0,0,38,38,21,103,22,36,0,0,0,147,18,37,32.7
Rodrigo De Paul,Atlético Madrid,ARG,MF,29,11,1,1,43,88,2,76,17,32,0,0,0,190,5,4,55.6
Nahuel Molina,Atlético Madrid,ARG,DF,25,5,1,0,29,21,10,144,21,45,1,0,0,168,9,16,36
Samuel Lino,Atlético Madrid,BRA,DF,23,4,0,0,37,76,11,63,20,49,1,0,0,174,10,23,30.3
Álvaro Morata,Atlético Madrid,ESP,FW,30,7,1,1,64,50,46,16,2,14,2,0,0,74,56,47,54.4
Stefan Savić,Atlético Madrid,MNE,DF,32,9,1,1,32,9,1,4,42,25,0,0,0,92,53,39,57.6
José María Giménez,Atlético Madrid,URU,DF,28,8,0,0,27,6,0,1,21,15,0,0,0,67,43,35,55.1
Saúl Ñíguez,Atlético Madrid,ESP,MF,28,11,1,1,53,20,5,26,23,50,0,0,0,100,56,40,58.3
Ángel Correa,Atlético Madrid,ARG,"FW,MF",28,4,0,0,30,39,20,47,2,18,0,0,0,76,7,18,28
Rodrigo Riquelme,Atlético Madrid,ESP,DF,23,1,0,0,13,40,10,86,12,27,0,1,0,120,5,19,20.8
Pablo Barrios,Atlético Madrid,ESP,MF,20,5,0,0,27,28,0,21,37,30,0,0,0,112,17,23,42.5
César Azpilicueta,Atlético Madrid,ESP,DF,33,7,0,0,35,13,1,13,23,21,0,0,0,89,24,28,46.2
Memphis,Atlético Madrid,NED,FW,29,2,0,0,16,24,13,15,2,4,0,0,0,33,6,14,30
Reinildo Mandava,Atlético Madrid,MOZ,DF,29,3,0,0,15,8,0,7,19,23,0,0,0,56,12,10,54.5
Gabriel Paulista,Atlético Madrid,BRA,DF,32,1,0,0,4,0,0,0,4,5,0,0,0,19,13,6,68.4
Javi Galán,Atlético Madrid,ESP,DF,28,2,0,0,6,8,0,12,6,9,0,0,0,12,4,3,57.1
Yannick Carrasco,Atlético Madrid,BEL,DF,29,0,0,0,2,2,1,8,1,4,0,0,0,15,0,1,0
Çağlar Söyüncü,Atlético Madrid,TUR,DF,27,1,1,0,5,1,1,0,2,1,0,1,0,12,2,2,50
Thomas Lemar,Atlético Madrid,FRA,MF,27,0,0,0,3,2,0,6,0,1,0,0,0,5,0,2,0
Arthur Vermeeren,Atlético Madrid,BEL,MF,18,2,0,0,7,1,0,0,6,0,0,0,0,14,1,6,14.3
Salim El Jebari,Atlético Madrid,MAR,MF,19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0
Abdellah Raihani,Atlético Madrid,MAR,FW,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Ilias Kostis,Atlético Madrid,GRE,FW,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Theo Hernández,Milan,FRA,DF,25,13,1,0,48,70,2,110,35,28,1,1,0,228,38,21,64.4
Tijjani Reijnders,Milan,NED,MF,25,9,0,0,30,26,1,53,29,32,0,0,0,170,9,23,28.1
Mike Maignan,Milan,FRA,GK,28,3,1,0,1,9,0,0,1,0,0,0,0,50,10,1,90.9
Christian Pulisic,Milan,USA,FW,24,3,0,0,27,61,7,147,10,35,1,0,0,132,19,36,34.5
Rafael Leão,Milan,POR,FW,24,8,0,0,32,70,18,140,13,14,2,1,0,103,35,26,57.4
Olivier Giroud,Milan,FRA,FW,36,2,1,0,44,36,17,3,7,14,0,1,0,40,80,70,53.3
Davide Calabria,Milan,ITA,DF,26,8,2,1,36,29,1,53,33,60,0,2,0,130,17,32,34.7
Ruben Loftus-Cheek,Milan,ENG,MF,27,6,0,0,53,59,1,22,12,23,1,0,0,120,56,34,62.2
Fikayo Tomori,Milan,ENG,DF,25,12,1,1,35,12,1,4,37,34,0,1,0,144,40,35,53.3
Yunus Musah,Milan,USA,MF,20,9,0,0,37,29,3,38,13,20,0,0,0,104,18,25,41.9
Malick Thiaw,Milan,GER,DF,21,6,1,0,42,9,0,0,18,21,0,1,1,90,46,36,56.1
Alessandro Florenzi,Milan,ITA,DF,32,8,0,0,15,12,2,151,24,28,0,0,0,121,10,18,35.7
Yacine Adli,Milan,FRA,MF,23,5,0,0,32,14,1,76,25,26,0,1,0,111,18,16,52.9
Matteo Gabbia,Milan,ITA,DF,23,7,0,0,39,8,0,1,10,26,0,0,0,86,51,26,66.2
Simon Kjær,Milan,DEN,DF,34,1,0,0,13,3,0,2,17,16,1,1,0,64,31,21,59.6
Samuel Chukwueze,Milan,NGA,FW,24,1,0,0,10,17,10,35,7,11,0,0,0,70,10,19,34.5
Ismaël Bennacer,Milan,ALG,MF,25,2,0,0,22,31,1,33,13,23,0,0,0,88,13,20,39.4
Luka Jović,Milan,SRB,"FW,MF",25,4,1,0,13,17,2,3,1,5,0,1,0,29,25,22,53.2
Noah Okafor,Milan,SUI,FW,23,1,0,0,14,11,2,24,0,4,0,0,0,30,8,13,38.1
Rade Krunić,Milan,BIH,"MF,DF",29,5,0,0,12,14,0,10,14,10,0,0,0,54,13,6,68.4
Marco Sportiello,Milan,ITA,GK,31,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,
Pierre Kalulu,Milan,FRA,DF,23,1,0,0,3,3,0,5,3,1,0,0,0,21,3,8,27.3
Tommaso Pobega,Milan,ITA,MF,24,0,0,0,10,8,0,0,7,10,0,0,0,32,6,5,54.5
Antonio Mirante,Milan,ITA,GK,40,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,100
Jan-Carlo Simic,Milan,SRB,DF,18,0,0,0,4,0,0,0,3,1,0,0,0,4,2,2,50
Alejandro Jiménez,Milan,ESP,DF,18,1,0,0,5,2,0,4,0,4,0,0,0,2,0,0,
Luka Romero,Milan,ARG,"FW,MF",18,1,0,0,5,4,0,6,0,1,0,0,0,5,1,1,50
Filippo Terracciano,Milan,ITA,"DF,FW",20,1,0,0,3,2,0,1,0,6,0,1,0,6,1,0,100
Chaka Traorè,Milan,CIV,MF,18,0,0,0,3,4,1,1,0,2,0,0,0,2,0,1,0
Davide Bartesaghi,Milan,ITA,FW,17,0,0,0,1,1,0,0,0,1,0,0,0,2,3,1,75
Marco Pellegrino,Milan,,DF,,0,0,0,0,0,0,0,1,1,0,0,0,5,1,1,50
Kevin Zeroli,Milan,ITA,MF,18,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,50
Mattia Caldara,Milan,ITA,DF,29,0,0,0,0,0,0,0,1,1,0,0,0,3,2,0,100
Francesco Camarda,Milan,ITA,FW,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
Lapo Nava,Milan,ITA,GK,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Youssouf Fofana,Monaco,FRA,MF,24,3,0,0,41,34,2,14,38,41,0,1,1,230,17,16,51.5
Wissam Ben Yedder,Monaco,FRA,FW,32,3,0,0,12,21,34,9,8,4,0,0,0,72,15,28,34.9
Denis Zakaria,Monaco,SUI,"MF,DF",26,14,2,2,35,14,0,9,52,35,0,1,0,165,10,14,41.7
Aleksandr Golovin,Monaco,RUS,"MF,FW",27,8,1,0,28,40,4,123,21,33,1,0,0,133,12,18,40
Wilfried Singo,Monaco,CIV,DF,22,8,1,0,36,37,2,21,51,25,0,0,1,199,63,29,68.5
Takumi Minamino,Monaco,JPN,MF,28,4,0,0,31,33,5,32,11,19,2,0,0,115,6,13,31.6
Philipp Köhn,Monaco,SUI,GK,25,0,0,0,0,1,0,0,1,1,0,0,0,26,3,0,100
Guillermo Maripán,Monaco,CHI,DF,29,0,1,0,22,6,1,0,33,10,0,0,0,81,47,38,55.3
Vanderson,Monaco,BRA,DF,22,6,1,1,48,18,2,58,38,51,0,0,0,126,12,25,32.4
Folarin Balogun,Monaco,USA,FW,22,1,0,0,36,38,16,8,3,4,1,0,0,48,8,33,19.5
Maghnes Akliouche,Monaco,FRA,"MF,FW",21,7,0,0,37,33,2,59,9,26,0,0,0,110,4,19,17.4
Thilo Kehrer,Monaco,GER,DF,26,5,1,1,21,7,0,4,34,34,0,1,0,61,22,20,52.4
Ismail Jakobs,Monaco,SEN,DF,23,0,0,0,27,18,3,77,11,41,0,0,0,75,38,30,55.9
Soungoutou Magassa,Monaco,FRA,"DF,MF",19,7,0,0,32,14,1,3,22,28,0,1,0,112,24,17,58.5
Radosław Majecki,Monaco,POL,GK,23,2,0,0,0,3,0,0,0,0,0,0,0,16,4,1,80
Krépin Diatta,Monaco,SEN,"DF,FW",24,2,0,0,18,24,1,39,16,20,0,0,0,80,30,19,61.2
Mohammed Salisu,Monaco,GHA,DF,24,2,0,0,12,5,1,1,22,13,0,0,0,65,36,21,63.2
Mohamed Camara,Monaco,MLI,MF,23,4,0,0,25,23,0,1,11,21,0,0,0,85,7,8,46.7
Kassoum Ouattara,Monaco,FRA,"DF,FW",18,3,0,0,12,10,0,44,15,14,0,0,0,37,16,7,69.6
Caio Henrique Oliveira Silva,Monaco,BRA,DF,26,0,0,0,2,2,1,36,6,7,0,0,0,37,2,5,28.6
Eliesse Ben Seghir,Monaco,MAR,"MF,FW",18,0,1,0,6,19,1,13,2,6,1,0,0,19,5,8,38.5
Chrislain Matsima,Monaco,FRA,DF,21,2,0,0,10,2,0,0,7,7,0,1,0,23,10,8,55.6
Edan Diop,Monaco,FRA,"MF,DF",18,3,0,0,11,3,0,3,1,8,0,1,0,11,3,2,60
Breel Embolo,Monaco,SUI,FW,26,0,0,0,3,7,3,1,1,3,0,0,0,3,1,8,11.1
Myron Boadu,Monaco,NED,FW,22,0,0,0,5,3,1,0,0,2,0,0,0,3,1,6,14.3
Mamadou Coulibaly,Monaco,FRA,MF,19,0,0,0,3,2,0,1,0,4,0,0,0,3,2,0,100
Eliot Matazo,Monaco,BEL,MF,21,2,0,0,5,1,0,1,3,1,0,0,0,12,4,1,80
Saïmon Bouabré,Monaco,FRA,MF,17,0,0,0,1,2,1,0,0,2,0,0,0,0,0,0,
Antonin Cartillier,Monaco,FRA,DF,19,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
Lucas Michal,Monaco,FRA,FW,18,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
David Raum,RB Leipzig,GER,DF,25,8,0,0,35,19,7,394,37,53,0,0,0,197,29,26,52.7
Xavi Simons,RB Leipzig,NED,"MF,FW",20,12,1,1,38,100,1,99,21,20,2,0,0,210,25,22,53.2
Loïs Openda,RB Leipzig,BEL,FW,23,5,0,0,44,77,40,39,5,4,1,1,0,75,24,36,40
Xaver Schlager,RB Leipzig,AUT,MF,25,10,0,0,49,34,2,18,25,68,0,0,0,249,27,20,57.4
Benjamin Henrichs,RB Leipzig,GER,"DF,MF",26,7,0,0,35,45,3,78,41,57,0,2,1,199,25,29,46.3
Castello Lukeba,RB Leipzig,FRA,DF,20,5,0,0,15,28,1,6,31,17,0,0,0,188,39,31,55.7
Mohamed Simakan,RB Leipzig,FRA,DF,23,12,0,0,47,35,4,24,39,38,1,1,0,143,73,47,60.8
Janis Blaswich,RB Leipzig,GER,GK,32,0,0,0,0,2,0,0,0,1,0,0,0,47,8,2,80
Benjamin Šeško,RB Leipzig,SVN,FW,20,1,0,0,20,14,24,6,4,6,0,0,0,39,46,40,53.5
Lukas Klostermann,RB Leipzig,GER,DF,27,3,0,0,12,6,1,8,21,15,0,0,0,100,19,34,35.8
Amadou Haidara,RB Leipzig,MLI,"MF,DF",25,5,0,0,21,17,2,5,25,34,1,0,0,115,37,21,63.8
Willi Orban,RB Leipzig,HUN,DF,30,3,0,0,18,12,0,2,18,15,0,0,0,95,59,29,67
Kevin Kampl,RB Leipzig,SVN,MF,32,4,0,0,19,8,0,11,15,15,0,1,0,125,5,13,27.8
Dani Olmo,RB Leipzig,ESP,MF,25,1,0,0,23,25,1,25,13,20,0,0,0,87,11,21,34.4
Yussuf Poulsen,RB Leipzig,DEN,"FW,MF",29,4,1,1,36,38,4,6,6,11,1,0,0,52,23,40,36.5
Péter Gulácsi,RB Leipzig,HUN,GK,33,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,100
Christoph Baumgartner,RB Leipzig,AUT,MF,23,3,0,0,32,33,2,9,9,15,1,0,0,44,25,32,43.9
Nicolas Seiwald,RB Leipzig,AUT,MF,22,1,0,0,11,1,0,8,15,26,0,0,1,64,7,9,43.8
Emil Forsberg,RB Leipzig,SWE,"MF,FW",31,1,0,0,6,11,2,14,4,7,0,0,0,33,3,7,30
Timo Werner,RB Leipzig,GER,"FW,MF",27,0,0,0,3,4,0,9,1,2,0,0,0,8,0,2,0
Fabio Carvalho,RB Leipzig,POR,MF,20,0,0,0,4,9,1,7,1,3,0,0,0,17,3,4,42.9
Elif Elmas,RB Leipzig,MKD,MF,23,0,0,0,5,5,0,0,2,6,0,0,0,10,0,2,0
Christopher Lenz,RB Leipzig,GER,DF,28,1,0,0,3,2,0,14,4,9,0,0,0,7,2,2,50
El Chadaille Bitshiabu,RB Leipzig,FRA,DF,18,0,0,0,0,0,0,2,1,0,0,0,0,6,0,3,0
Jonathan Norbye,RB Leipzig,NOR,MF,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nuha Jatta,RB Leipzig,GAM,MF,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gleison Bremer,Juventus,BRA,DF,26,10,0,0,64,19,2,1,45,47,0,1,0,196,102,56,64.6
Manuel Locatelli,Juventus,ITA,MF,25,8,0,0,43,28,2,13,33,51,0,0,0,171,26,15,63.4
Wojciech Szczęsny,Juventus,POL,GK,33,1,0,0,1,2,0,0,1,0,0,1,0,38,3,1,75
Adrien Rabiot,Juventus,FRA,MF,28,8,0,0,48,42,7,48,33,42,0,0,0,150,54,40,57.4
Federico Gatti,Juventus,ITA,DF,25,9,0,0,44,20,0,22,23,23,1,0,2,116,50,31,61.7
Weston McKennie,Juventus,USA,"MF,DF",24,6,0,0,26,14,6,66,20,31,0,0,0,115,37,34,52.1
Danilo,Juventus,BRA,DF,32,7,0,0,29,18,1,20,48,46,0,0,0,142,37,27,57.8
Andrea Cambiaso,Juventus,ITA,"DF,FW",23,10,0,0,41,22,5,89,13,35,1,0,0,124,13,16,44.8
Dušan Vlahović,Juventus,SRB,FW,23,9,1,1,33,39,16,9,2,6,0,0,0,60,37,53,41.1
Federico Chiesa,Juventus,ITA,FW,25,1,0,0,16,42,7,132,7,16,1,0,0,62,0,9,0
Filip Kostić,Juventus,SRB,DF,30,3,0,0,21,23,7,196,11,25,0,0,0,73,11,17,39.3
Timothy Weah,Juventus,USA,"DF,FW",23,6,0,0,18,8,3,42,5,20,0,0,0,58,10,13,43.5
Daniele Rugani,Juventus,ITA,DF,29,2,0,0,17,3,0,1,9,9,0,0,0,44,25,24,51
Fabio Miretti,Juventus,ITA,MF,19,3,0,0,22,34,1,34,9,14,0,0,0,73,3,12,20
Kenan Yıldız,Juventus,TUR,"FW,MF",18,3,0,0,12,23,1,17,1,9,0,0,0,40,16,23,41
Arkadiusz Milik,Juventus,POL,FW,29,2,1,0,25,33,13,5,5,5,0,0,0,31,24,32,42.9
Samuel Iling-Junior,Juventus,ENG,"DF,MF",19,1,0,0,18,5,1,49,6,14,0,0,0,40,9,3,75
Alex Sandro,Juventus,BRA,DF,32,1,0,0,17,12,0,6,16,9,0,0,0,34,12,9,57.1
Mattia Perin,Juventus,ITA,GK,30,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,
Moise Kean,Juventus,ITA,FW,23,2,0,0,13,13,7,2,2,5,0,0,0,18,10,6,62.5
Nicolò Fagioli,Juventus,ITA,MF,22,1,0,0,3,5,1,19,4,3,0,0,0,23,1,0,100
Carlos Alcaraz,Juventus,ARG,MF,20,0,0,0,5,5,0,1,5,6,0,0,0,17,2,9,18.2
Hans Nicolussi Caviglia,Juventus,ITA,MF,23,1,0,0,3,13,0,21,0,3,0,0,0,18,2,2,50
Paul Pogba,Juventus,FRA,MF,30,0,0,0,3,1,0,1,1,1,0,0,0,4,1,0,100
Joseph Nonge,Juventus,BEL,MF,18,1,0,0,3,3,0,0,0,0,0,1,0,1,1,0,100
Mattia De Sciglio,Juventus,ITA,DF,30,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,
Carlo Pinsoglio,Juventus,ITA,GK,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Tiago Djaló,Juventus,POR,DF,23,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Dean Huijsen,Juventus,ESP,DF,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Nikola Sekulov,Juventus,ITA,FW,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Leonardo Cerri,Juventus,ITA,DF,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nico Schlotterbeck,Dortmund,GER,DF,23,10,0,0,29,44,0,13,57,69,1,1,1,311,68,50,57.6
Gregor Kobel,Dortmund,SUI,GK,25,1,0,0,2,5,0,0,0,0,0,2,0,51,6,0,100
Niclas Füllkrug,Dortmund,GER,FW,30,1,0,0,38,52,20,6,3,3,0,0,0,63,121,140,46.4
Julian Brandt,Dortmund,GER,"MF,FW",27,2,0,0,10,18,6,246,12,27,0,0,0,162,16,37,30.2
Emre Can,Dortmund,GER,"MF,DF",29,10,0,0,46,35,0,4,36,62,0,0,0,205,31,28,52.5
Marcel Sabitzer,Dortmund,AUT,MF,29,5,1,0,27,41,1,43,20,32,0,0,0,131,8,25,24.2
