Player Name,Club Name,Country,Position,Age,90s,"PassesCompleted	",InGamePasses,SetPiecesPasses,FreeKickPasses,ThroughBalls,Switches,Crosses,ThrowInsTaken,CornersTaken,InswingingCorners,OutswingingCorners,StraightCorners,PassesCompleted,PassesOffside,PassesBlocked
Thiago Alcántara,Liverpool,ESP,MF,32,0.1,10,9,1,1,0,0,0,0,0,0,0,0,7,0,0
Waldemar Anton,Stuttgart,GER,DF,27,36.1,2624,2511,109,51,6,9,16,29,0,0,0,0,2330,4,16
Alexander Nübel,Stuttgart,GER,GK,26,34,1218,1056,159,47,0,1,0,0,0,0,0,0,998,3,0
Atakan Karazor,Stuttgart,GER,MF,26,33.1,1900,1820,75,73,5,2,5,2,0,0,0,0,1698,5,34
Angelo Stiller,Stuttgart,GER,MF,22,32.9,2637,2448,188,91,12,9,83,8,66,32,15,0,2346,1,19
Chris Führich,Stuttgart,GER,"FW,MF",25,32.2,1370,1235,131,29,7,10,113,41,61,31,7,0,1112,4,34
Hiroki Ito,Stuttgart,JPN,DF,24,27.8,2066,1926,135,28,3,9,30,70,0,0,0,0,1833,5,15
Enzo Millot,Stuttgart,FRA,"MF,FW",21,27.5,1456,1408,47,12,12,3,42,7,13,5,3,0,1238,1,38
Serhou Guirassy,Stuttgart,GUI,FW,27,26.4,777,752,21,1,9,1,1,3,0,0,0,0,629,4,17
Deniz Undav,Stuttgart,GER,"FW,MF",27,25.9,799,758,32,2,18,3,8,12,0,0,0,0,595,9,43
Maximilian Mittelstädt,Stuttgart,GER,DF,26,25.3,1708,1520,184,15,3,4,110,155,14,4,5,0,1447,4,32
Dan-Axel Zagadou,Stuttgart,FRA,DF,24,19.1,1361,1320,40,20,1,4,0,2,0,0,0,0,1179,1,1
Jamie Leweling,Stuttgart,GER,"FW,MF",22,18.3,599,580,19,1,2,2,52,16,1,0,0,0,470,0,22
Josha Vagnoman,Stuttgart,GER,DF,22,15,615,526,87,5,0,3,24,82,0,0,0,0,516,2,13
Pascal Stenzel,Stuttgart,GER,DF,27,13.5,824,694,128,23,2,17,29,103,2,0,2,0,715,2,13
Anthony Rouault,Stuttgart,FRA,DF,22,12.4,931,881,49,17,2,5,4,28,0,0,0,0,824,1,12
Silas Katompa,Stuttgart,COD,"FW,MF",24,11.2,279,276,3,1,5,1,29,2,0,0,0,0,210,0,18
Jeong Woo-yeong,Stuttgart,KOR,"MF,FW",23,8.1,326,320,5,0,0,2,10,1,4,1,0,0,275,1,7
Leonidas Stergiou,Stuttgart,SUI,DF,21,7.1,364,319,43,3,0,2,14,40,0,0,0,0,308,2,4
Fabian Bredlow,Stuttgart,GER,GK,28,4,179,158,21,10,0,0,0,0,0,0,0,0,136,0,0
Mahmoud Dahoud,Stuttgart,GER,MF,27,2.7,235,229,5,3,1,2,7,0,2,1,1,0,205,1,3
Lilian Egloff,Stuttgart,GER,"MF,DF",20,1.3,41,40,1,0,0,0,1,0,0,0,0,0,32,0,1
Wataru Endo,Stuttgart,JPN,MF,30,1,,,,,,,0,,,,,,,,
Roberto Massimo,Stuttgart,GER,"FW,DF",22,1,39,34,5,0,0,0,0,5,0,0,0,0,30,0,5
Borna Sosa,Stuttgart,CRO,"FW,DF",25,0.5,43,37,6,2,0,1,12,1,3,2,1,0,27,0,2
Jovan Milošević,Stuttgart,SRB,"FW,MF",18,0.5,13,12,1,0,0,0,0,1,0,0,0,0,8,0,1
Luca Raimund,Stuttgart,GER,"FW,MF",18,0.3,23,23,0,0,0,0,1,0,0,0,0,0,16,0,0
Genki Haraguchi,Stuttgart,JPN,MF,32,0.3,18,18,0,0,0,0,0,0,0,0,0,0,14,0,0
Samuele Di Benedetto,Stuttgart,GER,MF,18,0.1,11,11,0,0,0,0,0,0,0,0,0,0,10,0,0
Paulo Gazzaniga,Girona,ARG,GK,31,38,1391,1065,321,75,1,5,0,0,0,0,0,0,1094,5,1
Miguel Gutiérrez,Girona,ESP,DF,22,37.4,1855,1586,263,28,9,3,107,235,0,0,0,0,1595,6,33
Aleix García,Girona,ESP,MF,26,36.9,2935,2673,254,119,5,87,198,11,122,50,52,1,2567,8,24
Sávio,Girona,BRA,"FW,MF",19,35.9,1064,1042,17,2,1,9,142,11,4,3,0,0,812,5,42
Daley Blind,Girona,NED,DF,33,35.7,2585,2465,97,69,0,18,25,21,2,0,1,0,2304,23,27
Iván Martín,Girona,ESP,MF,24,32.4,1628,1583,37,20,2,4,12,6,0,0,0,0,1487,8,19
Eric García,Girona,ESP,DF,22,29.7,2306,2123,175,71,7,18,10,95,0,0,0,0,2064,8,20
Artem Dovbyk,Girona,UKR,FW,26,29.6,392,359,28,0,2,2,1,0,0,0,0,0,277,5,16
Yan Couto,Girona,BRA,"DF,FW",21,27.6,1354,1181,170,24,5,4,136,145,1,0,0,0,1057,3,47
Viktor Tsyhankov,Girona,UKR,"MF,FW",25,25,920,861,50,15,5,3,82,8,27,8,11,0,726,9,25
Yangel Herrera,Girona,VEN,MF,25,24.6,1137,1110,22,7,1,6,30,2,0,0,0,0,972,5,14
David López,Girona,ESP,DF,33,21.8,1582,1499,81,33,0,3,0,2,0,0,0,0,1468,2,4
Arnau Martinez,Girona,ESP,DF,20,17.4,834,731,101,25,2,3,11,76,0,0,0,0,751,2,8
Portu,Girona,ESP,"MF,FW",31,17.2,308,291,14,1,4,0,25,0,2,0,2,0,232,3,15
Cristhian Stuani,Girona,URU,FW,36,13.8,115,101,14,1,1,0,1,0,0,0,0,0,84,0,2
Juanpe,Girona,ESP,DF,32,11.8,550,528,22,15,0,4,2,1,0,0,0,0,500,0,1
Valery Fernández,Girona,ESP,"MF,FW",23,9.3,221,211,10,0,1,0,19,10,0,0,0,0,188,0,4
Pablo Torre,Girona,ESP,"MF,FW",20,9.1,429,416,11,5,8,3,19,0,1,0,1,0,356,2,8
Jhon Solis,Girona,COL,MF,18,7.8,225,222,3,2,2,0,0,1,0,0,0,0,191,0,3
Juan Carlos,Girona,ESP,GK,35,3,,,,,,,0,,,,,,,,
Antal Yaakobishvili,Girona,HUN,DF,19,2.2,42,42,0,0,0,0,0,0,0,0,0,0,37,0,0
Bernardo Espinosa,Girona,COL,DF,34,2,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0
Toni Fuidias,Girona,ESP,GK,22,2,,,,,,,0,,,,,,,,
Ibrahima Kebe,Girona,MLI,MF,22,1.4,8,7,1,1,0,0,0,0,0,0,0,0,5,0,0
Iker Almena,Girona,ESP,FW,19,0.6,,,,,,,3,,,,,,,,
Jastin García,Girona,ESP,FW,19,0.4,11,11,0,0,0,0,1,0,0,0,0,0,7,0,1
Toni Villa,Girona,ESP,FW,28,0.1,9,7,1,1,0,0,0,0,0,0,0,0,7,1,0
Silvi Clúa,Girona,ESP,MF,18,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
Harry Kane,Bayern Munich,ENG,FW,30,43.6,889,837,47,11,21,17,35,10,2,1,0,0,627,5,39
Joshua Kimmich,Bayern Munich,GER,"MF,DF",28,38.7,3218,2810,391,110,17,22,291,108,173,62,82,4,2769,17,30
Leroy Sané,Bayern Munich,GER,FW,27,35.7,1438,1312,120,14,9,6,115,11,72,33,30,0,1148,6,42
Leon Goretzka,Bayern Munich,GER,"MF,DF",28,34.5,2288,2224,60,43,12,13,10,11,0,0,0,0,2055,4,29
Alphonso Davies,Bayern Munich,CAN,DF,22,33.5,2113,1858,254,40,4,3,40,213,1,1,0,0,1846,1,38
Manuel Neuer,Bayern Munich,GER,GK,37,32.8,1222,1056,166,37,0,4,0,1,0,0,0,0,1051,0,0
Jamal Musiala,Bayern Munich,GER,"MF,FW",20,31.6,1130,1095,29,3,16,3,16,11,1,0,0,0,934,6,50
Kim Min-jae,Bayern Munich,KOR,DF,26,30.7,2748,2654,89,27,4,18,2,9,0,0,0,0,2549,5,12
Konrad Laimer,Bayern Munich,AUT,"MF,DF",26,30.2,1915,1754,155,32,7,5,41,116,4,0,0,0,1687,6,37
Dayot Upamecano,Bayern Munich,FRA,DF,24,26.1,2355,2315,38,25,1,12,3,12,0,0,0,0,2183,2,21
Thomas Müller,Bayern Munich,GER,MF,33,24.1,987,939,46,3,9,4,68,37,0,0,0,0,739,2,32
Noussair Mazraoui,Bayern Munich,MAR,DF,25,22,1406,1245,158,19,2,0,29,139,0,0,0,0,1236,3,28
Matthijs de Ligt,Bayern Munich,NED,DF,23,21.4,1503,1472,29,23,0,4,3,2,0,0,0,0,1400,2,7
Kingsley Coman,Bayern Munich,FRA,FW,27,19.2,883,859,19,2,1,10,96,8,4,0,0,0,714,5,23
Eric Dier,Bayern Munich,ENG,DF,29,18,1541,1462,75,29,0,17,7,3,0,0,0,0,1400,4,6
Raphaël Guerreiro,Bayern Munich,POR,"DF,FW",29,17.9,1294,1203,89,13,1,0,52,60,16,3,10,0,1116,2,24
Mathys Tel,Bayern Munich,FRA,"FW,MF",18,16,479,455,21,1,2,2,23,12,2,0,0,0,395,3,15
Aleksandar Pavlovic,Bayern Munich,GER,MF,19,15.9,1154,1113,35,19,0,9,19,2,14,3,9,0,1067,6,4
Sven Ulreich,Bayern Munich,GER,GK,34,15,532,450,82,16,0,1,0,0,0,0,0,0,442,0,0
Eric Maxim Choupo-Moting,Bayern Munich,CMR,"FW,MF",34,10.4,299,288,11,0,3,0,12,0,0,0,0,0,246,0,14
Serge Gnabry,Bayern Munich,GER,FW,28,8.5,277,267,9,0,4,1,17,6,1,1,0,0,228,1,6
Bouna Sarr,Bayern Munich,SEN,DF,31,2.3,111,99,12,1,0,0,4,11,0,0,0,0,99,0,1
Frans Krätzig,Bayern Munich,GER,DF,20,2.2,59,53,6,0,1,1,1,6,0,0,0,0,53,0,0
Bryan Zaragoza,Bayern Munich,ESP,MF,22,2,82,78,4,0,0,2,10,1,2,0,1,0,60,0,6
Lovro Zvonarek,Bayern Munich,CRO,"FW,MF",18,1.8,60,59,1,0,1,0,1,0,0,0,0,0,50,0,2
Sacha Boey,Bayern Munich,FRA,DF,22,1.2,69,52,17,2,0,0,0,15,0,0,0,0,58,0,2
Daniel Peretz,Bayern Munich,ISR,GK,23,1.2,17,15,2,0,0,0,0,0,0,0,0,0,12,0,0
Benjamin Pavard,Bayern Munich,FRA,DF,27,0.5,,,,,,,3,,,,,,,,
Taichi Fukui,Bayern Munich,JPN,MF,19,0.3,,,,,,,2,,,,,,,,
Matteo Perez Vinlöf,Bayern Munich,SWE,FW,17,0.2,13,10,3,1,0,0,1,2,0,0,0,0,11,0,0
Ryan Gravenberch,Bayern Munich,NED,FW,21,0.1,7,7,0,0,0,0,0,0,0,0,0,0,5,0,1
Jonathan Asp Jensen,Bayern Munich,DEN,FW,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan Oblak,Atlético Madrid,SVN,GK,30,55,1304,873,428,81,1,0,0,0,0,0,0,0,975,3,0
Axel Witsel,Atlético Madrid,BEL,"DF,MF",34,46.4,2399,2314,80,66,0,5,5,8,0,0,0,0,2223,5,11
Antoine Griezmann,Atlético Madrid,FRA,"FW,MF",32,43.4,1895,1662,222,46,17,22,192,4,128,40,56,1,1475,11,43
Mario Hermoso,Atlético Madrid,ESP,DF,28,42.2,2679,2413,258,78,3,64,61,174,0,0,0,0,2298,8,29
Koke,Atlético Madrid,ESP,MF,31,42,2935,2836,85,78,18,36,20,2,5,0,1,0,2636,14,25
Marcos Llorente,Atlético Madrid,ESP,"MF,DF",28,39.9,1548,1449,95,1,3,4,103,94,0,0,0,0,1242,4,52
Rodrigo De Paul,Atlético Madrid,ARG,MF,29,35.5,1960,1854,88,60,27,19,76,13,15,4,5,0,1621,18,31
Nahuel Molina,Atlético Madrid,ARG,DF,25,33.5,1931,1622,297,20,1,17,144,258,19,7,12,0,1421,12,58
Samuel Lino,Atlético Madrid,BRA,DF,23,33.1,1271,1204,61,6,5,10,63,52,3,0,0,0,1041,6,41
Álvaro Morata,Atlético Madrid,ESP,FW,30,32.9,542,507,32,0,0,6,16,0,0,0,0,0,382,3,22
Stefan Savić,Atlético Madrid,MNE,DF,32,26.1,1278,1228,41,34,3,9,4,7,0,0,0,0,1077,9,11
José María Giménez,Atlético Madrid,URU,DF,28,24.7,908,870,35,28,0,20,1,0,0,0,0,0,786,3,8
Saúl Ñíguez,Atlético Madrid,ESP,MF,28,23.1,902,879,18,11,2,3,26,4,0,0,0,0,725,5,16
Ángel Correa,Atlético Madrid,ARG,"FW,MF",28,22.5,636,589,39,3,1,2,47,0,23,12,8,0,476,8,14
Rodrigo Riquelme,Atlético Madrid,ESP,DF,23,22.3,835,766,67,17,1,6,86,34,15,8,4,0,634,2,33
Pablo Barrios,Atlético Madrid,ESP,MF,20,22,1054,1027,16,11,3,7,21,4,1,0,0,0,887,11,12
César Azpilicueta,Atlético Madrid,ESP,DF,33,20.3,1209,1063,140,21,1,3,13,118,0,0,0,0,1021,6,9
Memphis,Atlético Madrid,NED,FW,29,13.5,314,286,24,4,4,4,15,2,7,2,3,0,237,4,11
Reinildo Mandava,Atlético Madrid,MOZ,DF,29,9.3,430,375,54,7,0,2,7,47,0,0,0,0,365,1,7
Gabriel Paulista,Atlético Madrid,BRA,DF,32,4.5,274,268,5,4,0,1,0,0,0,0,0,0,240,1,0
Javi Galán,Atlético Madrid,ESP,DF,28,3,93,75,18,0,0,0,12,16,2,0,1,0,71,0,3
Yannick Carrasco,Atlético Madrid,BEL,DF,29,2.5,88,77,10,3,0,1,8,4,3,0,2,0,65,1,2
Çağlar Söyüncü,Atlético Madrid,TUR,DF,27,2.4,136,133,3,2,0,0,0,0,0,0,0,0,123,0,0
Thomas Lemar,Atlético Madrid,FRA,MF,27,1.8,84,81,3,0,1,0,6,1,2,2,0,0,71,0,0
Arthur Vermeeren,Atlético Madrid,BEL,MF,18,1.8,91,89,0,0,1,0,0,0,0,0,0,0,75,2,1
Salim El Jebari,Atlético Madrid,MAR,MF,19,0.1,4,4,0,0,0,0,1,0,0,0,0,0,3,0,0
Abdellah Raihani,Atlético Madrid,MAR,FW,19,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilias Kostis,Atlético Madrid,GRE,FW,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Theo Hernández,Milan,FRA,DF,25,45,2652,2292,356,103,7,19,110,208,37,12,14,0,2262,4,63
Tijjani Reijnders,Milan,NED,MF,25,42.9,2175,2080,91,42,9,2,53,14,32,15,8,1,1964,4,24
Mike Maignan,Milan,FRA,GK,28,41.1,1584,1302,270,58,0,3,0,0,0,0,0,0,1333,12,2
Christian Pulisic,Milan,USA,FW,24,39.9,1443,1375,65,5,3,3,147,20,40,6,27,0,1120,3,58
Rafael Leão,Milan,POR,FW,24,39.2,1324,1259,58,7,7,9,140,35,14,0,0,0,981,7,36
Olivier Giroud,Milan,FRA,FW,36,37,662,579,80,2,3,3,3,3,0,0,0,0,454,3,11
Davide Calabria,Milan,ITA,DF,26,32.9,1935,1625,304,53,1,6,53,251,0,0,0,0,1651,6,20
Ruben Loftus-Cheek,Milan,ENG,MF,27,31.6,954,940,11,2,1,2,22,3,0,0,0,0,799,3,14
Fikayo Tomori,Milan,ENG,DF,25,31.6,2102,1977,121,44,0,3,4,13,0,0,0,0,1906,4,11
Yunus Musah,Milan,USA,MF,20,24.9,925,881,43,2,1,3,38,41,0,0,0,0,789,1,22
Malick Thiaw,Milan,GER,DF,21,24,1498,1452,44,24,2,3,0,4,0,0,0,0,1377,2,7
Alessandro Florenzi,Milan,ITA,DF,32,23.8,1581,1300,276,60,1,23,151,140,76,37,32,0,1297,5,18
Yacine Adli,Milan,FRA,MF,23,20.7,1610,1506,102,46,4,20,76,10,46,16,18,0,1393,2,14
Matteo Gabbia,Milan,ITA,DF,23,20.1,1337,1277,59,26,0,3,1,6,0,0,0,0,1217,1,9
Simon Kjær,Milan,DEN,DF,34,16.3,1064,1031,32,26,0,6,2,2,0,0,0,0,944,1,2
Samuel Chukwueze,Milan,NGA,FW,24,15.4,529,516,12,0,7,1,35,9,3,2,0,0,405,1,15
Ismaël Bennacer,Milan,ALG,MF,25,14.8,944,897,44,22,7,3,33,5,17,4,8,0,827,3,13
Luka Jović,Milan,SRB,"FW,MF",25,13.9,231,198,30,2,1,0,3,1,1,0,0,0,173,3,7
Noah Okafor,Milan,SUI,FW,23,11.4,220,211,6,0,1,1,24,2,0,0,0,0,139,3,6
Rade Krunić,Milan,BIH,"MF,DF",29,10,567,523,44,36,1,3,10,4,4,2,2,0,510,0,3
Marco Sportiello,Milan,ITA,GK,31,7.9,269,235,34,10,0,0,0,0,0,0,0,0,231,0,0
Pierre Kalulu,Milan,FRA,DF,23,5.7,325,298,27,10,1,0,5,17,0,0,0,0,287,0,9
Tommaso Pobega,Milan,ITA,MF,24,5.2,172,170,2,1,1,0,0,1,0,0,0,0,129,0,6
Antonio Mirante,Milan,ITA,GK,40,3,54,45,9,1,0,0,0,0,0,0,0,0,41,0,0
Jan-Carlo Simic,Milan,SRB,DF,18,3,64,62,2,2,0,0,0,0,0,0,0,0,59,0,0
Alejandro Jiménez,Milan,ESP,DF,18,2.3,43,35,8,0,0,0,4,8,0,0,0,0,39,0,1
Luka Romero,Milan,ARG,"FW,MF",18,1.8,39,37,2,0,0,0,6,1,1,1,0,0,33,0,1
Filippo Terracciano,Milan,ITA,"DF,FW",20,1.4,52,47,5,0,0,0,1,5,0,0,0,0,48,0,0
Chaka Traorè,Milan,CIV,MF,18,1.1,18,18,0,0,0,0,1,0,0,0,0,0,15,0,0
Davide Bartesaghi,Milan,ITA,FW,17,1,37,30,7,0,0,0,0,7,0,0,0,0,30,0,2
Marco Pellegrino,Milan,,DF,,0.8,48,46,2,0,0,0,0,0,0,0,0,0,43,0,1
Kevin Zeroli,Milan,ITA,MF,18,0.4,6,6,0,0,0,0,1,0,0,0,0,0,2,0,1
Mattia Caldara,Milan,ITA,DF,29,0.4,24,24,0,0,0,0,0,0,0,0,0,0,20,0,0
Francesco Camarda,Milan,ITA,FW,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lapo Nava,Milan,ITA,GK,19,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Youssouf Fofana,Monaco,FRA,MF,24,33.3,1789,1693,83,77,13,4,14,6,0,0,0,0,1453,13,30
Wissam Ben Yedder,Monaco,FRA,FW,32,28.1,752,698,51,3,12,2,9,3,0,0,0,0,555,3,25
Denis Zakaria,Monaco,SUI,"MF,DF",26,26.7,1184,1159,25,22,2,3,9,3,0,0,0,0,1081,0,14
Aleksandr Golovin,Monaco,RUS,"MF,FW",27,25.8,1236,1096,129,34,14,11,123,13,82,26,46,0,935,11,27
Wilfried Singo,Monaco,CIV,DF,22,24.3,1490,1411,76,42,2,4,21,34,0,0,0,0,1282,3,11
Takumi Minamino,Monaco,JPN,MF,28,24.2,885,846,32,7,12,2,32,13,9,1,2,0,646,7,37
Philipp Köhn,Monaco,SUI,GK,25,22,667,484,182,52,0,0,0,0,0,0,0,0,479,1,0
Guillermo Maripán,Monaco,CHI,DF,29,22,1054,1010,42,36,0,2,0,4,0,0,0,0,934,2,9
Vanderson,Monaco,BRA,DF,22,21.6,992,841,149,15,2,7,58,132,2,0,1,0,734,2,25
Folarin Balogun,Monaco,USA,FW,22,21.5,365,333,25,1,3,1,8,0,0,0,0,0,263,7,15
Maghnes Akliouche,Monaco,FRA,"MF,FW",21,19.5,833,773,54,12,8,2,59,3,37,14,8,0,645,6,24
Thilo Kehrer,Monaco,GER,DF,26,18,966,900,66,32,1,2,4,19,0,0,0,0,859,0,11
Ismail Jakobs,Monaco,SEN,DF,23,16.9,874,718,152,14,1,0,77,120,18,5,7,0,626,4,23
Soungoutou Magassa,Monaco,FRA,"DF,MF",19,16.3,998,977,21,18,1,21,3,3,0,0,0,0,871,0,14
Radosław Majecki,Monaco,POL,GK,23,15.3,376,271,105,25,0,0,0,0,0,0,0,0,277,0,0
Krépin Diatta,Monaco,SEN,"DF,FW",24,13.4,787,629,152,16,0,5,39,126,10,4,4,0,602,6,13
Mohammed Salisu,Monaco,GHA,DF,24,12.5,778,751,27,19,0,0,1,7,0,0,0,0,657,0,9
Mohamed Camara,Monaco,MLI,MF,23,11.5,769,749,18,17,1,3,1,0,1,0,0,0,707,2,13
Kassoum Ouattara,Monaco,FRA,"DF,FW",18,9.7,329,266,61,2,0,0,44,59,0,0,0,0,213,2,11
Caio Henrique Oliveira Silva,Monaco,BRA,DF,26,6.9,464,369,94,15,2,0,36,56,23,4,13,0,376,1,13
Eliesse Ben Seghir,Monaco,MAR,"MF,FW",18,5.1,215,206,8,2,2,2,13,4,1,0,1,0,174,1,4
Chrislain Matsima,Monaco,FRA,DF,21,4.3,231,224,6,2,0,0,0,3,0,0,0,0,215,1,0
Edan Diop,Monaco,FRA,"MF,DF",18,2.9,97,86,10,1,0,0,3,9,0,0,0,0,71,1,3
Breel Embolo,Monaco,SUI,FW,26,2,46,46,0,0,0,0,1,0,0,0,0,0,37,0,2
Myron Boadu,Monaco,NED,FW,22,1.5,15,15,0,0,0,0,0,0,0,0,0,0,10,0,0
Mamadou Coulibaly,Monaco,FRA,MF,19,1.3,70,69,1,0,0,0,1,1,0,0,0,0,56,0,1
Eliot Matazo,Monaco,BEL,MF,21,1.1,63,61,2,1,0,1,1,1,0,0,0,0,50,0,0
Saïmon Bouabré,Monaco,FRA,MF,17,0.5,17,17,0,0,0,0,0,0,0,0,0,0,15,0,1
Antonin Cartillier,Monaco,FRA,DF,19,0.1,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0
Lucas Michal,Monaco,FRA,FW,18,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
David Raum,RB Leipzig,GER,DF,25,39.4,2576,2005,558,72,2,14,394,326,160,56,69,2,1884,13,74
Xavi Simons,RB Leipzig,NED,"MF,FW",20,38.2,1733,1559,160,37,21,13,99,11,73,23,30,2,1369,14,49
Loïs Openda,RB Leipzig,BEL,FW,23,38,625,592,32,1,5,3,39,11,0,0,0,0,417,1,38
Xaver Schlager,RB Leipzig,AUT,MF,25,36.5,2148,2064,74,63,10,18,18,11,0,0,0,0,1881,10,27
Benjamin Henrichs,RB Leipzig,GER,"DF,MF",26,36.5,2006,1702,294,28,18,8,78,266,0,0,0,0,1571,10,53
Castello Lukeba,RB Leipzig,FRA,DF,20,33,2287,2229,56,44,1,11,6,5,0,0,0,0,2088,2,17
Mohamed Simakan,RB Leipzig,FRA,DF,23,31.7,1894,1749,143,67,5,14,24,76,0,0,0,0,1609,2,15
Janis Blaswich,RB Leipzig,GER,GK,32,27,1198,971,226,51,0,1,0,0,0,0,0,0,1047,1,1
Benjamin Šeško,RB Leipzig,SVN,FW,20,22.9,418,397,19,0,4,0,6,1,0,0,0,0,278,2,15
Lukas Klostermann,RB Leipzig,GER,DF,27,22,1356,1318,35,21,3,6,8,14,0,0,0,0,1225,3,9
Amadou Haidara,RB Leipzig,MLI,"MF,DF",25,20.8,978,957,20,14,3,7,5,6,0,0,0,0,828,1,17
Willi Orban,RB Leipzig,HUN,DF,30,20.6,1544,1495,47,43,1,4,2,3,0,0,0,0,1387,2,9
Kevin Kampl,RB Leipzig,SVN,MF,32,19.5,1217,1171,46,35,3,0,11,11,0,0,0,0,1114,0,10
Dani Olmo,RB Leipzig,ESP,MF,25,19,741,716,19,11,11,9,25,8,0,0,0,0,575,6,22
Yussuf Poulsen,RB Leipzig,DEN,"FW,MF",29,18.9,364,345,16,1,6,0,6,2,0,0,0,0,259,3,19
Péter Gulácsi,RB Leipzig,HUN,GK,33,18,572,427,145,26,0,0,0,0,0,0,0,0,493,0,0
Christoph Baumgartner,RB Leipzig,AUT,MF,23,14.5,502,488,9,5,5,2,9,4,0,0,0,0,374,5,17
Nicolas Seiwald,RB Leipzig,AUT,MF,22,12.7,469,453,12,9,2,4,8,0,3,2,0,0,380,4,8
Emil Forsberg,RB Leipzig,SWE,"MF,FW",31,10.6,300,287,10,2,1,6,14,1,6,4,2,0,237,3,8
Timo Werner,RB Leipzig,GER,"FW,MF",27,4.4,111,106,4,0,0,0,9,3,1,0,0,0,75,1,9
Fabio Carvalho,RB Leipzig,POR,MF,20,4.1,133,128,5,1,1,0,7,1,3,0,0,0,106,0,6
Elif Elmas,RB Leipzig,MKD,MF,23,3.2,127,121,4,1,0,1,0,3,0,0,0,0,106,2,1
Christopher Lenz,RB Leipzig,GER,DF,28,2.6,116,89,27,2,0,0,14,23,2,0,1,0,89,0,6
El Chadaille Bitshiabu,RB Leipzig,FRA,DF,18,0.4,59,53,6,0,0,0,2,6,0,0,0,0,48,0,1
Jonathan Norbye,RB Leipzig,NOR,MF,16,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Nuha Jatta,RB Leipzig,GAM,MF,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gleison Bremer,Juventus,BRA,DF,26,39.9,1930,1854,71,25,0,8,1,2,0,0,0,0,1661,5,14
Manuel Locatelli,Juventus,ITA,MF,25,37.1,1988,1871,108,98,5,34,13,10,0,0,0,0,1703,9,15
Wojciech Szczęsny,Juventus,POL,GK,33,35,1006,771,231,57,0,5,0,0,0,0,0,0,780,4,0
Adrien Rabiot,Juventus,FRA,MF,28,33.5,1211,1167,40,15,3,7,48,25,0,0,0,0,996,4,27
Federico Gatti,Juventus,ITA,DF,25,33.3,1370,1295,71,23,1,13,22,48,0,0,0,0,1166,4,21
Weston McKennie,Juventus,USA,"MF,DF",24,32.7,1172,990,178,9,3,6,66,168,1,0,0,0,898,4,23
Danilo,Juventus,BRA,DF,32,32.2,1849,1635,205,49,2,23,20,89,0,0,0,0,1591,9,12
Andrea Cambiaso,Juventus,ITA,"DF,FW",23,30,1207,1096,105,16,2,10,89,70,18,4,5,0,1007,6,38
Dušan Vlahović,Juventus,SRB,FW,23,28.8,542,492,44,3,2,5,9,0,0,0,0,0,380,6,23
Federico Chiesa,Juventus,ITA,FW,25,27.8,712,615,90,15,6,4,132,20,50,22,22,0,498,7,29
Filip Kostić,Juventus,SRB,DF,30,23.2,997,808,187,18,0,5,196,109,60,19,37,0,726,2,38
Timothy Weah,Juventus,USA,"DF,FW",23,15.5,597,554,40,0,0,1,42,40,0,0,0,0,476,3,23
Daniele Rugani,Juventus,ITA,DF,29,14.2,636,611,24,8,0,4,1,1,0,0,0,0,564,1,4
Fabio Miretti,Juventus,ITA,MF,19,14.1,449,412,36,5,2,5,34,3,23,2,15,0,344,1,12
Kenan Yıldız,Juventus,TUR,"FW,MF",18,12.2,349,338,11,1,2,4,17,3,5,0,3,0,284,0,3
Arkadiusz Milik,Juventus,POL,FW,29,11.9,270,260,9,1,3,2,5,1,0,0,0,0,215,1,3
Samuel Iling-Junior,Juventus,ENG,"DF,MF",19,11,433,371,60,10,0,3,49,38,12,2,9,0,330,2,17
Alex Sandro,Juventus,BRA,DF,32,9,555,474,79,11,0,2,6,59,0,0,0,0,479,2,4
Mattia Perin,Juventus,ITA,GK,30,7.5,66,49,17,5,0,1,0,0,0,0,0,0,54,0,0
Moise Kean,Juventus,ITA,FW,23,7.3,96,88,7,0,0,1,2,1,0,0,0,0,66,1,5
Nicolò Fagioli,Juventus,ITA,MF,22,4.9,223,202,21,6,1,4,19,3,10,1,7,0,193,0,2
Carlos Alcaraz,Juventus,ARG,MF,20,4.3,165,155,10,7,2,1,1,2,1,0,0,0,143,0,3
Hans Nicolussi Caviglia,Juventus,ITA,MF,23,4,136,114,22,8,0,6,21,1,13,3,8,0,107,0,1
Paul Pogba,Juventus,FRA,MF,30,0.6,35,32,3,3,1,1,1,0,0,0,0,0,27,0,2
Joseph Nonge,Juventus,BEL,MF,18,0.6,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0
